local_index,frame_id,suspect_black_shadow_frame,source_highres_relative_path,depth_image_relative_path,depth_min,depth_p01,depth_p05,depth_p10,depth_mean,depth_median,depth_p90,depth_p95,depth_p99,depth_max,depth_std,conf_min,conf_p01,conf_p05,conf_p10,conf_mean,conf_median,conf_p90,conf_p95,conf_p99,conf_max,conf_std,luma_mean,luma_p01,luma_p99,saturated_pixel_ratio,bright_reflective_pixel_ratio,dark_pixel_ratio,dark_depth_mean,dark_conf_mean,highlight_depth_mean,highlight_conf_mean,fx,fy,cx,cy,cam_x,cam_y,cam_z
10,cap-37,False,photos_highres/cell_100_slot_9.jpg,photos_depth/cap-37.png,0.7024591565132141,0.726996340751648,0.7563916325569153,0.7802437663078308,1.0436983293560154,1.0057064890861511,1.3718621134757996,1.4443432092666626,1.5325533890724181,1.6076642274856567,0.2205498781112241,1.0,1.0000007152557373,1.0000132322311401,1.0000380277633667,1.0034398902469481,1.0004342794418335,1.007404375076294,1.0150036811828613,1.0498449301719666,1.301995873451233,0.012239420788302934,129.10313415527344,18.1929988861084,255.0,0.060870181405895694,0.09881660997732426,0.05531462585034014,1.025018334388733,1.0001224279403687,1.1802542209625244,1.0031321048736572,361.7509460449219,357.7247009277344,252.0,140.0,-0.18767403928210166,-0.4708079479399479,-0.03488808284105107
11,cap-39,False,photos_highres/cell_99_slot_0.jpg,photos_depth/cap-39.png,0.7171840071678162,0.7402143561840058,0.7682624608278275,0.7874437749385834,1.056645252596156,1.0190294981002808,1.4038785099983215,1.469449311494827,1.5500445234775542,1.6968032121658325,0.22600072476941196,1.0,1.0000011920928955,1.0000112056732178,1.0000330209732056,1.0039101643356876,1.0004777908325195,1.0078448414802552,1.014666563272476,1.066564923524856,1.2670016288757324,0.014307372014117324,132.50489807128906,20.52055976867676,255.0,0.06409438775510204,0.10467687074829932,0.04221230158730159,1.0903146266937256,1.0001332759857178,1.1795645952224731,1.0029395818710327,360.7410583496094,356.9544677734375,252.0,140.0,-0.18784682904954714,-0.4962534807265718,-0.04718999596796762
12,cap-42,False,photos_highres/cell_99_slot_1.jpg,photos_depth/cap-42.png,0.7158547043800354,0.7486337876319885,0.7797033756971359,0.8067525327205658,1.0682627998655683,1.021939754486084,1.4135927438735962,1.4889470934867857,1.644138394594192,1.8324551582336426,0.22961767186677998,1.0,1.0000004768371582,1.0000059604644775,1.0000226497650146,1.0038280472184729,1.0007113814353943,1.0087687134742738,1.0150554299354553,1.0558927130699158,1.2501025199890137,0.012315491485495865,133.32394409179688,23.370201110839844,255.0,0.08697562358276643,0.12414965986394558,0.03483560090702948,1.216481328010559,1.0002692937850952,1.1318364143371582,1.004697322845459,361.1723327636719,358.021484375,252.0,140.0,-0.14115403831559506,-0.5049117243979933,-0.051034374730158025
13,cap-44,False,photos_highres/cell_99_slot_2.jpg,photos_depth/cap-44.png,0.6929760575294495,0.7168220901489257,0.7576084136962891,0.7913948953151703,1.0608848772854322,1.0131810903549194,1.4108112931251526,1.4857691764831542,1.6520340919494627,1.8680301904678345,0.23539909592143718,1.0,1.000001072883606,1.0000109672546387,1.0000437378883362,1.0043387205304066,1.0008545517921448,1.011554491519928,1.0204509496688843,1.0497881531715392,1.2116367816925049,0.01092857070976454,132.9236297607422,23.365759716033935,255.0,0.08233418367346938,0.11967828798185941,0.037705498866213154,1.1271793842315674,1.000258445739746,1.1352078914642334,1.0066826343536377,361.3533935546875,359.15484619140625,252.0,140.0,-0.12085382526989337,-0.5140109075529967,-0.040346073960504505
14,cap-48,False,photos_highres/cell_99_slot_3.jpg,photos_depth/cap-48.png,0.6884208917617798,0.7205774521827698,0.7632748126983643,0.803637707233429,1.0689067998732062,1.0315608382225037,1.4133255243301392,1.4928192973136898,1.6934841799736022,1.8872987031936646,0.2348422075778139,1.0,1.0000008344650269,1.0000239610671997,1.000066876411438,1.0055339205140024,1.0012562274932861,1.0153924465179442,1.0252997815608977,1.0601210856437682,1.2601561546325684,0.013148012805253568,128.4978485107422,20.37019920349121,255.0,0.07676445578231293,0.11476757369614513,0.05189909297052154,1.1491098403930664,1.0002775192260742,1.1272879838943481,1.0095523595809937,361.8478088378906,358.8016357421875,252.0,140.0,-0.11644515353789217,-0.5460661091872757,-0.04968513109949098
15,cap-50,False,photos_highres/cell_99_slot_4.jpg,photos_depth/cap-50.png,0.6770808696746826,0.7045104438066483,0.7452430993318557,0.7846242189407349,1.0565935802998658,1.01590234041214,1.4063857793807983,1.4814112782478333,1.6678377389907835,1.8324992656707764,0.2375747325794017,1.0,1.0000008344650269,1.0000120401382446,1.0000455379486084,1.004773306176742,1.0010292530059814,1.0119285106658935,1.0224115073680877,1.0647726488113403,1.2729792594909668,0.012172173960968615,128.40884399414062,19.627399444580078,250.92779541015625,0.06302437641723356,0.10625,0.05004251700680272,1.1623926162719727,1.0003327131271362,1.1087851524353027,1.0077886581420898,361.5632629394531,358.20361328125,252.0,140.0,-0.11272859453007246,-0.5358527415889534,-0.03905368291280059
16,cap-52,False,photos_highres/cell_99_slot_5.jpg,photos_depth/cap-52.png,0.672099232673645,0.7020419472455979,0.7416577845811844,0.7676362335681916,1.0343703152738561,0.9866026937961578,1.382307231426239,1.4677268385887146,1.707909846305847,1.9104751348495483,0.23826244040054131,1.0,1.000000238418579,1.0000056028366089,1.00002920627594,1.0053141783306252,1.0011934638023376,1.0145436525344849,1.0255859196186066,1.0592548906803132,1.2662245035171509,0.012861133699218145,128.57456970214844,20.80459976196289,253.0,0.06973497732426304,0.10453514739229025,0.047789115646258505,1.1603171825408936,1.0002304315567017,1.0848416090011597,1.0105282068252563,358.42095947265625,356.91021728515625,252.0,140.0,-0.11463991978699364,-0.5550446910681748,-0.009267561333106808
17,cap-54,False,photos_highres/cell_99_slot_6.jpg,photos_depth/cap-54.png,0.6445233225822449,0.6864199012517929,0.728750666975975,0.7570568561553955,1.0195434660260099,0.971475213766098,1.357064461708069,1.448365867137909,1.7069008886814117,1.8587651252746582,0.2334018577883792,1.0,1.0000004768371582,1.0000150203704834,1.000065803527832,1.006427056989432,1.0016363859176636,1.0176551818847657,1.0295048654079437,1.064559063911438,1.2963242530822754,0.014673946949903266,130.6454620361328,22.523801803588867,254.0,0.07960600907029479,0.11425028344671202,0.04072420634920635,1.1985214948654175,1.0004022121429443,1.0507463216781616,1.0115175247192383,360.0189514160156,358.3223571777344,252.0,140.0,-0.09914617803723716,-0.5399486947647304,0.0007476103326554118
18,cap-56,False,photos_highres/cell_99_slot_7.jpg,photos_depth/cap-56.png,0.6162466406822205,0.6460370659828186,0.6833607614040375,0.7166197061538696,0.9861282455268191,0.9371181130409241,1.3288890719413757,1.409432566165924,1.6846433091163635,1.8594746589660645,0.23866426106532607,1.0,1.0000003576278687,1.00003063082695,1.0001109838485718,1.010861766121251,1.0035684704780579,1.030293881893158,1.0504696130752562,1.1007132065296172,1.3386902809143066,0.021017727974713372,130.37301635742188,23.698400497436523,255.0,0.07863520408163266,0.11165674603174604,0.039725056689342404,1.1474350690841675,1.0013163089752197,1.029625415802002,1.0223121643066406,360.58544921875,357.05975341796875,252.0,140.0,-0.09114177424807732,-0.5501095571608654,0.012577211762149767
19,cap-74,True,photos_highres/cell_98_slot_0.jpg,photos_depth/cap-74.png,0.5758495926856995,0.6014364743232727,0.6238833397626877,0.6454077899456024,0.8680440473549761,0.7708097100257874,1.263484501838684,1.4219970703124998,1.6017336070537567,1.6976944208145142,0.2462571213085997,1.0000001192092896,1.000001072883606,1.000028133392334,1.0013678073883057,1.3451322509165928,1.3398388624191284,1.6387856364250184,1.9330233991146086,2.0623048329353333,2.680426836013794,0.27047840124079675,142.37083435058594,25.57360076904297,255.0,0.1393140589569161,0.16216695011337867,0.028805272108843538,1.0576890707015991,1.0867257118225098,0.865082859992981,1.3849159479141235,352.997802734375,352.6578369140625,252.0,140.0,-0.0003049655703721823,-4.029087649659647e-05,-0.00012810527824942328
20,cap-78,True,photos_highres/cell_98_slot_1.jpg,photos_depth/cap-78.png,0.5616587996482849,0.5893048429489136,0.6063152253627777,0.6274523138999939,0.8618847872466355,0.7531689703464508,1.2552803635597232,1.5691501200199127,1.7577395820617674,1.8755394220352173,0.27491834400083753,1.0000001192092896,1.0000003576278687,1.000017523765564,1.0016093254089355,1.3005750975793315,1.2898721098899841,1.5978245735168457,1.7434991121292112,1.8829736697673798,2.646233558654785,0.23931988484170766,137.29879760742188,19.813800811767578,255.0,0.14151077097505668,0.15727749433106575,0.041461167800453516,1.0998287200927734,1.0504878759384155,0.8305423855781555,1.3680616617202759,350.6602478027344,352.93304443359375,252.0,140.0,0.004982004323556406,0.002481786665054658,0.012208401286606283
21,cap-80,True,photos_highres/cell_98_slot_2.jpg,photos_depth/cap-80.png,0.5443795323371887,0.5724882060289382,0.6005731433629989,0.6215335607528687,0.8641250736322972,0.7510813176631927,1.269291949272156,1.5700823366641998,1.7382500886917114,1.8445295095443726,0.2824702274985056,1.0000001192092896,1.0000003576278687,1.0000067949295044,1.0012682557106019,1.3311859598497346,1.3221359252929688,1.630149281024933,1.8735808610916136,2.022126152515411,2.7257237434387207,0.26236947305617364,133.4983673095703,16.736400604248047,255.0,0.13700396825396827,0.1496811224489796,0.04799461451247165,1.1029497385025024,1.0606871843338013,0.8184821605682373,1.4021767377853394,349.99688720703125,350.9065856933594,252.0,140.0,0.003754669576459115,0.00048415177683740657,0.015645655819560112
22,cap-96,False,photos_highres/cell_97_slot_0.jpg,photos_depth/cap-96.png,0.44938457012176514,0.4596658965945244,0.5129223078489303,0.5511221468448639,0.8326255472364271,0.7088351845741272,1.3609425425529484,1.5266587734222412,1.6671425426006317,1.7153146266937256,0.30978779703127657,1.0,1.0000001192092896,1.0000003576278687,1.000009536743164,1.1073204955647862,1.043195366859436,1.3702932357788087,1.4948978066444394,1.6498447108268737,2.1694602966308594,0.1554843230392041,138.44297790527344,18.31519889831543,255.0,0.16383928571428572,0.1712018140589569,0.02506377551020408,1.1347086429595947,1.0069408416748047,0.7186549305915833,1.1231021881103516,348.59136962890625,345.63165283203125,252.0,140.0,-0.037742830240216324,-0.06911798188724935,0.13012174179317393
23,cap-103,False,photos_highres/cell_97_slot_1.jpg,photos_depth/cap-103.png,0.4310118854045868,0.4387031480669975,0.4884479984641075,0.5396212220191956,0.8631822619192269,0.7113595306873322,1.4973102927207946,1.615067958831787,1.7044515717029571,1.7551532983779907,0.35480722842740897,1.0000001192092896,1.0000001192092896,1.0000004768371582,1.0000014305114746,1.0655609877387278,1.0198501944541931,1.300944173336029,1.3537348806858063,1.4472628307342528,1.989684820175171,0.11365327321030305,136.78387451171875,17.523799896240234,245.1376190185547,0.09462868480725624,0.156781462585034,0.02138605442176871,1.1663622856140137,1.0031601190567017,0.6641408205032349,1.0662785768508911,354.033935546875,348.7903137207031,252.0,140.0,-0.028653144371279117,-0.14231280694889745,0.1699245046825492
24,cap-105,False,photos_highres/cell_96_slot_0.jpg,photos_depth/cap-105.png,0.4267020523548126,0.4350383859872818,0.47935410588979727,0.5422105312347412,0.8895112871443704,0.7438545823097229,1.545477879047394,1.6360492289066315,1.7393004465103148,1.8409039974212646,0.36874961195398204,1.0000001192092896,1.0000003576278687,1.0000007152557373,1.0000015497207642,1.0662615768045458,1.0213235020637512,1.2888827919960022,1.3650464475154875,1.4504855132102965,1.7654927968978882,0.11404503894627764,135.6133575439453,14.089399337768555,252.0,0.15299036281179137,0.16375425170068028,0.025510204081632654,1.1611566543579102,1.0081814527511597,0.6730009317398071,1.064254641532898,355.2876892089844,351.25604248046875,252.0,140.0,-0.027899820889264623,-0.15767309944601396,0.17248086224167325
25,cap-107,False,photos_highres/cell_96_slot_1.jpg,photos_depth/cap-107.png,0.4154394268989563,0.4243157783150673,0.4719599083065987,0.534155523777008,0.8926818051149481,0.746688187122345,1.550777292251587,1.6288967549800872,1.755410908460617,1.8804380893707275,0.37680685397567504,1.0,1.000000238418579,1.0000007152557373,1.0000017881393433,1.0610596908488714,1.0166357159614563,1.2683749675750733,1.34233780503273,1.4552923119068144,1.9108188152313232,0.1110697669796392,133.1962127685547,11.089400291442871,254.0,0.15424461451247165,0.16422902494331065,0.03154761904761905,1.124355435371399,1.015154242515564,0.6546508073806763,1.060012698173523,354.4389953613281,351.5726318359375,252.0,140.0,-0.021892292512736826,-0.17031388016147098,0.17466408742819176
26,cap-109,False,photos_highres/cell_96_slot_2.jpg,photos_depth/cap-109.png,0.420284241437912,0.42812909066677096,0.47139583975076677,0.5339816331863403,0.8921077723712016,0.7413776516914368,1.5600425243377687,1.6358737528324128,1.7567758071422577,1.8874499797821045,0.3773084251520677,1.0000001192092896,1.0000004768371582,1.000001072883606,1.000002384185791,1.0583018529230979,1.0159261226654053,1.2595533370971683,1.32344953417778,1.4340551376342774,1.9633535146713257,0.10479847592836689,136.75888061523438,13.676169004440311,254.0,0.16363378684807256,0.17344812925170067,0.02478032879818594,1.15388023853302,1.0128718614578247,0.6563583016395569,1.0580507516860962,353.82611083984375,350.5877990722656,252.0,140.0,-0.02503098898888096,-0.1844159673675945,0.18400499060088457
27,cap-114,False,photos_highres/cell_96_slot_3.jpg,photos_depth/cap-114.png,0.4036603569984436,0.409242545068264,0.4475796759128571,0.5222329914569854,0.8846284553446636,0.7348879873752594,1.5530762910842897,1.6214089810848236,1.74655904173851,1.866483449935913,0.37945231036063337,1.0,1.000000238418579,1.0000005960464478,1.0000017881393433,1.0443777315707163,1.0081859230995178,1.1656674146652224,1.2490181148052213,1.3258777117729186,1.6399283409118652,0.07867895883909153,132.56817626953125,13.72894739151001,254.7834014892578,0.14227607709750567,0.17093962585034014,0.029003684807256236,1.1446664333343506,1.0194814205169678,0.6557436585426331,1.055303931236267,355.72113037109375,353.7043151855469,252.0,140.0,-0.014913035991647098,-0.22033747022824804,0.20999598728618946
28,cap-116,False,photos_highres/cell_96_slot_4.jpg,photos_depth/cap-116.png,0.38995835185050964,0.39500329971313475,0.43435598313808443,0.5127869129180909,0.8721997367805229,0.7192914485931396,1.5477476119995117,1.611596083641052,1.7446702587604521,1.8692600727081299,0.38150961413127604,1.0,1.0000001192092896,1.0000003576278687,1.000001072883606,1.04322880299386,1.0094247460365295,1.1434863805770874,1.2278821170330048,1.296198388338089,1.6066259145736694,0.0710271986135425,131.48138427734375,14.089399337768555,254.3542022705078,0.09526643990929705,0.1507015306122449,0.029450113378684806,1.1051418781280518,1.0212457180023193,0.6413706541061401,1.0678982734680176,354.8575439453125,353.5536804199219,252.0,140.0,-0.015084995477626784,-0.23932456785384165,0.23058154283307572
29,cap-118,False,photos_highres/cell_96_slot_5.jpg,photos_depth/cap-118.png,0.3959202766418457,0.40281866818666456,0.4405906334519386,0.5185187041759491,0.8808006048145495,0.7244351804256439,1.5461070656776428,1.6053948998451226,1.708927900791168,1.8250987529754639,0.38195118321488986,1.0,1.0000001192092896,1.0000004768371582,1.000001072883606,1.0440932158262484,1.0080553889274597,1.1655041813850404,1.2334054589271546,1.297255630493164,1.5552287101745605,0.07395996205963316,130.61383056640625,14.523799896240234,252.92098999023438,0.07264739229024943,0.13596938775510203,0.027529761904761904,1.1420912742614746,1.023619532585144,0.6518827080726624,1.0704832077026367,354.51806640625,353.6335754394531,252.0,140.0,-0.021126033834778134,-0.24254320757915065,0.22338417062228957
30,cap-122,False,photos_highres/cell_96_slot_7.jpg,photos_depth/cap-122.png,0.38389378786087036,0.38999616622924804,0.4274643510580063,0.5111836314201355,0.8708722234032035,0.7145973145961761,1.524582862854004,1.59209269285202,1.6823018622398376,1.7890301942825317,0.3790394143544459,1.0,1.0,1.0000001192092896,1.0000007152557373,1.0276734501588034,1.003978192806244,1.0851425647735595,1.1664630651473995,1.231054002046585,1.426509141921997,0.052126254606234615,129.28135681152344,14.45535799980164,252.63218688964844,0.06532738095238096,0.1307752267573696,0.027834467120181405,1.1243845224380493,1.02378249168396,0.6431538462638855,1.0416162014007568,354.1182556152344,353.63421630859375,252.0,140.0,-0.022421735314283035,-0.2594337909461446,0.24254533619837884
31,cap-124,False,photos_highres/cell_96_slot_8.jpg,photos_depth/cap-124.png,0.38997963070869446,0.39619931668043135,0.4281579956412316,0.503645271062851,0.8649757683938137,0.709704726934433,1.5358278393745424,1.5993546605110167,1.687945200204849,1.8113861083984375,0.37969147606498366,1.0,1.0000001192092896,1.0000004768371582,1.0000016689300537,1.0415069485307078,1.0073303580284119,1.1638267636299133,1.231138503551483,1.2901624178886413,1.5247471332550049,0.07256187638005557,129.15554809570312,13.736398696899414,253.2779998779297,0.07332057823129251,0.13703231292517007,0.029946145124716553,1.0657697916030884,1.0355603694915771,0.6431836485862732,1.0566037893295288,354.6055908203125,353.1759033203125,252.0,140.0,-0.01174501870823096,-0.2320967087013903,0.23159363855986692
32,cap-126,False,photos_highres/cell_96_slot_9.jpg,photos_depth/cap-126.png,0.3710159361362457,0.3757879424095154,0.4069360435009003,0.48260500729084016,0.8458831331196353,0.7000820934772491,1.510889792442322,1.5808574438095093,1.6804731857776642,1.7552857398986816,0.3731872167076914,1.0,1.0000001192092896,1.0000003576278687,1.0000009536743164,1.0523707531645996,1.0118295550346375,1.2166715502738952,1.2618793070316314,1.3238889050483704,1.6028883457183838,0.08495866301650931,130.76071166992188,14.523799896240234,254.85560607910156,0.09618055555555556,0.14430980725623582,0.02796201814058957,1.0294498205184937,1.0431928634643555,0.6387548446655273,1.0723618268966675,354.5269775390625,351.9588623046875,252.0,140.0,-0.006260499720728805,-0.21639153347269452,0.24505727907187738
33,cap-128,False,photos_highres/cell_96_slot_10.jpg,photos_depth/cap-128.png,0.3676009178161621,0.3747045609354973,0.41144726127386094,0.4779510408639908,0.8394232665591973,0.6813519299030304,1.521098530292511,1.6068140327930451,1.7047758555412291,1.8266295194625854,0.37586463048689095,1.0,1.0000001192092896,1.0000004768371582,1.0000011920928955,1.0741400964287808,1.0174941420555115,1.2730748176574709,1.3357848703861235,1.4037488687038422,1.6952240467071533,0.10947088307960677,129.54429626464844,13.314958066940312,254.9278106689453,0.09719387755102041,0.13926445578231292,0.029726473922902494,0.9840756058692932,1.0639169216156006,0.6401141285896301,1.123623013496399,352.9027404785156,349.5341491699219,252.0,140.0,0.011990299526046818,-0.19069114481835017,0.23309924334430338
34,cap-131,False,photos_highres/cell_96_slot_11.jpg,photos_depth/cap-131.png,0.37197402119636536,0.3830972021818161,0.4169832393527031,0.4810311526060104,0.8245908945315262,0.6619307100772858,1.487617874145508,1.5893659353256218,1.6829787480831147,1.8084923028945923,0.3639049205869847,1.0,1.0000001192092896,1.000000238418579,1.0000007152557373,1.0589724574668877,1.0131689310073853,1.2358875989913942,1.293186968564987,1.3687333726882935,1.6018942594528198,0.09538272670501947,131.28245544433594,14.592000007629395,246.0,0.04230442176870748,0.14675453514739228,0.026275510204081632,1.0122623443603516,1.0496718883514404,0.6319402456283569,1.0741219520568848,353.5882873535156,349.0753479003906,252.0,140.0,0.019506999992184564,-0.16504761433146806,0.21791927954647877
