#t[s:double],filename[string]
1202159.917564640,1202159917564642.png
1202159.950896930,1202159950896934.png
1202159.984229280,1202159984229278.png
1202160.017561570,1202160017561569.png
1202160.050893860,1202160050893861.png
1202160.084226150,1202160084226153.png
1202160.117558500,1202160117558496.png
1202160.150890790,1202160150890788.png
1202160.184223080,1202160184223080.png
1202160.217555420,1202160217555423.png
1202160.250887720,1202160250887715.png
1202160.284220010,1202160284220007.png
1202160.317552350,1202160317552351.png
1202160.350884640,1202160350884642.png
1202160.384216930,1202160384216934.png
1202160.417549280,1202160417549278.png
1202160.450881570,1202160450881570.png
1202160.484213860,1202160484213861.png
1202160.517546150,1202160517546153.png
1202160.550878500,1202160550878496.png
1202160.584210790,1202160584210788.png
1202160.617543080,1202160617543080.png
1202160.650875420,1202160650875423.png
1202160.684207720,1202160684207715.png
1202160.717540010,1202160717540007.png
1202160.750872350,1202160750872351.png
1202160.784204640,1202160784204642.png
1202160.817536930,1202160817536934.png
1202160.850869280,1202160850869279.png
1202160.884201570,1202160884201569.png
1202160.917533860,1202160917533861.png
1202160.950866150,1202160950866153.png
1202160.984198500,1202160984198496.png
1202161.017530790,1202161017530789.png
1202161.050863130,1202161050863132.png
1202161.084195420,1202161084195423.png
1202161.117527720,1202161117527715.png
1202161.150860010,1202161150860007.png
1202161.184192350,1202161184192351.png
1202161.217524640,1202161217524642.png
1202161.250856930,1202161250856934.png
1202161.284189280,1202161284189278.png
1202161.317521570,1202161317521569.png
1202161.350853860,1202161350853861.png
1202161.384186150,1202161384186153.png
1202161.417518500,1202161417518496.png
1202161.450850790,1202161450850788.png
1202161.484183080,1202161484183080.png
1202161.517515420,1202161517515423.png
1202161.550847720,1202161550847715.png
1202161.584180010,1202161584180007.png
1202161.617512350,1202161617512351.png
1202161.650844640,1202161650844643.png
1202161.684176930,1202161684176935.png
1202161.717509280,1202161717509278.png
1202161.750841570,1202161750841569.png
1202161.784173860,1202161784173861.png
1202161.817506150,1202161817506153.png
1202161.850838500,1202161850838496.png
1202161.884170790,1202161884170788.png
1202161.917503080,1202161917503080.png
1202161.950835420,1202161950835423.png
1202161.984167720,1202161984167715.png
1202162.017500010,1202162017500007.png
1202162.050832350,1202162050832351.png
1202162.084164640,1202162084164642.png
1202162.117496930,1202162117496934.png
1202162.150829280,1202162150829278.png
1202162.184161570,1202162184161569.png
1202162.217493860,1202162217493861.png
1202162.250826150,1202162250826153.png
1202162.284158500,1202162284158497.png
1202162.317490790,1202162317490789.png
1202162.350823080,1202162350823080.png
1202162.384155420,1202162384155423.png
1202162.417487720,1202162417487715.png
1202162.450820010,1202162450820007.png
1202162.484152350,1202162484152351.png
1202162.517484640,1202162517484642.png
1202162.550816930,1202162550816934.png
1202162.584149280,1202162584149278.png
1202162.617481570,1202162617481569.png
1202162.650813860,1202162650813861.png
1202162.684146150,1202162684146153.png
1202162.717478500,1202162717478496.png
1202162.750810790,1202162750810788.png
1202162.784143130,1202162784143132.png
1202162.817475420,1202162817475423.png
1202162.850807720,1202162850807715.png
1202162.884140010,1202162884140008.png
1202162.917472350,1202162917472351.png
1202162.950804640,1202162950804642.png
1202162.984136930,1202162984136934.png
1202163.017469280,1202163017469278.png
1202163.050801570,1202163050801569.png
1202163.084133860,1202163084133861.png
1202163.117466150,1202163117466153.png
1202163.150798500,1202163150798496.png
1202163.184130790,1202163184130788.png
1202163.217463080,1202163217463080.png
1202163.250795420,1202163250795423.png
1202163.284127720,1202163284127715.png
1202163.317460010,1202163317460007.png
1202163.350792350,1202163350792352.png
1202163.384124640,1202163384124642.png
1202163.417456930,1202163417456934.png
1202163.450789280,1202163450789278.png
1202163.484121570,1202163484121570.png
1202163.517453860,1202163517453862.png
1202163.550786150,1202163550786154.png
1202163.584118500,1202163584118496.png
1202163.617450790,1202163617450788.png
1202163.650783080,1202163650783080.png
1202163.684115420,1202163684115423.png
1202163.717447720,1202163717447715.png
1202163.750780010,1202163750780007.png
1202163.784112350,1202163784112351.png
1202163.817444640,1202163817444642.png
1202163.850776930,1202163850776934.png
1202163.884109280,1202163884109278.png
1202163.917441570,1202163917441569.png
1202163.950773860,1202163950773861.png
1202163.984106150,1202163984106153.png
1202164.017438500,1202164017438496.png
1202164.050770790,1202164050770788.png
1202164.084103080,1202164084103080.png
1202164.117435420,1202164117435424.png
1202164.150767720,1202164150767716.png
1202164.184100010,1202164184100007.png
1202164.217432350,1202164217432351.png
1202164.250764640,1202164250764642.png
1202164.284096930,1202164284096934.png
1202164.317429280,1202164317429278.png
1202164.350761570,1202164350761569.png
1202164.384093860,1202164384093861.png
1202164.417426150,1202164417426153.png
1202164.450758500,1202164450758496.png
1202164.484090790,1202164484090788.png
1202164.517423080,1202164517423080.png
1202164.550755420,1202164550755423.png
1202164.584087720,1202164584087715.png
1202164.617420010,1202164617420007.png
1202164.650752350,1202164650752351.png
1202164.684084640,1202164684084642.png
1202164.717416930,1202164717416935.png
1202164.750749280,1202164750749278.png
1202164.784081570,1202164784081569.png
1202164.817413860,1202164817413861.png
1202164.850746150,1202164850746153.png
1202164.884078500,1202164884078496.png
1202164.917410790,1202164917410788.png
1202164.950743130,1202164950743132.png
1202164.984075420,1202164984075423.png
1202165.017407720,1202165017407715.png
1202165.050740010,1202165050740007.png
1202165.084072350,1202165084072351.png
1202165.117404640,1202165117404642.png
1202165.150736930,1202165150736934.png
1202165.184069280,1202165184069279.png
1202165.217401570,1202165217401569.png
1202165.250733860,1202165250733861.png
1202165.284066150,1202165284066153.png
1202165.317398500,1202165317398496.png
1202165.350730790,1202165350730789.png
1202165.384063080,1202165384063081.png
1202165.417395420,1202165417395423.png
1202165.450727720,1202165450727715.png
1202165.484060010,1202165484060007.png
1202165.517392350,1202165517392351.png
1202165.550724640,1202165550724642.png
1202165.584056930,1202165584056934.png
1202165.617389280,1202165617389278.png
1202165.650721570,1202165650721569.png
1202165.684053860,1202165684053861.png
1202165.717386150,1202165717386153.png
1202165.750718500,1202165750718496.png
1202165.784050790,1202165784050788.png
1202165.817383080,1202165817383080.png
1202165.850715420,1202165850715423.png
1202165.884047720,1202165884047715.png
1202165.917380010,1202165917380007.png
1202165.950712350,1202165950712351.png
1202165.984044640,1202165984044643.png
1202166.017376930,1202166017376935.png
1202166.050709280,1202166050709278.png
1202166.084041570,1202166084041569.png
1202166.117373860,1202166117373861.png
1202166.150706150,1202166150706153.png
1202166.184038500,1202166184038496.png
1202166.217370790,1202166217370788.png
1202166.250703130,1202166250703132.png
1202166.284035420,1202166284035423.png
1202166.317367720,1202166317367715.png
1202166.350700010,1202166350700007.png
1202166.384032350,1202166384032352.png
1202166.417364640,1202166417364642.png
1202166.450696930,1202166450696934.png
1202166.484029280,1202166484029278.png
1202166.517361570,1202166517361569.png
1202166.550693860,1202166550693861.png
1202166.584026150,1202166584026154.png
1202166.617358500,1202166617358497.png
1202166.650690790,1202166650690788.png
1202166.684023080,1202166684023080.png
1202166.717355420,1202166717355423.png
1202166.750687720,1202166750687715.png
1202166.784020010,1202166784020007.png
1202166.817352350,1202166817352351.png
1202166.850684640,1202166850684642.png
1202166.884016930,1202166884016934.png
1202166.917349280,1202166917349278.png
1202166.950681570,1202166950681569.png
1202166.984013860,1202166984013861.png
1202167.017346150,1202167017346153.png
1202167.050678500,1202167050678496.png
1202167.084010790,1202167084010788.png
1202167.117343080,1202167117343080.png
1202167.150675420,1202167150675423.png
1202167.184007720,1202167184007716.png
1202167.217340010,1202167217340008.png
1202167.250672350,1202167250672351.png
1202167.284004640,1202167284004642.png
1202167.317336930,1202167317336934.png
1202167.350669280,1202167350669278.png
1202167.384001570,1202167384001569.png
1202167.417333860,1202167417333861.png
1202167.450666150,1202167450666153.png
1202167.483998500,1202167483998496.png
1202167.517330790,1202167517330788.png
1202167.550663080,1202167550663080.png
1202167.583995420,1202167583995423.png
1202167.617327720,1202167617327715.png
1202167.650660010,1202167650660007.png
1202167.683992350,1202167683992351.png
1202167.717324640,1202167717324642.png
1202167.750656930,1202167750656934.png
1202167.783989280,1202167783989278.png
1202167.817321570,1202167817321570.png
1202167.850653860,1202167850653862.png
1202167.883986150,1202167883986153.png
1202167.917318500,1202167917318496.png
1202167.950650790,1202167950650788.png
1202167.983983130,1202167983983132.png
1202168.017315420,1202168017315423.png
1202168.050647720,1202168050647715.png
1202168.083980010,1202168083980007.png
1202168.117312350,1202168117312351.png
1202168.150644640,1202168150644642.png
1202168.183976930,1202168183976934.png
1202168.217309280,1202168217309279.png
1202168.250641570,1202168250641569.png
1202168.283973860,1202168283973861.png
1202168.317306150,1202168317306153.png
1202168.350638500,1202168350638496.png
1202168.383970790,1202168383970788.png
1202168.417303130,1202168417303132.png
1202168.450635420,1202168450635424.png
1202168.483967720,1202168483967715.png
1202168.517300010,1202168517300007.png
1202168.550632350,1202168550632351.png
1202168.583964640,1202168583964642.png
1202168.617296930,1202168617296934.png
1202168.650629280,1202168650629278.png
1202168.683961570,1202168683961569.png
1202168.717293860,1202168717293861.png
1202168.750626150,1202168750626153.png
1202168.783958500,1202168783958496.png
1202168.817290790,1202168817290788.png
1202168.850623080,1202168850623080.png
1202168.883955420,1202168883955423.png
1202168.917287720,1202168917287715.png
1202168.950620010,1202168950620007.png
1202168.983952350,1202168983952351.png
1202169.017284640,1202169017284642.png
1202169.050616930,1202169050616935.png
1202169.083949280,1202169083949278.png
1202169.117281570,1202169117281569.png
1202169.150613860,1202169150613861.png
1202169.183946150,1202169183946153.png
1202169.217278500,1202169217278496.png
1202169.250610790,1202169250610788.png
1202169.283943080,1202169283943080.png
1202169.317275420,1202169317275423.png
1202169.350607720,1202169350607715.png
1202169.383940010,1202169383940007.png
1202169.417272350,1202169417272351.png
1202169.450604640,1202169450604642.png
1202169.483936930,1202169483936934.png
1202169.517269280,1202169517269279.png
1202169.550601570,1202169550601569.png
1202169.583933860,1202169583933861.png
1202169.617266150,1202169617266153.png
1202169.650598500,1202169650598497.png
1202169.683930790,1202169683930789.png
1202169.717263130,1202169717263132.png
1202169.750595420,1202169750595423.png
1202169.783927720,1202169783927715.png
1202169.817260010,1202169817260007.png
1202169.850592350,1202169850592351.png
1202169.883924640,1202169883924642.png
1202169.917256930,1202169917256934.png
1202169.950589280,1202169950589278.png
1202169.983921570,1202169983921569.png
1202170.017253860,1202170017253861.png
1202170.050586150,1202170050586153.png
1202170.083918500,1202170083918496.png
1202170.117250790,1202170117250788.png
1202170.150583080,1202170150583080.png
1202170.183915420,1202170183915423.png
1202170.217247720,1202170217247715.png
1202170.250580010,1202170250580007.png
1202170.283912350,1202170283912351.png
1202170.317244640,1202170317244643.png
1202170.350576930,1202170350576934.png
1202170.383909280,1202170383909278.png
1202170.417241570,1202170417241569.png
1202170.450573860,1202170450573861.png
1202170.483906150,1202170483906153.png
1202170.517238500,1202170517238496.png
1202170.550570790,1202170550570788.png
1202170.583903080,1202170583903080.png
1202170.617235420,1202170617235423.png
1202170.650567720,1202170650567715.png
1202170.683900010,1202170683900007.png
1202170.717232350,1202170717232352.png
1202170.750564640,1202170750564642.png
1202170.783896930,1202170783896934.png
1202170.817229280,1202170817229278.png
1202170.850561570,1202170850561569.png
1202170.883893860,1202170883893862.png
1202170.917226150,1202170917226154.png
1202170.950558500,1202170950558496.png
1202170.983890790,1202170983890788.png
1202171.017223080,1202171017223080.png
1202171.050555420,1202171050555423.png
1202171.083887720,1202171083887715.png
1202171.117220010,1202171117220007.png
1202171.150552350,1202171150552351.png
1202171.183884640,1202171183884642.png
1202171.217216930,1202171217216934.png
1202171.250549280,1202171250549278.png
1202171.283881570,1202171283881569.png
1202171.317213860,1202171317213861.png
1202171.350546150,1202171350546153.png
1202171.383878500,1202171383878496.png
1202171.417210790,1202171417210788.png
1202171.450543130,1202171450543132.png
1202171.483875420,1202171483875423.png
1202171.517207720,1202171517207716.png
1202171.550540010,1202171550540008.png
1202171.583872350,1202171583872351.png
1202171.617204640,1202171617204642.png
1202171.650536930,1202171650536934.png
1202171.683869280,1202171683869278.png
1202171.717201570,1202171717201569.png
1202171.750533860,1202171750533861.png
1202171.783866150,1202171783866153.png
1202171.817198500,1202171817198496.png
1202171.850530790,1202171850530788.png
1202171.883863080,1202171883863080.png
1202171.917195420,1202171917195423.png
1202171.950527720,1202171950527715.png
1202171.983860010,1202171983860007.png
1202172.017192350,1202172017192351.png
1202172.050524640,1202172050524642.png
1202172.083856930,1202172083856934.png
1202172.117189280,1202172117189278.png
1202172.150521570,1202172150521570.png
1202172.183853860,1202172183853862.png
1202172.217186150,1202172217186153.png
1202172.250518500,1202172250518496.png
1202172.283850790,1202172283850788.png
1202172.317183080,1202172317183080.png
1202172.350515420,1202172350515423.png
1202172.383847720,1202172383847715.png
1202172.417180010,1202172417180007.png
1202172.450512350,1202172450512351.png
1202172.483844640,1202172483844642.png
1202172.517176930,1202172517176934.png
1202172.550509280,1202172550509279.png
1202172.583841570,1202172583841569.png
1202172.617173860,1202172617173861.png
1202172.650506150,1202172650506153.png
1202172.683838500,1202172683838496.png
1202172.717170790,1202172717170788.png
1202172.750503080,1202172750503081.png
1202172.783835420,1202172783835424.png
1202172.817167720,1202172817167715.png
1202172.850500010,1202172850500007.png
1202172.883832350,1202172883832351.png
1202172.917164640,1202172917164642.png
1202172.950496930,1202172950496934.png
1202172.983829280,1202172983829278.png
1202173.017161570,1202173017161569.png
1202173.050493860,1202173050493861.png
1202173.083826150,1202173083826153.png
1202173.117158500,1202173117158496.png
1202173.150490790,1202173150490788.png
1202173.183823130,1202173183823133.png
1202173.217155420,1202173217155423.png
1202173.250487720,1202173250487715.png
1202173.283820010,1202173283820007.png
1202173.317152350,1202173317152351.png
1202173.350484640,1202173350484643.png
1202173.383816930,1202173383816935.png
1202173.417149280,1202173417149278.png
1202173.450481570,1202173450481569.png
1202173.483813860,1202173483813861.png
1202173.517146150,1202173517146153.png
1202173.550478500,1202173550478496.png
1202173.583810790,1202173583810788.png
1202173.617143080,1202173617143080.png
1202173.650475420,1202173650475423.png
1202173.683807720,1202173683807715.png
1202173.717140010,1202173717140007.png
1202173.750472350,1202173750472351.png
1202173.783804640,1202173783804642.png
1202173.817136930,1202173817136934.png
1202173.850469280,1202173850469278.png
1202173.883801570,1202173883801569.png
1202173.917133860,1202173917133861.png
1202173.950466150,1202173950466153.png
1202173.983798500,1202173983798497.png
1202174.017130790,1202174017130789.png
1202174.050463080,1202174050463080.png
1202174.083795420,1202174083795423.png
1202174.117127720,1202174117127715.png
1202174.150460010,1202174150460007.png
1202174.183792350,1202174183792351.png
1202174.217124640,1202174217124642.png
1202174.250456930,1202174250456934.png
1202174.283789280,1202174283789278.png
1202174.317121570,1202174317121569.png
1202174.350453860,1202174350453861.png
1202174.383786150,1202174383786153.png
1202174.417118500,1202174417118496.png
1202174.450450790,1202174450450788.png
1202174.483783080,1202174483783080.png
1202174.517115420,1202174517115423.png
1202174.550447720,1202174550447715.png
1202174.583780010,1202174583780007.png
1202174.617112350,1202174617112351.png
1202174.650444640,1202174650444642.png
1202174.683776930,1202174683776934.png
1202174.717109280,1202174717109278.png
1202174.750441570,1202174750441569.png
1202174.783773860,1202174783773861.png
1202174.817106150,1202174817106153.png
1202174.850438500,1202174850438496.png
1202174.883770790,1202174883770788.png
1202174.917103080,1202174917103080.png
1202174.950435420,1202174950435423.png
1202174.983767720,1202174983767715.png
1202175.017100010,1202175017100007.png
1202175.050432350,1202175050432352.png
1202175.083764640,1202175083764642.png
1202175.117096930,1202175117096934.png
1202175.150429280,1202175150429278.png
1202175.183761570,1202175183761569.png
1202175.217093860,1202175217093862.png
1202175.250426150,1202175250426154.png
1202175.283758500,1202175283758496.png
1202175.317090790,1202175317090788.png
1202175.350423080,1202175350423080.png
1202175.383755420,1202175383755423.png
1202175.417087720,1202175417087715.png
1202175.450420010,1202175450420007.png
1202175.483752350,1202175483752351.png
1202175.517084640,1202175517084642.png
1202175.550416930,1202175550416934.png
1202175.583749280,1202175583749278.png
1202175.617081570,1202175617081569.png
1202175.650413860,1202175650413861.png
1202175.683746150,1202175683746153.png
1202175.717078500,1202175717078496.png
1202175.750410790,1202175750410788.png
1202175.783743080,1202175783743080.png
1202175.817075420,1202175817075424.png
1202175.850407720,1202175850407716.png
1202175.883740010,1202175883740008.png
1202175.917072350,1202175917072351.png
1202175.950404640,1202175950404642.png
1202175.983736930,1202175983736934.png
1202176.017069280,1202176017069278.png
1202176.050401570,1202176050401569.png
1202176.083733860,1202176083733861.png
1202176.117066150,1202176117066153.png
1202176.150398500,1202176150398496.png
1202176.183730790,1202176183730788.png
1202176.217063080,1202176217063080.png
1202176.250395420,1202176250395423.png
1202176.283727720,1202176283727715.png
1202176.317060010,1202176317060007.png
1202176.350392350,1202176350392351.png
1202176.383724640,1202176383724642.png
1202176.417056930,1202176417056934.png
1202176.450389280,1202176450389278.png
1202176.483721570,1202176483721570.png
1202176.517053860,1202176517053861.png
1202176.550386150,1202176550386153.png
1202176.583718500,1202176583718496.png
1202176.617050790,1202176617050788.png
1202176.650383080,1202176650383080.png
1202176.683715420,1202176683715423.png
1202176.717047720,1202176717047715.png
1202176.750380010,1202176750380007.png
1202176.783712350,1202176783712351.png
1202176.817044640,1202176817044642.png
1202176.850376930,1202176850376934.png
1202176.883709280,1202176883709279.png
1202176.917041570,1202176917041569.png
1202176.950373860,1202176950373861.png
1202176.983706150,1202176983706153.png
1202177.017038500,1202177017038496.png
1202177.050370790,1202177050370789.png
1202177.083703080,1202177083703081.png
1202177.117035420,1202177117035423.png
1202177.150367720,1202177150367715.png
1202177.183700010,1202177183700007.png
1202177.217032350,1202177217032351.png
1202177.250364640,1202177250364642.png
1202177.283696930,1202177283696934.png
1202177.317029280,1202177317029278.png
1202177.350361570,1202177350361569.png
1202177.383693860,1202177383693861.png
1202177.417026150,1202177417026153.png
1202177.450358500,1202177450358496.png
1202177.483690790,1202177483690788.png
1202177.517023080,1202177517023080.png
1202177.550355420,1202177550355423.png
1202177.583687720,1202177583687715.png
1202177.617020010,1202177617020007.png
1202177.650352350,1202177650352351.png
1202177.683684640,1202177683684643.png
1202177.717016930,1202177717016935.png
1202177.750349280,1202177750349278.png
1202177.783681570,1202177783681569.png
1202177.817013860,1202177817013861.png
1202177.850346150,1202177850346153.png
1202177.883678500,1202177883678496.png
1202177.917010790,1202177917010788.png
1202177.950343080,1202177950343080.png
1202177.983675420,1202177983675423.png
1202178.017007720,1202178017007715.png
1202178.050340010,1202178050340007.png
1202178.083672350,1202178083672351.png
1202178.117004640,1202178117004642.png
1202178.150336930,1202178150336934.png
1202178.183669280,1202178183669278.png
1202178.217001570,1202178217001569.png
1202178.250333860,1202178250333861.png
1202178.283666150,1202178283666153.png
1202178.316998500,1202178316998497.png
1202178.350330790,1202178350330788.png
1202178.383663130,1202178383663132.png
1202178.416995420,1202178416995423.png
1202178.450327720,1202178450327715.png
1202178.483660010,1202178483660007.png
1202178.516992350,1202178516992351.png
1202178.550324640,1202178550324642.png
1202178.583656930,1202178583656934.png
1202178.616989280,1202178616989278.png
1202178.650321570,1202178650321569.png
1202178.683653860,1202178683653861.png
1202178.716986150,1202178716986153.png
1202178.750318500,1202178750318496.png
1202178.783650790,1202178783650788.png
1202178.816983080,1202178816983080.png
1202178.850315420,1202178850315423.png
1202178.883647720,1202178883647715.png
1202178.916980010,1202178916980008.png
1202178.950312350,1202178950312351.png
1202178.983644640,1202178983644642.png
1202179.016976930,1202179016976934.png
1202179.050309280,1202179050309278.png
1202179.083641570,1202179083641569.png
1202179.116973860,1202179116973861.png
1202179.150306150,1202179150306153.png
1202179.183638500,1202179183638496.png
1202179.216970790,1202179216970788.png
1202179.250303080,1202179250303080.png
1202179.283635420,1202179283635423.png
1202179.316967720,1202179316967715.png
1202179.350300010,1202179350300007.png
1202179.383632350,1202179383632352.png
1202179.416964640,1202179416964642.png
1202179.450296930,1202179450296934.png
1202179.483629280,1202179483629278.png
1202179.516961570,1202179516961570.png
1202179.550293860,1202179550293862.png
1202179.583626150,1202179583626154.png
1202179.616958500,1202179616958496.png
1202179.650290790,1202179650290788.png
