# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 50, mean observations per image: 0
27 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 27 photos_highres/000026.jpg

28 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 28 photos_highres/000027.jpg

29 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 29 photos_highres/000028.jpg

30 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 30 photos_highres/000029.jpg

31 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 31 photos_highres/000030.jpg

32 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 32 photos_highres/000031.jpg

33 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 33 photos_highres/000032.jpg

34 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 34 photos_highres/000033.jpg

35 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 35 photos_highres/000034.jpg

36 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 36 photos_highres/000035.jpg

37 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 37 photos_highres/000036.jpg

38 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 38 photos_highres/000037.jpg

39 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 39 photos_highres/000038.jpg

40 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 40 photos_highres/000039.jpg

41 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 41 photos_highres/000040.jpg

42 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 42 photos_highres/000041.jpg

43 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 43 photos_highres/000042.jpg

44 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 44 photos_highres/000043.jpg

45 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 45 photos_highres/000044.jpg

46 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 46 photos_highres/000045.jpg

47 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 47 photos_highres/000046.jpg

48 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 48 photos_highres/000047.jpg

49 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 49 photos_highres/000048.jpg

50 0.00000000 1.00000000 0.00000000 0.00000000 -0.00000000 0.00000000 0.00000000 50 photos_highres/000049.jpg

