#t[s:double],w.x[rad/s:double],w.y[rad/s:double],w.z[rad/s:double],a.x[m/s^2:double],a.y[m/s^2:double],a.z[m/s^2:double]
27186.281076000,-1.370961836e-02,4.517029140e-04,-1.133137125e-02,2.463034958e-01,6.840383781e+00,7.018302892e+00
27186.291082000,4.083157230e-04,-8.582230084e-03,-1.262838462e-02,2.558803024e-01,6.905326501e+00,7.058854682e+00
27186.301088000,5.883656049e-03,-1.352769445e-02,-1.367383305e-02,2.718915260e-01,6.964134079e+00,7.002890218e+00
27186.311093000,-2.891893809e-03,-1.135023700e-02,-1.661358420e-02,2.974795563e-01,7.001244205e+00,6.909366716e+00
27186.321099000,-8.996288152e-03,1.300504147e-03,-1.614134444e-02,2.940378914e-01,6.977152551e+00,6.833500451e+00
27186.331105000,-1.911693276e-02,1.714373044e-02,-1.701663870e-02,2.940378914e-01,6.993911962e+00,6.805368581e+00
27186.341111000,-2.803600341e-02,3.519451907e-02,-1.256812810e-02,2.415150925e-01,6.980594215e+00,6.778433813e+00
27186.351116000,-2.187158379e-02,5.180263500e-02,-9.190446916e-03,2.042553291e-01,6.950068144e+00,6.855347541e+00
27186.361122000,-1.442988400e-03,5.884383310e-02,-6.039495720e-03,1.828571518e-01,6.911760918e+00,6.968323932e+00
27186.371128000,1.898963188e-02,5.505495871e-02,-2.832518572e-03,1.581669472e-01,6.889315277e+00,7.047931137e+00
27186.381134000,2.343942444e-02,5.066275204e-02,1.322352051e-03,8.963292465e-02,6.883180135e+00,7.005434058e+00
27186.391140000,2.120547408e-02,3.497997236e-02,1.221086657e-02,3.262099762e-02,6.912509106e+00,6.943633727e+00
27186.401145000,1.650023800e-02,1.383646281e-02,1.939254343e-02,2.379237900e-02,6.982988417e+00,6.932111632e+00
27186.411151000,-3.386291698e-03,-2.384807895e-03,2.029072184e-02,4.384381790e-02,6.995258701e+00,6.884676511e+00
27186.421157000,-2.637457066e-02,-1.595423297e-02,1.757557620e-02,6.988076096e-02,6.942586264e+00,6.820182704e+00
27186.431163000,-3.557542231e-02,-3.000825188e-02,1.912203432e-02,1.123778404e-01,6.945579016e+00,6.844723271e+00
27186.441168000,-3.279029671e-02,-3.556049677e-02,1.101173990e-02,1.731307076e-01,6.941987714e+00,6.920290261e+00
27186.451173875,-1.007690327e-02,-3.583467100e-02,6.995572149e-03,2.308908226e-01,6.903979762e+00,6.987178270e+00
27186.461179875,1.504313745e-02,-1.944560419e-02,-9.767312029e-04,2.620154442e-01,6.872106953e+00,6.991667398e+00
27186.471185875,3.095916129e-02,-1.776365715e-03,-2.788390886e-04,2.931400658e-01,6.902333749e+00,6.936151847e+00
27186.481190875,2.892939648e-02,1.650398202e-02,6.430817059e-03,2.828150711e-01,6.976404362e+00,6.824073282e+00
27186.491196875,1.248738362e-02,3.760306474e-02,1.753808969e-02,2.349310379e-01,7.041347083e+00,6.688052700e+00
27186.501202875,-4.612238149e-03,5.154772471e-02,3.481894791e-02,1.842038902e-01,7.068730764e+00,6.638373016e+00
27186.511208875,-1.884332859e-02,6.345903728e-02,4.357214243e-02,1.559223831e-01,7.047631862e+00,6.690746177e+00
27186.521213875,-2.228348552e-02,5.544538722e-02,4.735048999e-02,1.478419525e-01,6.990769572e+00,6.792050835e+00
27186.531219875,-1.871340953e-02,3.892869082e-02,3.756261369e-02,1.672948410e-01,6.914753670e+00,6.914304757e+00
27186.541225875,-1.250946199e-02,1.875519367e-02,2.032150169e-02,2.193687271e-01,6.839336317e+00,6.985232981e+00
27186.551231875,-6.967297475e-03,-1.836567280e-03,2.282480154e-03,2.656067467e-01,6.836792478e+00,7.010072823e+00
27186.561237875,-1.173923684e-02,-2.065157677e-02,-1.295870376e-02,2.726397141e-01,6.847416748e+00,6.955904011e+00
27186.571242875,-2.081636167e-02,-2.592196063e-02,-1.572550741e-02,2.512415367e-01,6.915651495e+00,6.895749694e+00
27186.581248875,-3.033083672e-02,-2.358406802e-02,-1.119576269e-02,2.222118416e-01,6.968024657e+00,6.843376533e+00
27186.591254875,-3.250495156e-02,-1.177875497e-02,6.166362684e-04,2.057517052e-01,6.996455801e+00,6.836343565e+00
27186.601260875,-2.910959632e-02,9.850130251e-03,1.330944062e-02,1.752256340e-01,6.969521033e+00,6.855497179e+00
27186.611265875,-1.758756412e-02,2.425014891e-02,2.229683853e-02,1.843535278e-01,6.932111632e+00,6.899490634e+00
27186.621271875,-2.253027731e-03,3.841364415e-02,2.794904537e-02,2.088940948e-01,6.890063465e+00,6.917596784e+00
27186.631277875,1.265160980e-02,3.939969360e-02,2.486580886e-02,2.307411850e-01,6.868964563e+00,6.948122855e+00
27186.641283875,2.185475781e-02,3.934731073e-02,1.778921602e-02,2.730886269e-01,6.878242094e+00,6.977002913e+00
27186.651288875,1.744372792e-02,2.979398827e-02,1.317343146e-02,2.748842781e-01,6.874501154e+00,6.954557272e+00
27186.661294875,6.556858041e-03,1.975021714e-02,8.030527917e-03,2.480991470e-01,6.890961291e+00,6.903381212e+00
27186.671300875,-3.131275847e-03,8.908714470e-03,2.757502149e-03,2.264016945e-01,6.905326501e+00,6.883479411e+00
27186.681306875,-1.339121318e-02,-6.796077693e-03,1.244985597e-03,1.892915688e-01,6.900538097e+00,6.913107656e+00
27186.691312875,-1.741483799e-02,-1.457765430e-02,-1.646896821e-03,1.616086121e-01,6.916250046e+00,6.924629752e+00
27186.701317875,-1.958546829e-02,-2.206063722e-02,-3.874148000e-03,1.919850456e-01,6.904727950e+00,6.947075392e+00
27186.711323875,-1.424963607e-02,-2.769357918e-02,-6.916749155e-03,1.978209122e-01,6.888866364e+00,6.962188790e+00
27186.721329875,-8.786467548e-03,-3.019020771e-02,-5.440392268e-03,2.053027924e-01,6.902932299e+00,6.960542776e+00
27186.731335875,-3.514577815e-03,-2.754160506e-02,-3.323226697e-03,2.169745255e-01,6.917447147e+00,6.925377940e+00
27186.741340875,6.324878555e-03,-2.132489545e-02,-3.095524255e-03,2.528875504e-01,6.911461642e+00,6.908618528e+00
27186.751346875,1.767980720e-02,-8.993856736e-03,-2.233418235e-03,2.536357384e-01,6.906074689e+00,6.890662016e+00
27186.761352875,2.270847226e-02,4.087925257e-03,2.497547363e-03,2.472013214e-01,6.941239526e+00,6.856694279e+00
27186.771358875,1.570119458e-02,1.892586462e-02,9.629553828e-03,2.202665527e-01,6.971615959e+00,6.776488524e+00
27186.781364875,4.435121113e-03,2.449523904e-02,1.521104348e-02,2.053027924e-01,6.986130807e+00,6.752995420e+00
27186.791369875,-5.321258154e-03,2.111321995e-02,1.310063470e-02,2.193687271e-01,6.957550024e+00,6.750601218e+00
27186.801375875,-2.124757656e-02,1.181469796e-02,7.157037640e-03,2.237082176e-01,6.914005482e+00,6.762272952e+00
27186.811381875,-2.782031847e-02,-5.625798348e-03,8.488403571e-04,2.150292366e-01,6.915950771e+00,6.801178728e+00
27186.821387875,-3.385791805e-02,-2.414873784e-02,-6.388518326e-03,2.270002449e-01,6.901735198e+00,6.888267814e+00
27186.831392875,-3.554784799e-02,-3.315559854e-02,-1.754517890e-02,2.235585800e-01,6.857741743e+00,6.870311301e+00
27186.841398875,-2.919212592e-02,-3.593411371e-02,-2.087030804e-02,2.079962692e-01,6.894702231e+00,6.896348244e+00
27186.851404875,-2.000370491e-02,-3.135676274e-02,-2.210091385e-02,2.106897461e-01,6.921936275e+00,6.903231574e+00
27186.861410875,-1.889802946e-02,-2.020698685e-02,-1.482212583e-02,1.883937431e-01,6.955904011e+00,6.854150440e+00
27186.871415875,-1.625507896e-02,-4.431508414e-03,-6.369027732e-03,1.520318054e-01,6.987926458e+00,6.803273655e+00
27186.881421875,-6.705169391e-03,1.104334595e-02,5.816558660e-03,1.482908653e-01,6.996605439e+00,6.823175456e+00
27186.891427875,2.063037805e-03,1.595607775e-02,1.952475266e-02,1.593640480e-01,6.986878995e+00,6.868665288e+00
27186.901433875,-6.848377964e-04,2.581712401e-02,2.214394823e-02,1.729810699e-01,6.960692414e+00,6.837091753e+00
27186.911439875,-7.724089661e-03,2.898197300e-02,2.319960819e-02,2.064998932e-01,6.962787341e+00,6.803572930e+00
27186.921444875,-1.698547003e-02,2.626770828e-02,1.775092699e-02,2.208651031e-01,6.955455098e+00,6.819284879e+00
27186.931450875,-2.919492171e-02,2.002707089e-02,1.885858823e-02,2.099415581e-01,6.964433354e+00,6.847267110e+00
27186.941456875,-4.086503013e-02,9.570214448e-03,1.451842605e-02,1.789665741e-01,6.966229005e+00,6.905476138e+00
27186.951462875,-3.476668918e-02,-5.950979946e-03,8.324800484e-03,1.539770943e-01,6.900987010e+00,6.985831532e+00
27186.961467875,-2.702501697e-02,-2.400467700e-02,5.745488246e-03,1.563712959e-01,6.884227599e+00,7.075015543e+00
27186.971473875,-2.048432915e-02,-3.193277169e-02,8.464518982e-04,1.936310593e-01,6.873902604e+00,7.083694524e+00
27186.981479875,-1.512072679e-02,-2.889900273e-02,-1.707531618e-03,2.325368362e-01,6.856395004e+00,7.038803243e+00
27186.991485875,-4.423792194e-03,-1.971196855e-02,-5.764615942e-03,2.802712318e-01,6.854150440e+00,6.997203989e+00
27187.001490875,6.951199082e-03,5.987330655e-04,-6.410858230e-03,3.155857063e-01,6.875249342e+00,6.978050376e+00
27187.011496875,8.214358426e-03,1.754985867e-02,-3.698209959e-03,2.867056488e-01,6.886771438e+00,6.903231574e+00
27187.021502875,8.124773770e-03,2.717987199e-02,3.872512505e-04,2.627636322e-01,6.929118880e+00,6.881085209e+00
27187.031508875,1.182593186e-02,2.927290612e-02,3.709050731e-03,2.349310379e-01,6.926575040e+00,6.920290261e+00
27187.041513875,8.744625844e-03,2.274235458e-02,5.078687058e-03,1.990180130e-01,6.899041721e+00,6.936600760e+00
27187.051519875,7.429842777e-03,9.442323882e-03,1.546868774e-03,1.732803452e-01,6.874950067e+00,6.942286989e+00
27187.061525875,1.951817483e-03,-8.507405393e-03,-7.576517901e-04,1.786672989e-01,6.882431947e+00,6.940491338e+00
27187.071531875,4.031529991e-03,-2.029173326e-02,-7.501789133e-03,1.940799721e-01,6.890063465e+00,6.950666695e+00
27187.081537875,7.214874415e-03,-2.447392715e-02,-1.308487547e-02,2.183212639e-01,6.904877588e+00,6.915950771e+00
27187.091542875,6.612590926e-03,-2.016112967e-02,-1.564082424e-02,2.515408119e-01,6.925078664e+00,6.866869637e+00
27187.101548875,-2.975579774e-03,-5.400627145e-03,-1.784488843e-02,2.793734062e-01,6.953659447e+00,6.773795047e+00
27187.111554875,-6.330376523e-03,8.905858852e-03,-1.818342965e-02,2.680009483e-01,6.990619935e+00,6.749703393e+00
27187.121560875,-2.952285223e-03,1.928136894e-02,-8.901119110e-03,2.331353867e-01,6.991517760e+00,6.803124017e+00
27187.131565875,-6.839828881e-04,3.288319475e-02,-1.103598996e-03,1.680430290e-01,6.975805812e+00,6.834996827e+00
27187.141571875,-3.975777192e-04,3.562937231e-02,6.352118496e-03,9.322422714e-02,6.983437330e+00,6.819733791e+00
27187.151577875,-3.035030309e-04,3.487042500e-02,1.756105686e-02,6.060322952e-02,7.009025360e+00,6.854748991e+00
27187.161583875,-2.995749982e-03,2.902172252e-02,1.906081209e-02,8.245031967e-02,6.976554000e+00,6.892906580e+00
27187.171588875,-6.978378044e-03,1.867495691e-02,1.724961254e-02,1.225531975e-01,6.941239526e+00,6.883180135e+00
27187.181594875,-9.230366838e-03,4.946375915e-03,1.145291594e-02,1.436520996e-01,6.929268517e+00,6.904279037e+00
27187.191600875,-1.300384863e-02,-1.203552235e-02,8.875368237e-03,1.430535492e-01,6.940640975e+00,6.903231574e+00
27187.201606875,-1.907137019e-02,-1.333200921e-02,8.619420757e-03,1.608604240e-01,6.957998937e+00,6.907271790e+00
27187.211612875,-1.711670569e-02,-9.368160775e-03,1.139906054e-02,1.408089851e-01,6.937648223e+00,6.874800430e+00
27187.221617875,-1.023917404e-02,-2.048796734e-03,2.389503384e-02,1.325789169e-01,6.961290965e+00,6.900238822e+00
27187.231623875,-3.858476948e-03,8.476535539e-03,2.837187491e-02,1.638531761e-01,6.936301485e+00,6.897246070e+00
27187.241629875,6.954691830e-03,2.038360056e-02,2.683559754e-02,2.139817734e-01,6.887070713e+00,6.861033770e+00
27187.251635875,1.381297211e-02,3.047446611e-02,2.371031923e-02,2.630629074e-01,6.880935571e+00,6.879289558e+00
27187.261640875,9.864383678e-03,3.540072878e-02,1.675140377e-02,2.766799294e-01,6.876446443e+00,6.827963860e+00
27187.271646875,3.699786857e-03,2.921410352e-02,1.305249771e-02,2.504933487e-01,6.881683759e+00,6.793696848e+00
27187.281652875,-5.253850661e-03,1.774534191e-02,1.645270111e-02,2.302922722e-01,6.952462346e+00,6.805518219e+00
27187.291658875,-2.017582533e-02,3.732991897e-03,1.333385332e-02,2.133832230e-01,6.976254725e+00,6.831255887e+00
