#t[s:double],w.x[rad/s:double],w.y[rad/s:double],w.z[rad/s:double],a.x[m/s^2:double],a.y[m/s^2:double],a.z[m/s^2:double]
131859.864050000,-8.607764612e-03,-1.627983569e-01,-2.542040052e-01,8.008604553e-01,6.091597211e+00,7.346757432e+00
131859.874057000,-4.139045332e-02,-1.456103101e-01,-2.247894976e-01,8.176198669e-01,6.049549045e+00,7.414692904e+00
131859.884064000,-4.550363382e-02,-1.244702622e-01,-2.091552232e-01,9.162310478e-01,5.966051262e+00,7.569567824e+00
131859.894070000,-2.989549481e-02,-1.072960107e-01,-1.972494142e-01,1.029207439e+00,5.889137534e+00,7.786542349e+00
131859.904077000,-7.349615865e-03,-1.030920283e-01,-1.986203447e-01,1.054196918e+00,5.854271972e+00,7.909694097e+00
131859.914084000,1.788220878e-02,-1.234398849e-01,-2.176077593e-01,1.079186398e+00,5.838709661e+00,7.912986124e+00
131859.924090000,4.544338512e-02,-1.650442769e-01,-2.434231813e-01,9.938929642e-01,5.924751283e+00,7.906402070e+00
131859.934097000,5.596233500e-02,-2.274316807e-01,-2.669857714e-01,8.875006279e-01,5.985653788e+00,7.808539077e+00
131859.944104000,6.017291394e-02,-2.753592363e-01,-2.790132316e-01,8.185176926e-01,5.994632044e+00,7.682544215e+00
131859.954110000,6.831655370e-02,-3.046481769e-01,-2.820688899e-01,8.300397881e-01,5.984755962e+00,7.668179005e+00
131859.964117000,7.977031523e-02,-3.163754953e-01,-2.729454500e-01,8.037035698e-01,6.014533846e+00,7.754070989e+00
131859.974124000,8.322425522e-02,-3.184225080e-01,-2.566631291e-01,7.918821991e-01,5.944653085e+00,7.772626052e+00
131859.984130000,8.450506892e-02,-3.137113598e-01,-2.368128180e-01,8.366238426e-01,5.896619414e+00,7.684190228e+00
131859.994137000,7.980229045e-02,-2.855226202e-01,-2.176128564e-01,8.467991997e-01,5.947645837e+00,7.655160533e+00
131860.004144000,6.670244217e-02,-2.409198867e-01,-1.976919246e-01,8.304887009e-01,6.027701955e+00,7.552958050e+00
131860.014150000,4.069938602e-02,-2.087808967e-01,-1.738294951e-01,7.510311333e-01,6.128707337e+00,7.456142520e+00
131860.024157000,-1.812222962e-03,-1.817506237e-01,-1.559312566e-01,6.572083557e-01,6.211756207e+00,7.324012516e+00
131860.034164000,-4.175248242e-02,-1.588806747e-01,-1.370799312e-01,6.370072792e-01,6.196642809e+00,7.254281393e+00
131860.044170000,-5.857981601e-02,-1.533042486e-01,-1.150873019e-01,5.894225212e-01,6.180631586e+00,7.388057410e+00
131860.054177000,-4.243576269e-02,-1.620668370e-01,-9.264246687e-02,5.428852264e-01,6.167164201e+00,7.644087350e+00
131860.064184000,-9.908152815e-03,-1.866453155e-01,-8.039867104e-02,5.826888290e-01,6.071845048e+00,7.839962974e+00
131860.074190000,3.368929670e-02,-2.226195276e-01,-7.423988064e-02,6.842927620e-01,5.994931319e+00,7.906252432e+00
131860.084197000,7.563338961e-02,-2.486444320e-01,-7.813584925e-02,7.676409073e-01,5.977573357e+00,7.916577427e+00
131860.094204000,1.020516637e-01,-2.571927064e-01,-9.558444005e-02,9.331400970e-01,6.017077685e+00,7.755417728e+00
131860.104211000,1.094859255e-01,-2.494669246e-01,-1.139062617e-01,1.028010338e+00,6.135889942e+00,7.528716758e+00
131860.114217000,9.230568395e-02,-2.342921624e-01,-1.227755270e-01,1.030105264e+00,6.259939516e+00,7.276427758e+00
131860.124224000,6.083823079e-02,-2.137094221e-01,-1.237941460e-01,1.002871220e+00,6.377853947e+00,7.063493448e+00
131860.134231000,2.505327371e-02,-1.953323314e-01,-1.219968245e-01,9.570821136e-01,6.524199524e+00,6.985382619e+00
131860.144237000,-1.846653455e-02,-1.764741075e-01,-1.115264413e-01,9.663596451e-01,6.548141541e+00,6.959495313e+00
131860.154244000,-4.182425823e-02,-1.496211005e-01,-9.617546741e-02,1.040280621e+00,6.483947009e+00,7.010072823e+00
131860.164251000,-3.898615365e-02,-1.232412789e-01,-7.937125087e-02,1.166574759e+00,6.401047776e+00,7.210886488e+00
131860.174257000,-9.653767551e-03,-1.015450309e-01,-6.336442395e-02,1.293916360e+00,6.308871012e+00,7.455394332e+00
131860.184264000,2.215803647e-02,-9.285099820e-02,-5.582772546e-02,1.382501821e+00,6.271760886e+00,7.568221085e+00
131860.194271000,4.844983961e-02,-1.040459099e-01,-5.965673566e-02,1.504606106e+00,6.274304726e+00,7.501183439e+00
131860.204277000,6.914559853e-02,-1.199178140e-01,-9.387055648e-02,1.718288604e+00,6.281038418e+00,7.359027715e+00
131860.214284000,9.465177901e-02,-1.389196610e-01,-1.443464074e-01,1.962796449e+00,6.338499258e+00,7.302763976e+00
131860.224291000,1.106547334e-01,-1.518404626e-01,-2.003214204e-01,2.073977188e+00,6.424690517e+00,7.225251698e+00
131860.234297000,1.187495976e-01,-1.638874207e-01,-2.512167248e-01,2.103306158e+00,6.461800643e+00,7.060650333e+00
131860.244304000,1.130407964e-01,-1.731975714e-01,-2.873148748e-01,2.041206553e+00,6.498162581e+00,6.952911259e+00
131860.254311000,9.724259011e-02,-1.802595306e-01,-3.074118718e-01,1.923292121e+00,6.537217995e+00,6.808660609e+00
131860.264317000,7.367359514e-02,-1.709764515e-01,-3.143787425e-01,1.816899785e+00,6.546944440e+00,6.720075147e+00
131860.274324000,5.175084883e-02,-1.422895905e-01,-3.161128120e-01,1.751358514e+00,6.540958936e+00,6.688501613e+00
131860.284331000,4.143360236e-02,-1.147555161e-01,-3.061102723e-01,1.649305669e+00,6.547692628e+00,6.718129858e+00
131860.294337000,5.157488974e-02,-1.044728109e-01,-2.766908189e-01,1.415122819e+00,6.589142244e+00,6.853851165e+00
131860.304344000,6.555639643e-02,-1.136196618e-01,-2.437041880e-01,1.176899754e+00,6.634183163e+00,6.915352220e+00
131860.314351000,7.891668787e-02,-1.375386004e-01,-2.123752012e-01,1.070657055e+00,6.681019733e+00,6.868964563e+00
131860.324357000,8.766390335e-02,-1.727483593e-01,-1.803180823e-01,9.837176071e-01,6.774094322e+00,6.801627641e+00
131860.334364000,8.371234527e-02,-2.056687019e-01,-1.453285768e-01,9.237129280e-01,6.831405524e+00,6.677278793e+00
131860.344371000,5.661288975e-02,-2.269651610e-01,-1.099834018e-01,9.470563942e-01,6.874950067e+00,6.538115821e+00
131860.354377000,1.417045289e-02,-2.317072003e-01,-8.311736601e-02,1.055992570e+00,6.864924348e+00,6.384886915e+00
131860.364384000,-2.560257596e-02,-2.210100040e-01,-6.220184213e-02,1.101482401e+00,6.846818198e+00,6.349722078e+00
131860.374391000,-5.639589469e-02,-2.092506378e-01,-4.103162227e-02,1.067215390e+00,6.832752263e+00,6.452074199e+00
131860.384397000,-6.275069069e-02,-2.001135725e-01,-9.460440176e-03,9.721955116e-01,6.805667857e+00,6.628347296e+00
131860.394404000,-6.101155278e-02,-1.978680251e-01,3.201289369e-02,8.815151237e-01,6.782474028e+00,6.847416748e+00
131860.404411000,-5.418749838e-02,-1.870895817e-01,6.063255519e-02,9.497498711e-01,6.760626938e+00,6.921487362e+00
131860.414417500,-3.112325828e-02,-1.729264122e-01,7.415079501e-02,1.149216797e+00,6.744615714e+00,6.967575744e+00
131860.424423500,-1.275535751e-03,-1.613259831e-01,7.180170690e-02,1.308131932e+00,6.779032363e+00,7.086537639e+00
131860.434430500,2.378591965e-02,-1.625452674e-01,6.191956078e-02,1.455824247e+00,6.729203041e+00,7.094169157e+00
131860.444437500,4.452793887e-02,-1.798117920e-01,4.852049664e-02,1.530044498e+00,6.685957774e+00,6.995109063e+00
131860.454443500,4.540911720e-02,-2.069473373e-01,3.292089723e-02,1.564760423e+00,6.682815384e+00,6.841880157e+00
131860.464450500,2.026321654e-02,-2.250728232e-01,1.702462236e-02,1.666214718e+00,6.684012485e+00,6.634482438e+00
131860.474457500,-1.962874513e-02,-2.134385695e-01,6.586238941e-03,1.785924801e+00,6.707954501e+00,6.446687245e+00
131860.484463500,-5.595007329e-02,-1.664035372e-01,1.433136619e-03,1.867626933e+00,6.760626938e+00,6.392219157e+00
131860.494470500,-8.880855989e-02,-1.034246348e-01,9.000136689e-03,1.893813513e+00,6.789656633e+00,6.417507912e+00
131860.504477500,-1.083099870e-01,-4.149529344e-02,1.549695860e-02,1.881692867e+00,6.765564979e+00,6.492027439e+00
131860.514483500,-1.099764766e-01,-3.481151220e-03,1.516758351e-02,1.875258450e+00,6.730100867e+00,6.627898383e+00
131860.524490500,-8.669281606e-02,-3.585550176e-03,1.688614561e-02,1.740135694e+00,6.760028387e+00,6.841281606e+00
131860.534497500,-5.047333874e-02,-4.646549317e-02,1.454825966e-02,1.576881068e+00,6.807762783e+00,7.017105791e+00
131860.544503500,-1.370431910e-02,-1.080587991e-01,2.302805139e-03,1.551143401e+00,6.893355492e+00,7.028178973e+00
131860.554510500,1.622614555e-02,-1.565168943e-01,-1.881026214e-02,1.654842260e+00,6.946177567e+00,6.956801836e+00
131860.564517500,3.670021646e-02,-1.934869299e-01,-4.757976477e-02,1.778891833e+00,7.064391273e+00,6.847117473e+00
131860.574523500,3.810507015e-02,-2.046875392e-01,-7.273421206e-02,1.940500446e+00,7.104194876e+00,6.678176618e+00
131860.584530500,3.299533852e-02,-1.887348727e-01,-9.268944939e-02,2.007538092e+00,7.223156771e+00,6.563703851e+00
131860.594537500,2.641148463e-02,-1.646269747e-01,-1.017472396e-01,2.010231569e+00,7.256077044e+00,6.524947712e+00
131860.604543500,2.993806704e-02,-1.339402138e-01,-9.163742523e-02,1.970278329e+00,7.272237905e+00,6.592434271e+00
131860.614550500,4.143943021e-02,-9.944187267e-02,-6.968023637e-02,1.915660603e+00,7.288548404e+00,6.706757401e+00
131860.624557500,5.296320753e-02,-6.929542016e-02,-5.196913681e-02,1.964292825e+00,7.230489014e+00,6.753893246e+00
131860.634563500,6.176501975e-02,-5.789487905e-02,-4.056227271e-02,2.097171017e+00,7.169736147e+00,6.743717889e+00
131860.644570500,6.089090888e-02,-5.399962571e-02,-4.485011588e-02,2.282272733e+00,7.132326746e+00,6.679822632e+00
131860.654577500,5.689659228e-02,-6.798330649e-02,-7.172052007e-02,2.545934190e+00,7.103596326e+00,6.619967590e+00
131860.664583500,4.879352187e-02,-8.360835649e-02,-1.201889799e-01,2.843114471e+00,7.062745260e+00,6.581061813e+00
131860.674590500,3.174390974e-02,-1.078605352e-01,-1.946198783e-01,3.099593324e+00,7.055263380e+00,6.521954960e+00
131860.684597500,2.363440615e-02,-1.351682637e-01,-2.807794780e-01,3.259705560e+00,6.980145303e+00,6.549787554e+00
131860.694603500,4.102364538e-02,-1.567062403e-01,-3.597824641e-01,3.260304111e+00,6.895600056e+00,6.736385646e+00
131860.704610500,8.336156814e-02,-1.807903478e-01,-4.133132208e-01,3.086275578e+00,6.825120745e+00,7.020697093e+00
131860.714617500,1.269472214e-01,-1.939083107e-01,-4.410219333e-01,2.765602193e+00,6.810905173e+00,7.218218730e+00
131860.724623500,1.509921465e-01,-2.093579503e-01,-4.514969063e-01,2.470217563e+00,6.798185976e+00,7.162104629e+00
131860.734630500,1.659867651e-01,-2.320268160e-01,-4.468548435e-01,2.196231110e+00,6.812102274e+00,7.018901442e+00
131860.744637500,1.700258920e-01,-2.633360930e-01,-4.365576852e-01,2.004994253e+00,6.842478707e+00,6.940341700e+00
131860.754644500,1.540969314e-01,-2.969496875e-01,-4.303694808e-01,1.933467478e+00,6.905476138e+00,6.836792478e+00
131860.764650500,1.232847250e-01,-3.214634939e-01,-4.370248298e-01,1.963694274e+00,6.918494610e+00,6.723067899e+00
131860.774657500,9.901112499e-02,-3.464863629e-01,-4.538196689e-01,1.997063460e+00,6.942586264e+00,6.694786392e+00
131860.784664500,8.254597832e-02,-3.868789695e-01,-4.773457177e-01,1.965639563e+00,7.000047104e+00,6.823774007e+00
131860.794670500,5.305645450e-02,-4.277462734e-01,-5.109939966e-01,1.946785225e+00,6.954108360e+00,6.857741743e+00
131860.804677500,3.970252651e-03,-4.638353003e-01,-5.403871856e-01,1.944241386e+00,6.780678377e+00,6.773944685e+00
131860.814684500,-3.756982224e-02,-4.782107738e-01,-5.494892362e-01,1.887229459e+00,6.603657092e+00,6.841281606e+00
131860.824690500,-5.455118861e-02,-4.663756891e-01,-5.204585687e-01,1.744325547e+00,6.421248853e+00,7.154173836e+00
131860.834697500,-5.818434987e-02,-4.368558520e-01,-4.799233849e-01,1.618480322e+00,6.272957987e+00,7.517194662e+00
131860.844704500,-4.476566969e-02,-3.841473022e-01,-4.189772881e-01,1.582866573e+00,6.078578740e+00,7.780856120e+00
131860.854710500,-7.843441862e-03,-3.166981526e-01,-3.375818664e-01,1.458816999e+00,6.011690731e+00,8.078634952e+00
131860.864717500,2.618401849e-02,-2.249650945e-01,-2.668457395e-01,1.438915198e+00,6.006303777e+00,8.201188149e+00
131860.874724500,4.078290051e-02,-1.350574033e-01,-2.156968151e-01,1.536778191e+00,6.047603756e+00,8.043470115e+00
131860.884730500,3.154807933e-02,-6.899508378e-02,-1.912206515e-01,1.559972019e+00,6.146514212e+00,7.752873888e+00
131860.894737500,4.864722669e-03,-4.819854035e-02,-1.886413866e-01,1.534234351e+00,6.200533387e+00,7.443872237e+00
131860.904744500,-4.299160978e-02,-7.259559895e-02,-2.108921801e-01,1.522712256e+00,6.137535956e+00,7.164498830e+00
131860.914750500,-7.023242012e-02,-1.231763546e-01,-2.427593969e-01,1.507598858e+00,6.093542500e+00,7.075165181e+00
131860.924757500,-6.916335013e-02,-1.773455442e-01,-2.783635337e-01,1.476923149e+00,6.014533846e+00,7.274332832e+00
131860.934764500,-6.843119139e-02,-2.069522913e-01,-3.004880425e-01,1.426196001e+00,5.973682780e+00,7.413046890e+00
131860.944770500,-7.300736735e-02,-2.131182181e-01,-3.039214821e-01,1.365592772e+00,5.926247659e+00,7.395988203e+00
131860.954777500,-9.314464654e-02,-1.975735578e-01,-2.835788783e-01,1.257704060e+00,5.931484975e+00,7.335235336e+00
131860.964784500,-1.331475031e-01,-1.624650130e-01,-2.527853515e-01,1.176151566e+00,5.959616845e+00,7.195473814e+00
131860.974790500,-1.831546984e-01,-1.145781801e-01,-2.125805114e-01,1.077989297e+00,6.010044717e+00,7.082347786e+00
131860.984797500,-2.285484658e-01,-7.269641852e-02,-1.664773139e-01,9.917980377e-01,6.060023677e+00,7.078756483e+00
131860.994804500,-2.675938487e-01,-3.278034809e-02,-1.234368157e-01,9.449614677e-01,6.099528004e+00,7.154173836e+00
131861.004811500,-2.919352635e-01,-2.342732246e-03,-9.209347620e-02,9.718962364e-01,6.144419286e+00,7.269993341e+00
131861.014817500,-2.901833237e-01,1.466843378e-02,-7.724484671e-02,1.033546929e+00,6.122572195e+00,7.493701559e+00
131861.024824500,-2.642962619e-01,-1.090179041e-03,-7.184528295e-02,1.074996545e+00,6.081272217e+00,7.749731499e+00
131861.034831500,-2.231944217e-01,-4.582456706e-02,-7.857935520e-02,1.096245085e+00,6.025158115e+00,7.927052059e+00
131861.044837500,-1.765828833e-01,-1.025632688e-01,-9.245704658e-02,1.137245789e+00,5.942258883e+00,7.986458188e+00
131861.054844500,-1.248153919e-01,-1.566513601e-01,-1.024844470e-01,1.216254443e+00,5.879860002e+00,7.952041539e+00
131861.064851500,-7.532676333e-02,-1.969601869e-01,-1.119153585e-01,1.260696812e+00,5.893626662e+00,7.916727065e+00
131861.074857500,-2.738468402e-02,-2.211805443e-01,-1.232942593e-01,1.339406191e+00,5.909188972e+00,7.815123132e+00
131861.084864500,1.750716525e-02,-2.339368878e-01,-1.349980194e-01,1.392078628e+00,5.927594398e+00,7.698106525e+00
131861.094871500,3.976155948e-02,-2.408607879e-01,-1.411142806e-01,1.380706170e+00,6.014683483e+00,7.570016737e+00
131861.104877500,4.504173584e-02,-2.501290950e-01,-1.398690480e-01,1.324442431e+00,6.108506261e+00,7.385214296e+00
131861.114884500,3.434881136e-02,-2.495727406e-01,-1.367964719e-01,1.299752226e+00,6.138284144e+00,7.223306409e+00
131861.124891500,1.031620803e-02,-2.306502569e-01,-1.364775505e-01,1.277156948e+00,6.211456932e+00,7.089530391e+00
131861.134897500,-2.368567493e-02,-2.065669038e-01,-1.347111942e-01,1.310825409e+00,6.213102946e+00,6.948871043e+00
131861.144904500,-6.163502233e-02,-1.782913383e-01,-1.233594113e-01,1.267430504e+00,6.201730488e+00,6.848913124e+00
131861.154911500,-1.008292844e-01,-1.542134316e-01,-1.087834916e-01,1.196502280e+00,6.210110194e+00,6.803273655e+00
131861.164917500,-1.251998072e-01,-1.400879527e-01,-9.109847100e-02,1.181837794e+00,6.169857678e+00,6.844723271e+00
131861.174924500,-1.260920826e-01,-1.374858054e-01,-8.230688435e-02,1.170166061e+00,6.196044259e+00,6.994061600e+00
131861.184931500,-1.071576795e-01,-1.541995828e-01,-8.876964487e-02,1.218050095e+00,6.155043555e+00,7.133374209e+00
131861.194937500,-8.289889579e-02,-1.933883204e-01,-1.101931680e-01,1.304241354e+00,6.101922206e+00,7.211634676e+00
131861.204944500,-5.617199756e-02,-2.562856550e-01,-1.417678115e-01,1.319205115e+00,6.109703362e+00,7.286902390e+00
131861.214951500,-3.755824574e-02,-3.194519465e-01,-1.801383567e-01,1.379658707e+00,6.055235274e+00,7.236175243e+00
131861.224957500,-3.157457988e-02,-3.587011693e-01,-2.231588278e-01,1.481561915e+00,6.081870767e+00,7.138910800e+00
131861.234964500,-3.396531543e-02,-3.719185108e-01,-2.640416630e-01,1.590348453e+00,6.140827983e+00,7.057507944e+00
131861.244971500,-4.007153833e-02,-3.742762162e-01,-2.887035597e-01,1.598578521e+00,6.202179401e+00,7.033565927e+00
131861.254978500,-5.035785874e-02,-3.632292790e-01,-3.018274834e-01,1.540369493e+00,6.253505099e+00,7.013813763e+00
131861.264984500,-6.872429350e-02,-3.372360043e-01,-3.099520084e-01,1.493981836e+00,6.337002882e+00,6.973561248e+00
131861.274991500,-8.159038500e-02,-3.044364827e-01,-2.961066399e-01,1.375917767e+00,6.424391242e+00,7.027879698e+00
131861.284998500,-8.698856352e-02,-2.698620020e-01,-2.708011162e-01,1.213560966e+00,6.492177077e+00,7.152976735e+00
131861.295004500,-9.321581697e-02,-2.427483906e-01,-2.451941643e-01,1.140837091e+00,6.486640485e+00,7.221211482e+00
131861.305011500,-9.212482793e-02,-2.356191714e-01,-2.289574715e-01,1.151760636e+00,6.496067654e+00,7.247398063e+00
131861.315018500,-8.776628747e-02,-2.662930510e-01,-2.278679190e-01,1.169268236e+00,6.514921992e+00,7.321917590e+00
131861.325024500,-8.577864113e-02,-3.229610996e-01,-2.510532367e-01,1.293168172e+00,6.509983952e+00,7.307702017e+00
131861.335031500,-8.250770388e-02,-3.808141390e-01,-2.989114993e-01,1.506102482e+00,6.515819818e+00,7.250540453e+00
131861.345038500,-6.707202538e-02,-4.316415294e-01,-3.526889143e-01,1.649604944e+00,6.606350568e+00,7.294982821e+00
131861.355044500,-5.953214706e-02,-4.503118003e-01,-4.004816842e-01,1.705120495e+00,6.653785689e+00,7.300669050e+00
131861.365051500,-5.351007193e-02,-4.493453562e-01,-4.418433845e-01,1.742230621e+00,6.649146923e+00,7.217470542e+00
131861.375058500,-4.558369978e-02,-4.375435484e-01,-4.581844541e-01,1.606359676e+00,6.713790368e+00,7.261314360e+00
131861.385064500,-3.267253230e-02,-4.215279117e-01,-4.552084304e-01,1.411232241e+00,6.776488524e+00,7.329100195e+00
131861.395071500,-3.283392008e-02,-4.109064374e-01,-4.415236325e-01,1.262642101e+00,6.833350813e+00,7.344812143e+00
131861.405078500,-5.058802660e-02,-4.088900805e-01,-4.256478109e-01,1.144578031e+00,6.923582288e+00,7.255927406e+00
131861.415084667,-6.586223597e-02,-4.164665279e-01,-4.123920543e-01,1.141435641e+00,6.930315981e+00,7.241562196e+00
131861.425091667,-6.190499578e-02,-4.364492558e-01,-4.116241249e-01,1.165527296e+00,6.970568496e+00,7.378929517e+00
131861.435098667,-4.786265295e-02,-4.598285554e-01,-4.116462758e-01,1.160589255e+00,7.013065575e+00,7.602637734e+00
131861.445104667,-3.286191808e-02,-4.797099301e-01,-4.190236854e-01,1.219247195e+00,7.003638406e+00,7.716811226e+00
131861.455111667,-3.286201623e-02,-4.926714685e-01,-4.405665465e-01,1.373822840e+00,6.979397115e+00,7.635109094e+00
131861.465118667,-5.078659609e-02,-5.001769538e-01,-4.630591189e-01,1.537975291e+00,6.961440602e+00,7.457489259e+00
131861.475124667,-9.312471279e-02,-5.072818087e-01,-4.788670515e-01,1.622670175e+00,6.986430082e+00,7.282263625e+00
131861.485131667,-1.490938258e-01,-4.918111855e-01,-4.938488818e-01,1.690156734e+00,6.984335155e+00,7.101052486e+00
131861.495138667,-1.974431462e-01,-4.568465428e-01,-5.005328690e-01,1.791461392e+00,6.960991689e+00,7.074716268e+00
131861.505145667,-2.138252378e-01,-4.171779571e-01,-4.855184549e-01,1.751957065e+00,6.966378643e+00,7.339874102e+00
131861.515151667,-2.106871342e-01,-3.977904854e-01,-4.581432620e-01,1.657984650e+00,6.960243501e+00,7.588422162e+00
131861.525158667,-2.135665604e-01,-3.995002087e-01,-4.395903715e-01,1.687163982e+00,6.881833397e+00,7.608323963e+00
131861.535165667,-2.295538944e-01,-4.163139595e-01,-4.308208990e-01,1.799841098e+00,6.870012026e+00,7.467514978e+00
131861.545171667,-2.464197562e-01,-4.301891343e-01,-4.288705161e-01,1.978059484e+00,6.845321822e+00,7.373692200e+00
131861.555178667,-2.679953534e-01,-4.292506717e-01,-4.305945723e-01,2.189347781e+00,6.806266407e+00,7.290942606e+00
131861.565185667,-2.896424886e-01,-4.064164984e-01,-4.403030294e-01,2.453308514e+00,6.729651954e+00,7.194127076e+00
131861.575191667,-3.001233298e-01,-3.815816916e-01,-4.566974575e-01,2.734627209e+00,6.609492958e+00,7.210587212e+00
131861.585198667,-2.869081081e-01,-3.509126470e-01,-4.767410663e-01,2.911199581e+00,6.488286499e+00,7.342567579e+00
131861.595205667,-2.463157203e-01,-3.294948953e-01,-4.934209308e-01,2.995445552e+00,6.315604704e+00,7.580192094e+00
131861.605211667,-1.639215916e-01,-3.412565556e-01,-5.094241674e-01,2.930652470e+00,6.190956580e+00,7.876175274e+00
131861.615218667,-6.825433258e-02,-3.801326299e-01,-5.112904126e-01,2.813935139e+00,6.092345399e+00,8.118737830e+00
