# source recording: run-6e2d4b99-896b-4372-ae47-ac0b4679cf18
# converter: pwvi_to_euroc.py sha256 3c96ab11cee1401f9fd9ab2159f2c97ca0959d6533243176402ae10f10643938
# converter command: pwvi_to_euroc.py <recording> <out> --downscale 3 --intrinsics-csv <csv> --limit 0
# python: 3.11.15
# t_ns,raw_fx,raw_fy,raw_cx,raw_cy,factor,conv_fx,conv_fy,conv_cx,conv_cy
5073944345958,1363.2703857421875,1363.2703857421875,963.8551025390625,720.1622924804688,3,454.4234619140625,454.4234619140625,320.9517008463542,239.72076416015625
5073961014208,1363.267333984375,1363.267333984375,963.97412109375,720.157470703125,3,454.4224446614583,454.4224446614583,320.9913736979167,239.71915690104166
5073977682333,1363.2166748046875,1363.2166748046875,964.086181640625,720.1954956054688,3,454.4055582682292,454.4055582682292,321.0287272135417,239.7318318684896
5073994350625,1363.25244140625,1363.25244140625,964.1724853515625,720.1908569335938,3,454.41748046875,454.41748046875,321.0574951171875,239.73028564453125
5074011018833,1363.2584228515625,1363.2584228515625,964.2601318359375,720.24658203125,3,454.4194742838542,454.4194742838542,321.0867106119792,239.74886067708334
5074027687166,1363.2584228515625,1363.2584228515625,964.3339233398438,720.2199096679688,3,454.4194742838542,454.4194742838542,321.11130777994794,239.7399698893229
5074044355416,1363.2078857421875,1363.2078857421875,964.4099731445312,720.2339477539062,3,454.4026285807292,454.4026285807292,321.13665771484375,239.7446492513021
5074061023708,1363.22265625,1363.22265625,964.4825439453125,720.2770385742188,3,454.4075520833333,454.4075520833333,321.1608479817708,239.7590128580729
5074077691791,1363.2406005859375,1363.2406005859375,964.5340576171875,720.2918090820312,3,454.4135335286458,454.4135335286458,321.1780192057292,239.7639363606771
5074094360083,1363.2078857421875,1363.2078857421875,964.602783203125,720.3059692382812,3,454.4026285807292,454.4026285807292,321.200927734375,239.7686564127604
5074111028375,1363.24951171875,1363.24951171875,964.6367797851562,720.2906494140625,3,454.41650390625,454.41650390625,321.21225992838544,239.7635498046875
5074127696625,1363.30908203125,1363.30908203125,964.6866455078125,720.341796875,3,454.4363606770833,454.4363606770833,321.2288818359375,239.78059895833334
5074144364916,1363.3209228515625,1363.3209228515625,964.727294921875,720.3216552734375,3,454.4403076171875,454.4403076171875,321.242431640625,239.77388509114584
5074161033166,1362.8831787109375,1362.8831787109375,964.7285766601562,720.3546142578125,3,454.2943929036458,454.2943929036458,321.24285888671875,239.78487141927084
5074177701333,1362.7313232421875,1362.7313232421875,964.7535400390625,720.3474731445312,3,454.2437744140625,454.2437744140625,321.2511800130208,239.7824910481771
5074194369541,1362.686767578125,1362.686767578125,964.7683715820312,720.3405151367188,3,454.2289225260417,454.2289225260417,321.25612386067706,239.7801717122396
5074211037875,1362.7640380859375,1362.7640380859375,964.8092041015625,720.3441162109375,3,454.2546793619792,454.2546793619792,321.2697347005208,239.7813720703125
5074227706125,1362.8116455078125,1362.8116455078125,964.815673828125,720.3276977539062,3,454.2705485026042,454.2705485026042,321.2718912760417,239.7758992513021
5074244374375,1362.722412109375,1362.722412109375,964.8147583007812,720.3286743164062,3,454.2408040364583,454.2408040364583,321.27158610026044,239.7762247721354
5074261042541,1362.6746826171875,1362.6746826171875,964.8214111328125,720.3388061523438,3,454.2248942057292,454.2248942057292,321.2738037109375,239.77960205078125
5074277710791,1362.635986328125,1362.635986328125,964.8092041015625,720.337890625,3,454.2119954427083,454.2119954427083,321.2697347005208,239.779296875
5074294379083,1362.3411865234375,1362.3411865234375,964.8079223632812,720.3416748046875,3,454.1137288411458,454.1137288411458,321.26930745442706,239.78055826822916
5074311047333,1362.28759765625,1362.28759765625,964.7948608398438,720.3223266601562,3,454.0958658854167,454.0958658854167,321.26495361328125,239.77410888671875
5074327715625,1362.269775390625,1362.269775390625,964.8175048828125,720.3087768554688,3,454.0899251302083,454.0899251302083,321.2725016276042,239.76959228515625
5074344383875,1362.1326904296875,1362.1326904296875,964.8311767578125,720.2569580078125,3,454.0442301432292,454.0442301432292,321.2770589192708,239.7523193359375
5074361052000,1362.0999755859375,1362.0999755859375,964.8463745117188,720.2679443359375,3,454.0333251953125,454.0333251953125,321.28212483723956,239.7559814453125
5074377720291,1362.1417236328125,1362.1417236328125,964.78173828125,720.28369140625,3,454.0472412109375,454.0472412109375,321.2605794270833,239.76123046875
5074394388541,1362.180419921875,1362.180419921875,964.7762451171875,720.2747192382812,3,454.0601399739583,454.0601399739583,321.2587483723958,239.75823974609375
5074411056833,1362.275634765625,1362.275634765625,964.7649536132812,720.2871704101562,3,454.0918782552083,454.0918782552083,321.25498453776044,239.76239013671875
5074427725083,1362.29052734375,1362.29052734375,964.71044921875,720.2794189453125,3,454.0968424479167,454.0968424479167,321.23681640625,239.75980631510416
5074461061500,1361.6324462890625,1361.6324462890625,964.7113037109375,720.2432250976562,3,453.8774820963542,453.8774820963542,321.2371012369792,239.74774169921875
5074477729791,1361.50146484375,1361.50146484375,964.6864013671875,720.230712890625,3,453.8338216145833,453.8338216145833,321.2288004557292,239.74357096354166
5074494398000,1361.6533203125,1361.6533203125,964.671630859375,720.2485961914062,3,453.8844401041667,453.8844401041667,321.223876953125,239.7495320638021
5074511066291,1361.70703125,1361.70703125,964.6419677734375,720.2451782226562,3,453.90234375,453.90234375,321.2139892578125,239.7483927408854
5074527734583,1361.6055908203125,1361.6055908203125,964.6392822265625,720.2237548828125,3,453.8685302734375,453.8685302734375,321.2130940755208,239.74125162760416
5074544402708,1361.537109375,1361.537109375,964.62353515625,720.1829223632812,3,453.845703125,453.845703125,321.2078450520833,239.7276407877604
5074561071000,1361.066650390625,1361.066650390625,964.6522827148438,720.1788330078125,3,453.6888834635417,453.6888834635417,321.21742757161456,239.72627766927084
5074577739250,1360.95947265625,1360.95947265625,964.61376953125,720.1801147460938,3,453.6531575520833,453.6531575520833,321.20458984375,239.7267049153646
5074594407500,1361.0548095703125,1361.0548095703125,964.5790405273438,720.1607055664062,3,453.6849365234375,453.6849365234375,321.19301350911456,239.7202351888021
5074611075750,1361.099365234375,1361.099365234375,964.5582885742188,720.1793823242188,3,453.6997884114583,453.6997884114583,321.18609619140625,239.7264607747396
5074627744041,1361.0517578125,1361.0517578125,964.5546875,720.1696166992188,3,453.6839192708333,453.6839192708333,321.1848958333333,239.72320556640625
5074644412208,1361.033935546875,1361.033935546875,964.552978515625,720.1636962890625,3,453.677978515625,453.677978515625,321.184326171875,239.72123209635416
5074661080458,1361.01904296875,1361.01904296875,964.5302124023438,720.1771240234375,3,453.6730143229167,453.6730143229167,321.17673746744794,239.7257080078125
5074677748750,1361.02197265625,1361.02197265625,964.5455322265625,720.1729736328125,3,453.6739908854167,453.6739908854167,321.1818440755208,239.72432454427084
5074694416958,1361.02197265625,1361.02197265625,964.5259399414062,720.1055297851562,3,453.6739908854167,453.6739908854167,321.17531331380206,239.70184326171875
5074711085208,1360.9683837890625,1360.9683837890625,964.50048828125,720.110107421875,3,453.6561279296875,453.6561279296875,321.1668294270833,239.703369140625
5074727753500,1360.986328125,1360.986328125,964.49560546875,720.1217651367188,3,453.662109375,453.662109375,321.1652018229167,239.7072550455729
5074744421625,1360.9892578125,1360.9892578125,964.4771118164062,720.1172485351562,3,453.6630859375,453.6630859375,321.15903727213544,239.70574951171875
5074761089916,1361.02197265625,1361.02197265625,964.4696044921875,720.1205444335938,3,453.6739908854167,453.6739908854167,321.1565348307292,239.70684814453125
5074777758166,1361.0130615234375,1361.0130615234375,964.48388671875,720.1187744140625,3,453.6710205078125,453.6710205078125,321.1612955729167,239.70625813802084
5074794426416,1360.65283203125,1360.65283203125,964.4761962890625,720.1083374023438,3,453.5509440104167,453.5509440104167,321.1587320963542,239.7027791341146
5074811094708,1360.4503173828125,1360.4503173828125,964.4815063476562,720.0963134765625,3,453.4834391276042,453.4834391276042,321.16050211588544,239.69877115885416
5074827762833,1360.4920654296875,1360.4920654296875,964.4773559570312,720.106689453125,3,453.4973551432292,453.4973551432292,321.15911865234375,239.70222981770834
5074844431041,1360.62890625,1360.62890625,964.4596557617188,720.1485595703125,3,453.54296875,453.54296875,321.15321858723956,239.7161865234375
5074861099291,1360.673583984375,1360.673583984375,964.4602661132812,720.17041015625,3,453.557861328125,453.557861328125,321.15342203776044,239.72347005208334
5074877767583,1360.60205078125,1360.60205078125,964.4849853515625,720.1668701171875,3,453.5340169270833,453.5340169270833,321.1616617838542,239.7222900390625
5074894435833,1360.459228515625,1360.459228515625,964.4697875976562,720.1551513671875,3,453.4864095052083,453.4864095052083,321.15659586588544,239.7183837890625
5074911104125,1360.372802734375,1360.372802734375,964.4923095703125,720.161865234375,3,453.4576009114583,453.4576009114583,321.1641031901042,239.72062174479166
5074927772208,1360.3818359375,1360.3818359375,964.4649658203125,720.137939453125,3,453.4606119791667,453.4606119791667,321.1549886067708,239.712646484375
5074944440500,1360.521728515625,1360.521728515625,964.46142578125,720.1465454101562,3,453.5072428385417,453.5072428385417,321.15380859375,239.71551513671875
5074961108708,1360.11376953125,1360.11376953125,964.4692993164062,720.1643676757812,3,453.3712565104167,453.3712565104167,321.15643310546875,239.7214558919271
5074977777041,1359.75341796875,1359.75341796875,964.4525146484375,720.1976318359375,3,453.2511393229167,453.2511393229167,321.1508382161458,239.7325439453125
5074994445291,1359.7802734375,1359.7802734375,964.4845581054688,720.207275390625,3,453.2600911458333,453.2600911458333,321.16151936848956,239.73575846354166
5075011113500,1359.9320068359375,1359.9320068359375,964.494873046875,720.3515014648438,3,453.3106689453125,453.3106689453125,321.1649576822917,239.7838338216146
5075027781625,1359.9500732421875,1359.9500732421875,964.5155639648438,720.1919555664062,3,453.3166910807292,453.3166910807292,321.17185465494794,239.73065185546875
5075044449916,1359.9083251953125,1359.9083251953125,964.5089111328125,720.2735595703125,3,453.3027750651042,453.3027750651042,321.1696370442708,239.75785319010416
5075061118166,1360.0482177734375,1360.0482177734375,964.5121459960938,720.2703247070312,3,453.3494059244792,453.3494059244792,321.17071533203125,239.75677490234375
5075077786416,1360.0333251953125,1360.0333251953125,964.5155029296875,720.2394409179688,3,453.3444417317708,453.3444417317708,321.1718343098958,239.7464803059896
5075094454625,1359.830810546875,1359.830810546875,964.5045776367188,720.2437133789062,3,453.2769368489583,453.2769368489583,321.16819254557294,239.7479044596354
5075111122791,1359.830810546875,1359.830810546875,964.5293579101562,720.2659301757812,3,453.2769368489583,453.2769368489583,321.17645263671875,239.75531005859375
5075127791083,1359.798095703125,1359.798095703125,964.5194702148438,720.2847900390625,3,453.2660319010417,453.2660319010417,321.17315673828125,239.7615966796875
5075144459250,1359.8487548828125,1359.8487548828125,964.5438842773438,720.3125,3,453.2829182942708,453.2829182942708,321.18129475911456,239.77083333333334
5075161127541,1359.9827880859375,1359.9827880859375,964.5291748046875,720.3575439453125,3,453.3275960286458,453.3275960286458,321.1763916015625,239.78584798177084
5075177795791,1359.9112548828125,1359.9112548828125,964.479248046875,720.3295288085938,3,453.3037516276042,453.3037516276042,321.1597493489583,239.7765096028646
5075194464083,1359.8040771484375,1359.8040771484375,964.4351806640625,720.3314819335938,3,453.2680257161458,453.2680257161458,321.1450602213542,239.77716064453125
5075211132208,1359.83984375,1359.83984375,964.4829711914062,720.3831787109375,3,453.2799479166667,453.2799479166667,321.16099039713544,239.79439290364584
5075227800333,1359.8426513671875,1359.8426513671875,964.50048828125,720.3958740234375,3,453.2808837890625,453.2808837890625,321.1668294270833,239.79862467447916
5075244468666,1359.824951171875,1359.824951171875,964.4766235351562,720.4337768554688,3,453.2749837239583,453.2749837239583,321.15887451171875,239.8112589518229
5075261136916,1359.5777587890625,1359.5777587890625,964.4639282226562,720.4547119140625,3,453.1925862630208,453.1925862630208,321.15464274088544,239.8182373046875
5075277805166,1359.4884033203125,1359.4884033203125,964.449462890625,720.466552734375,3,453.1628011067708,453.1628011067708,321.1498209635417,239.82218424479166
5075294473416,1359.39013671875,1359.39013671875,964.447998046875,720.4705810546875,3,453.1300455729167,453.1300455729167,321.1493326822917,239.82352701822916
5075311141541,1359.3514404296875,1359.3514404296875,964.4725341796875,720.4673461914062,3,453.1171468098958,453.1171468098958,321.1575113932292,239.82244873046875
5075327809750,1359.3485107421875,1359.3485107421875,964.476806640625,720.4891357421875,3,453.1161702473958,453.1161702473958,321.158935546875,239.8297119140625
5075344478000,1359.27392578125,1359.27392578125,964.4898071289062,720.5359497070312,3,453.09130859375,453.09130859375,321.16326904296875,239.8453165690104
5075361146250,1359.2650146484375,1359.2650146484375,964.4973754882812,720.54638671875,3,453.0883382161458,453.0883382161458,321.16579182942706,239.84879557291666
5075377814500,1359.3096923828125,1359.3096923828125,964.4683227539062,720.521728515625,3,453.1032307942708,453.1032307942708,321.15610758463544,239.840576171875
5075394482625,1359.39013671875,1359.39013671875,964.4915771484375,720.5855102539062,3,453.1300455729167,453.1300455729167,321.1638590494792,239.8618367513021
5075411150791,1359.4913330078125,1359.4913330078125,964.4617309570312,720.610595703125,3,453.1637776692708,453.1637776692708,321.15391031901044,239.87019856770834
5075427819083,1359.4110107421875,1359.4110107421875,964.4647827148438,720.5824584960938,3,453.1370035807292,453.1370035807292,321.15492757161456,239.8608194986979
5075444487333,1359.3572998046875,1359.3572998046875,964.4678344726562,720.5869140625,3,453.1190999348958,453.1190999348958,321.15594482421875,239.8623046875
5075461155541,1359.3543701171875,1359.3543701171875,964.4962158203125,720.6411743164062,3,453.1181233723958,453.1181233723958,321.1654052734375,239.8803914388021
5075477823791,1359.3096923828125,1359.3096923828125,964.484619140625,720.6395263671875,3,453.1032307942708,453.1032307942708,321.1615397135417,239.87984212239584
5075494491958,1359.369140625,1359.369140625,964.4756469726562,720.654296875,3,453.123046875,453.123046875,321.15854899088544,239.884765625
5075511160125,1359.42578125,1359.42578125,964.4637451171875,720.6654663085938,3,453.1419270833333,453.1419270833333,321.1545817057292,239.88848876953125
5075527828416,1359.437744140625,1359.437744140625,964.4701538085938,720.6304931640625,3,453.1459147135417,453.1459147135417,321.15671793619794,239.8768310546875
5075544496625,1359.437744140625,1359.437744140625,964.4542236328125,720.6549682617188,3,453.1459147135417,453.1459147135417,321.1514078776042,239.8849894205729
5075561164875,1359.4200439453125,1359.4200439453125,964.4652709960938,720.6788330078125,3,453.1400146484375,453.1400146484375,321.15509033203125,239.8929443359375
5075577833041,1359.4110107421875,1359.4110107421875,964.4777221679688,720.6766967773438,3,453.1370035807292,453.1370035807292,321.15924072265625,239.8922322591146
5075594501208,1359.39013671875,1359.39013671875,964.4712524414062,720.686767578125,3,453.1300455729167,453.1300455729167,321.15708414713544,239.89558919270834
5075611169416,1359.4228515625,1359.4228515625,964.4659423828125,720.6857299804688,3,453.1409505208333,453.1409505208333,321.1553141276042,239.8952433268229
5075627837625,1359.3634033203125,1359.3634033203125,964.4586791992188,720.6824340820312,3,453.1211344401042,453.1211344401042,321.15289306640625,239.8941446940104
5075644505875,1359.3485107421875,1359.3485107421875,964.513427734375,720.6740112304688,3,453.1161702473958,453.1161702473958,321.171142578125,239.8913370768229
5075661174083,1359.405029296875,1359.405029296875,964.5150146484375,720.698486328125,3,453.135009765625,453.135009765625,321.1716715494792,239.89949544270834
5075677842208,1359.45263671875,1359.45263671875,964.5265502929688,720.6732788085938,3,453.15087890625,453.15087890625,321.17551676432294,239.8910929361979
5075694510458,1359.4705810546875,1359.4705810546875,964.5222778320312,720.6555786132812,3,453.1568603515625,453.1568603515625,321.17409261067706,239.88519287109375
5075711178666,1359.4586181640625,1359.4586181640625,964.5337524414062,720.6776123046875,3,453.1528727213542,453.1528727213542,321.17791748046875,239.89253743489584
5075727846833,1359.4200439453125,1359.4200439453125,964.5322265625,720.6661987304688,3,453.1400146484375,453.1400146484375,321.1774088541667,239.88873291015625
5075744515166,1359.4317626953125,1359.4317626953125,964.5331420898438,720.670166015625,3,453.1439208984375,453.1439208984375,321.17771402994794,239.89005533854166
5075761183375,1359.0537109375,1359.0537109375,964.502685546875,720.6524047851562,3,453.0179036458333,453.0179036458333,321.1675618489583,239.8841349283854
5075777851458,1358.880859375,1358.880859375,964.5031127929688,720.6683349609375,3,452.9602864583333,452.9602864583333,321.16770426432294,239.88944498697916
5075794519708,1358.824462890625,1358.824462890625,964.5725708007812,720.6672973632812,3,452.9414876302083,452.9414876302083,321.19085693359375,239.88909912109375
5075811187958,1358.8837890625,1358.8837890625,964.5904541015625,720.6678466796875,3,452.9612630208333,452.9612630208333,321.1968180338542,239.8892822265625
5075827856208,1358.9166259765625,1358.9166259765625,964.5691528320312,720.6734619140625,3,452.9722086588542,452.9722086588542,321.18971761067706,239.89115397135416
5075844524416,1358.97607421875,1358.97607421875,964.57470703125,720.6690673828125,3,452.9920247395833,452.9920247395833,321.1915690104167,239.88968912760416
5075861192583,1358.9522705078125,1358.9522705078125,964.55859375,720.6600952148438,3,452.9840901692708,452.9840901692708,321.1861979166667,239.8866984049479
5075877860583,1358.9017333984375,1358.9017333984375,964.56689453125,720.6513671875,3,452.9672444661458,452.9672444661458,321.18896484375,239.8837890625
5075894528916,1358.800537109375,1358.800537109375,964.5787353515625,720.6513671875,3,452.9335123697917,452.9335123697917,321.1929117838542,239.8837890625
5075911197208,1358.7529296875,1358.7529296875,964.572998046875,720.6624755859375,3,452.9176432291667,452.9176432291667,321.1909993489583,239.88749186197916
5075927865333,1358.36572265625,1358.36572265625,964.6403198242188,720.6593627929688,3,452.78857421875,452.78857421875,321.21343994140625,239.8864542643229
5075944533666,1358.30615234375,1358.30615234375,964.642822265625,720.6904907226562,3,452.7687174479167,452.7687174479167,321.2142740885417,239.8968302408854
5075961201708,1358.3717041015625,1358.3717041015625,964.6281127929688,720.69873046875,3,452.7905680338542,452.7905680338542,321.20937093098956,239.89957682291666
5075977869916,1358.3240966796875,1358.3240966796875,964.6163940429688,720.71044921875,3,452.7746988932292,452.7746988932292,321.20546468098956,239.90348307291666
5075994538166,1358.2257080078125,1358.2257080078125,964.6185302734375,720.70849609375,3,452.7419026692708,452.7419026692708,321.2061767578125,239.90283203125
5076011206208,1358.2078857421875,1358.2078857421875,964.61669921875,720.70947265625,3,452.7359619140625,452.7359619140625,321.20556640625,239.90315755208334
5076027874625,1358.264404296875,1358.264404296875,964.6178588867188,720.7213134765625,3,452.7548014322917,452.7548014322917,321.20595296223956,239.9071044921875
5076044542791,1358.3597412109375,1358.3597412109375,964.6030883789062,720.7005615234375,3,452.7865804036458,452.7865804036458,321.20102945963544,239.90018717447916
5076061210708,1357.9725341796875,1357.9725341796875,964.62060546875,720.70458984375,3,452.6575113932292,452.6575113932292,321.2068684895833,239.90152994791666
5076077879166,1357.7701416015625,1357.7701416015625,964.6307373046875,720.6915893554688,3,452.5900472005208,452.5900472005208,321.2102457682292,239.8971964518229
5076094547291,1357.69873046875,1357.69873046875,964.644287109375,720.6869506835938,3,452.5662434895833,452.5662434895833,321.2147623697917,239.8956502278646
5076111215541,1357.7076416015625,1357.7076416015625,964.6146850585938,720.69140625,3,452.5692138671875,452.5692138671875,321.20489501953125,239.89713541666666
5076127883791,1357.7523193359375,1357.7523193359375,964.6332397460938,720.7246704101562,3,452.5841064453125,452.5841064453125,321.21107991536456,239.9082234700521
5076144552000,1357.7523193359375,1357.7523193359375,964.6357421875,720.724365234375,3,452.5841064453125,452.5841064453125,321.2119140625,239.90812174479166
5076161220125,1357.82373046875,1357.82373046875,964.6305541992188,720.7403564453125,3,452.60791015625,452.60791015625,321.21018473307294,239.9134521484375
5076177888291,1357.8297119140625,1357.8297119140625,964.6165161132812,720.7260131835938,3,452.6099039713542,452.6099039713542,321.20550537109375,239.9086710611979
5076194556500,1357.356201171875,1357.356201171875,964.620849609375,720.7315063476562,3,452.4520670572917,452.4520670572917,321.2069498697917,239.9105021158854
5076211224708,1357.171630859375,1357.171630859375,964.634033203125,720.7451782226562,3,452.3905436197917,452.3905436197917,321.2113444010417,239.9150594075521
5076227893000,1357.120849609375,1357.120849609375,964.627197265625,720.7646484375,3,452.3736165364583,452.3736165364583,321.2090657552083,239.92154947916666
5076244561208,1357.1893310546875,1357.1893310546875,964.6295166015625,720.7440185546875,3,452.3964436848958,452.3964436848958,321.2098388671875,239.9146728515625
5076261229250,1356.8082275390625,1356.8082275390625,964.6206665039062,720.7338256835938,3,452.2694091796875,452.2694091796875,321.20688883463544,239.9112752278646
5076277897458,1356.7666015625,1356.7666015625,964.6077270507812,720.7685546875,3,452.2555338541667,452.2555338541667,321.20257568359375,239.9228515625
5076294565708,1356.7606201171875,1356.7606201171875,964.6165771484375,720.7833251953125,3,452.2535400390625,452.2535400390625,321.2055257161458,239.92777506510416
5076311233916,1356.599853515625,1356.599853515625,964.6079711914062,720.777587890625,3,452.199951171875,452.199951171875,321.20265706380206,239.92586263020834
5076327902166,1356.084716796875,1356.084716796875,964.6271362304688,720.7994995117188,3,452.0282389322917,452.0282389322917,321.20904541015625,239.93316650390625
5076344570250,1355.9476318359375,1355.9476318359375,964.6478271484375,720.7872924804688,3,451.9825439453125,451.9825439453125,321.2159423828125,239.9290974934896
5076361238458,1356.0250244140625,1356.0250244140625,964.6347045898438,720.7857666015625,3,452.0083414713542,452.0083414713542,321.21156819661456,239.9285888671875
5076377906708,1356.1234130859375,1356.1234130859375,964.6144409179688,720.7938232421875,3,452.0411376953125,452.0411376953125,321.20481363932294,239.9312744140625
