archived_path	original_path	size_bytes	sha256	note
lod171_after_0924_snapshot/test_171_results.json	<SP>/lod171/test_171_results.json	293345	e21bff1f9673fd4ed35be74e04cb03206184dfb503226c7bcb1a0cb8190e13d1	
lod171_after_0924_snapshot/test_172.rc	<SP>/lod171/test_172.rc	5	91d957f8f2748a950526d4d21e0d5cd3bf5518e6c60b1beb470a13be1f978b1d	
lod171_after_0924_snapshot/test_172_results.json	<SP>/lod171/test_172_results.json	295364	1a0176b7c4e5899f146ea32cf4ebcf51e5bb1a657c6cfc98dd29e563c141e22c	
lod171_after_0924_snapshot/test_172b.rc	<SP>/lod171/test_172b.rc	5	91d957f8f2748a950526d4d21e0d5cd3bf5518e6c60b1beb470a13be1f978b1d	
lod171_after_0924_snapshot/test_172b_results.json	<SP>/lod171/test_172b_results.json	295364	0155a9f70ac54578dc51a5a38f883bf10918f2c4485db588264acd689a41f1ad	
lod171_after_0924_snapshot/test_173.rc	<SP>/lod171/test_173.rc	5	91d957f8f2748a950526d4d21e0d5cd3bf5518e6c60b1beb470a13be1f978b1d	
lod171_after_0924_snapshot/test_173_results.json	<SP>/lod171/test_173_results.json	296564	7c91a73a843f1905d71d22aa93e008314356695005599fb27d334ecdc8b17bd4	
lod171_after_0924_snapshot/test_174.rc	<SP>/lod171/test_174.rc	2	4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865	
lod171_after_0924_snapshot/test_174_results.json	<SP>/lod171/test_174_results.json	303315	83aba9690985e9a141b3c2ae065bc6cd3d932138ea7202aface1f0837ae7a52b	
lod171_after_0924_snapshot/test_base.rc	<SP>/lod171/test_base.rc	134	24cbbf9f6e05645077b6487d812cf391a9eb21d12b41dce3322cdf32f9d3a89f	
lod171_after_0924_snapshot/test_base_results.json	<SP>/lod171/test_base_results.json	283472	e20d97cd4be72f44733c5d9a5414baeba81f03d65caedc879f1e59d19245a3cb	
lod171_after_0924_snapshot/test_candidate.rc	<SP>/lod171/test_candidate.rc	5	91d957f8f2748a950526d4d21e0d5cd3bf5518e6c60b1beb470a13be1f978b1d	
lod171_after_0924_snapshot/test_candidate_results.json	<SP>/lod171/test_candidate_results.json	293345	e45461ca9446b6e9f286998053ad5e414af15189e2a32379820f3cdff5359523	
mac_lod_bench_src/.gitignore	<BENCH>/.gitignore @ b792d57	54	4fa7557fa45bdae0d8e14ddc2c3582a0cf28d316d6e47c35f29db084161ce704	
mac_lod_bench_src/PWSplatAB.xcodeproj/project.pbxproj	<BENCH>/PWSplatAB.xcodeproj/project.pbxproj @ b792d57	18295	4e69522923ebd23b6e111fbf4a14ce20599aacdf645f8c4d0163feab3ee294b0	REDACTED (home path / device id / signing e-mail / team id replaced by placeholders)
mac_lod_bench_src/PWSplatAB.xcodeproj/project.xcworkspace/contents.xcworkspacedata	<BENCH>/PWSplatAB.xcodeproj/project.xcworkspace/contents.xcworkspacedata @ b792d57	135	7f3b00b5c3fdb45242d7b87e1e5c4e25d1fa8129a16c94295ecc4e8ea2235c5f	
mac_lod_bench_src/Sources/App.swift	<BENCH>/Sources/App.swift @ b792d57	6827	104a3c0cde541627ce2e2b5b01792fa6a1e4fe2b855818d8ab6cb68497d11ac3	
mac_lod_bench_src/Sources/Bridging.h	<BENCH>/Sources/Bridging.h @ b792d57	930	761e0788828ffbf8ec2b390865f204bec3881079b82bd6d1ac7c19040dbd9d0f	
mac_lod_bench_src/Sources/bench.mm	<BENCH>/Sources/bench.mm @ b792d57	37271	5de05df87b4356bc78301158d0f1bb090cb153663552cd7489bd53fb939dbc5a	
mac_lod_bench_src/Sources/bench_cloud.mm	<BENCH>/Sources/bench_cloud.mm @ b792d57	49838	3e6502a091df31ff281ec42b8433c39d703bf73daee31e78f0dec50fad2c2261	
mac_lod_bench_src/Sources/bench_points.mm	<BENCH>/Sources/bench_points.mm @ b792d57	65230	118f70e21dcea535a6d86264d2a72d74041e84885cf8e8ad61d642a1cd33218c	
mac_lod_bench_src/Sources/lod/pw_lod_bench.cpp	<BENCH>/Sources/lod/pw_lod_bench.cpp @ b792d57	101297	50af752c1372aa881ff4dcc2b92e5fb0579daa36afc71567859938d21867b6c9	
mac_lod_bench_src/Sources/lod/pw_lod_bench.h	<BENCH>/Sources/lod/pw_lod_bench.h @ b792d57	1309	d5a349a2dfd0721a19a5fb345515ddcd8b85b1143d8b19a95e753edebfaf780e	
mac_lod_bench_src/Sources/wgsl_arms.h	<BENCH>/Sources/wgsl_arms.h @ b792d57	14134	42b421aa8f131ce5ee90533e0c72ec1ab7fa047fa7925e9bca26904f3e147c42	
mac_lod_bench_src/analyze.py	<BENCH>/analyze.py @ b792d57	4174	eb8ef48ba01a59460e200188f9ca8c4ecc53104f0464f68a9f074c65bb4c2e49	
mac_lod_bench_src/analyze_cloud.py	<BENCH>/analyze_cloud.py @ b792d57	6530	5fe7310181a9a2b995311ba436aa6e3e5d21f29586633cc68e129aaa98e083c8	
mac_lod_bench_src/analyze_lod.py	<BENCH>/analyze_lod.py @ b792d57	12107	5ec6423733894a38f8133ec4c8cb4b111eb39c2f5c61271d00e49de99c80f35f	
mac_lod_bench_src/analyze_points.py	<BENCH>/analyze_points.py @ b792d57	5275	75ab110bdff72630b7a89f82db681cf75580e3df788085469ade32b6ce27444a	
mac_lod_bench_src/compare.py	<BENCH>/compare.py @ b792d57	3874	13eb73ed7f7429d9b4bbedaa7a3dfb865302e9d4f5c61125cd33f1045170d5ac	
mac_lod_bench_src/factorial.py	<BENCH>/factorial.py @ b792d57	3336	0251011925a40f39600719037d5359cef60a664a038784e7d54138ab917def21	
mac_lod_bench_src/io_split.py	<BENCH>/io_split.py @ b792d57	1286	70e67088e0f6c1062adc3ade8b516b7a66830cb6a4ff3f33c30ab3774d9c731b	
mac_lod_bench_src/mac/build_mac.sh	<BENCH>/mac/build_mac.sh @ b792d57	1548	18536df8a87d0194fa9a41f2458fa1cf7ac3187cfe430535bec7d2632ec8e167	REDACTED (home path / device id / signing e-mail / team id replaced by placeholders)
mac_lod_bench_src/mac/main_lod_mac.cpp	<BENCH>/mac/main_lod_mac.cpp @ b792d57	637	a10206dc50259331b711e6cce463bb54255f6b242db9856752525c1f92e0f04c	
mac_lod_bench_src/ply2bin.cpp	<BENCH>/ply2bin.cpp @ b792d57	5746	e4922a26c20b5fc7e9d53ddfe783b869415d17dbf82447895f67d3bfae2d3454	
mac_lod_bench_src/project.yml	<BENCH>/project.yml @ b792d57	2191	48b53c7ce006690d91540cc8f8d4872e70afd8d5837f4851e6dc0d65c1109f4f	REDACTED (home path / device id / signing e-mail / team id replaced by placeholders)
mac_lod_bench_src/run_cloud.sh	<BENCH>/run_cloud.sh @ b792d57	1190	5131a3df1d6b3a1db3d1b4c476b269720f9e587c6bd9cd273aace751873d97bd	REDACTED (home path / device id / signing e-mail / team id replaced by placeholders)
mac_lod_bench_src/run_lod.sh	<BENCH>/run_lod.sh @ b792d57	1843	23007cfb17b57d117186a0cd65e05ff8615bbbbf52fdbe29ab6d58cf3595f3ca	REDACTED (home path / device id / signing e-mail / team id replaced by placeholders)
mac_lod_bench_src/run_points.sh	<BENCH>/run_points.sh @ b792d57	1358	a8b16de8b725e30b2f2b2be27e008c5d489ea1516848bd11bb59711c478e6a4f	REDACTED (home path / device id / signing e-mail / team id replaced by placeholders)
mac_lod_bench_src/seq.py	<BENCH>/seq.py @ b792d57	3832	1ccb1139a9cce269dee5e51b714a9f51afd469c8ce829274f396a3eb33b68ded	
mac_lod_bench_src/third_party/aether_pointcloud_lod/PROVENANCE.txt	<BENCH>/third_party/aether_pointcloud_lod/PROVENANCE.txt @ b792d57	2033	ddaed86363806b5d1b237b8fe3e521827757ac2bfce55b0945b8af2c086b554c	
mac_lod_bench_src/third_party/aether_pointcloud_lod/include/aether/pointcloud_lod/octree.h	<BENCH>/third_party/aether_pointcloud_lod/include/aether/pointcloud_lod/octree.h @ b792d57	3433	58d5713dbc555ce004185e3292eb9a33ca187537141d3cc33632936d3ff523ec	
mac_lod_bench_src/third_party/aether_pointcloud_lod/include/aether/pointcloud_lod/select.h	<BENCH>/third_party/aether_pointcloud_lod/include/aether/pointcloud_lod/select.h @ b792d57	6561	ed14c6d392640c4ba413121f2ea1a8e3d44d92f023352cecb65d001d36e1b347	
mac_lod_bench_src/third_party/aether_pointcloud_lod/include/aether/pointcloud_lod/stream.h	<BENCH>/third_party/aether_pointcloud_lod/include/aether/pointcloud_lod/stream.h @ b792d57	11425	337888626cd74956339dfc1b5125de8e867fa55ebd24a3e257cf7a4ef24c1d5f	
mac_lod_bench_src/third_party/aether_pointcloud_lod/src/DEVIATIONS.md	<BENCH>/third_party/aether_pointcloud_lod/src/DEVIATIONS.md @ b792d57	12247	36a06fab81607291bb990920fd6d0c962f73f74fe7549b630adbc7c5f290491e	
mac_lod_bench_src/third_party/aether_pointcloud_lod/src/octree.cpp	<BENCH>/third_party/aether_pointcloud_lod/src/octree.cpp @ b792d57	12384	ecfc3a7940dd82dbec4977f0a10f0c9a05e3eebb99ffb0aacf2b56a9dc9be0f6	
mac_lod_bench_src/third_party/aether_pointcloud_lod/src/select.cpp	<BENCH>/third_party/aether_pointcloud_lod/src/select.cpp @ b792d57	6868	fc31045cd8a536c9d29d2de70989d6e0fc1f5af2d4ca5dd167cdaf43680f0872	
mac_lod_bench_src/third_party/aether_pointcloud_lod/src/stream.cpp	<BENCH>/third_party/aether_pointcloud_lod/src/stream.cpp @ b792d57	11520	6e23363c57e9e3a9fd2575852e15c796c26d5a2f0239412f702600b0f1b80b44	
mac_lod_bench_src/third_party/aether_pointcloud_lod/third_party/nlohmann/LICENSE	<BENCH>/third_party/aether_pointcloud_lod/third_party/nlohmann/LICENSE @ b792d57	1076	86b998c792894ccb911a1cb7994f7a9652894e7a094c0b5e45be2f553f45cf14	
mac_lod_bench_src/third_party/aether_pointcloud_lod/third_party/nlohmann/json.hpp	<BENCH>/third_party/aether_pointcloud_lod/third_party/nlohmann/json.hpp @ b792d57	919975	9bea4c8066ef4a1c206b2be5a36302f8926f7fdc6087af5d20b417d0cf103ea6	
mac_lod_bench_src/third_party/aether_pointcloud_lod/upstream_licenses/REVISIONS.txt	<BENCH>/third_party/aether_pointcloud_lod/upstream_licenses/REVISIONS.txt @ b792d57	236	7a5becb92467fadef04496fcbae2afc1a923df29996b5d2f1600c99500e3b35c	
mac_lod_bench_src/third_party/aether_pointcloud_lod/upstream_licenses/cesium.LICENSE.md	<BENCH>/third_party/aether_pointcloud_lod/upstream_licenses/cesium.LICENSE.md @ b792d57	55679	721844bc0cdaa9b1a9a145dbca1f981e2de15a7e200a5d1fd9f5f1eed8e5d030	
mac_lod_bench_src/third_party/aether_pointcloud_lod/upstream_licenses/potree.LICENSE	<BENCH>/third_party/aether_pointcloud_lod/upstream_licenses/potree.LICENSE @ b792d57	1571	e90db66e74cd5888d5bd8e254929f74835997f336d25372fcb824a7be53baf20	
mac_lod_bench_src/third_party/aether_pointcloud_lod/upstream_licenses/potreeconverter.LICENSE	<BENCH>/third_party/aether_pointcloud_lod/upstream_licenses/potreeconverter.LICENSE @ b792d57	1267	37fa9d7bd72c9e2ebfbc5e3414ac0868dee7df67224939f2aac8565b8f10e913	
mac_lod_bench_src/third_party/aether_pointcloud_lod/upstream_licenses/threejs.LICENSE	<BENCH>/third_party/aether_pointcloud_lod/upstream_licenses/threejs.LICENSE @ b792d57	1081	8b378ebe60e2fe500158cb0ac71cb5e8b7d92953c2abcc63a0eb90499653b5bc	
review_cache_sha_map.txt	(written at archive time)	76	1f42f6ddd0e66c30309ac5b6b10cdd0c94fe5954f25c60e5f3a1af87fc088216	
-	~/Developer/pw_builds_20260904/Runner-169-review-cloud-cache.app	279166976	-	DELETED. Never installed (void). Source: pocketworld snapshot/review-cache-169-170 @ 4a2c18d (same tree as local 87b33dc). Per-file sha256 list: Runner-169.sha256manifest.txt
-	~/Developer/pw_builds_20260904/Runner-171-lod-viewer.app	279851008	-	DELETED. Was production 09-24 19:xx, superseded by 172/174. Source: pocketworld feat/lod-on-dense-168 @ 04d7353 + tool/pw_171_assemble_on_168.sh on the kept 168 package; engine Aether3D 72ee817. Per-file sha256: lod171_after_0924_snapshot/Runner-171.sha256manifest.txt
-	~/Developer/pw_builds_20260904/Runner-172-reopen-tree-or-sparse.app	279851008	-	DELETED. Was production, superseded by 174. Source: pocketworld feat/lod-on-dense-168 @ 5ca138c (same tree as local cc42c0f). Per-file sha256: lod171_after_0924_snapshot/Runner-172.sha256manifest.txt
-	~/Developer/pw_builds_20260904/Runner-173-dpr-and-container-identity.app	279851008	-	DELETED. Void, never installed. Local source 2982b1f was not pushed (it carried a real app-container UUID); its changes are folded into 174 (ac44b50/de0dad1). Per-file sha256: lod171_after_0924_snapshot/Runner-173.sha256manifest.txt
-	~/Developer/pw-review-cache-168/build/ios	1275043840	-	DELETED. Flutter/Xcode build output of 171-174 in the product worktree; rebuild with tool/pw_ios_release_build.sh
-	~/Developer/pw-review-cache-168/build/pw169_artifacts	202895360	-	DELETED. Staged App.framework etc. for 169/170; rebuild from pocketworld snapshot/review-cache-169-170
-	~/Developer/pw-review-cache-168/build/pw170_artifacts	101466112	-	DELETED. Staged App.framework etc. for 169/170; rebuild from pocketworld snapshot/review-cache-169-170
-	~/Library/Developer/Xcode/DerivedData/Runner-bojnusfzmsiovhdlvbipdkxelgzy	326131712	-	DELETED. Xcode intermediates of the product worktree
-	~/Developer/pw_lod_data/oct_prod	652750848	-	DELETED. Potree 2.0 octree of pc_t3_36M (36,232,793 points). Source PLY ~/Developer/pw_clouds_20260923/pc_t3_ep0_36M.ply is kept (same point count). metadata.json/log.txt and sha256 are in data/lod_session_archive_2026_09_24/plans_and_contract/. Rebuild with PotreeConverter 2.x or Aether3D feat/pointcloud-lod-build
-	~/Developer/pw_splat_ab_bench/build	108425216	-	DELETED. xcodebuild output; source = mac_lod_bench_src/ here and the local repo
-	~/Developer/pw_splat_ab_bench/build_lod	81829888	-	DELETED. xcodebuild output; source = mac_lod_bench_src/ here and the local repo
-	<SP>/lod171/b172	185028608	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/b173	101531648	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/b174	101531648	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/control3	184352768	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/candidate	314851328	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/cmp	71143424	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/stale_spm_state	1093632	-	DELETED. Unpacked packages / control builds used for the 171-174 pre-install checks; their results are in lod171_after_0924_snapshot/
-	<SP>/lod171/test_*.jsonl, build_control2.log (8 files)	-	-	DELETED. Raw flutter-test event streams and one full build log; the per-run summaries test_*_results.json and .rc are archived
