#t[s:double],filename[string]
129893.007208041,129893007208041.png
129893.040534125,129893040534125.png
129893.073860250,129893073860250.png
129893.107186458,129893107186458.png
129893.140512250,129893140512250.png
129893.173838291,129893173838291.png
129893.207164500,129893207164500.png
129893.240490500,129893240490500.png
129893.273816583,129893273816583.png
129893.307142708,129893307142708.png
129893.340468541,129893340468541.png
129893.373794666,129893373794666.png
129893.407120875,129893407120875.png
129893.440446833,129893440446833.png
129893.473772833,129893473772833.png
129893.507098791,129893507098791.png
129893.540425000,129893540425000.png
129893.573750958,129893573750958.png
129893.607076958,129893607076958.png
129893.640403125,129893640403125.png
129893.673729083,129893673729083.png
129893.707055166,129893707055166.png
129893.740381166,129893740381166.png
129893.773707166,129893773707166.png
129893.807033291,129893807033291.png
129893.840359333,129893840359333.png
129893.873685416,129893873685416.png
129893.907011375,129893907011375.png
129893.940337500,129893940337500.png
129893.973663541,129893973663541.png
129894.006989708,129894006989708.png
129894.040315750,129894040315750.png
129894.073641583,129894073641583.png
129894.106967666,129894106967666.png
129894.140293708,129894140293708.png
129894.173619958,129894173619958.png
129894.206945958,129894206945958.png
129894.240271833,129894240271833.png
129894.273597916,129894273597916.png
129894.306924000,129894306924000.png
129894.340250208,129894340250208.png
129894.373576166,129894373576166.png
129894.406902333,129894406902333.png
129894.440228208,129894440228208.png
129894.473554375,129894473554375.png
129894.506880333,129894506880333.png
129894.540206458,129894540206458.png
129894.573532583,129894573532583.png
129894.606858416,129894606858416.png
129894.640184458,129894640184458.png
129894.673510666,129894673510666.png
129894.706836625,129894706836625.png
129894.740162708,129894740162708.png
129894.773489000,129894773489000.png
129894.806814750,129894806814750.png
129894.840140875,129894840140875.png
129894.873466958,129894873466958.png
129894.906793000,129894906793000.png
129894.940119083,129894940119083.png
129894.973445000,129894973445000.png
129895.006771041,129895006771041.png
129895.040097125,129895040097125.png
129895.073423208,129895073423208.png
129895.106749208,129895106749208.png
129895.140075333,129895140075333.png
129895.173401291,129895173401291.png
129895.206727375,129895206727375.png
129895.240053416,129895240053416.png
129895.273379583,129895273379583.png
129895.306705583,129895306705583.png
129895.340031541,129895340031541.png
129895.373357625,129895373357625.png
129895.406683583,129895406683583.png
129895.440009791,129895440009791.png
129895.473335791,129895473335791.png
129895.506662000,129895506662000.png
129895.539987791,129895539987791.png
129895.573313958,129895573313958.png
129895.606639916,129895606639916.png
129895.639966125,129895639966125.png
129895.673292125,129895673292125.png
129895.706618083,129895706618083.png
129895.739944083,129895739944083.png
129895.773270208,129895773270208.png
129895.806596208,129895806596208.png
129895.839922333,129895839922333.png
129895.873248500,129895873248500.png
129895.906574416,129895906574416.png
129895.939900458,129895939900458.png
129895.973226458,129895973226458.png
129896.006552541,129896006552541.png
129896.039878791,129896039878791.png
129896.073204666,129896073204666.png
129896.106530708,129896106530708.png
129896.139856833,129896139856833.png
129896.173182833,129896173182833.png
129896.206509000,129896206509000.png
129896.239835000,129896239835000.png
129896.273160875,129896273160875.png
129896.306487000,129896306487000.png
129896.339813166,129896339813166.png
129896.373139208,129896373139208.png
129896.406465291,129896406465291.png
129896.439791166,129896439791166.png
129896.473117291,129896473117291.png
129896.506443291,129896506443291.png
129896.539769333,129896539769333.png
129896.573095458,129896573095458.png
129896.606421583,129896606421583.png
129896.639747416,129896639747416.png
129896.673073666,129896673073666.png
129896.706399625,129896706399625.png
129896.739725750,129896739725750.png
129896.773051708,129896773051708.png
129896.806377791,129896806377791.png
129896.839703750,129896839703750.png
129896.873029833,129896873029833.png
129896.906355958,129896906355958.png
129896.939682041,129896939682041.png
129896.973008083,129896973008083.png
129897.006333958,129897006333958.png
129897.039660125,129897039660125.png
129897.072986291,129897072986291.png
129897.106312250,129897106312250.png
129897.139638416,129897139638416.png
129897.172964333,129897172964333.png
129897.206290333,129897206290333.png
129897.239616458,129897239616458.png
129897.272942500,129897272942500.png
129897.306268500,129897306268500.png
129897.339594625,129897339594625.png
129897.372920583,129897372920583.png
129897.406246708,129897406246708.png
129897.439572708,129897439572708.png
129897.472898875,129897472898875.png
129897.506224916,129897506224916.png
129897.539550875,129897539550875.png
129897.572876833,129897572876833.png
129897.606202958,129897606202958.png
129897.639529041,129897639529041.png
129897.672855166,129897672855166.png
129897.706181083,129897706181083.png
129897.739507208,129897739507208.png
129897.772833250,129897772833250.png
129897.806159250,129897806159250.png
129897.839485291,129897839485291.png
129897.872811458,129897872811458.png
129897.906137416,129897906137416.png
129897.939463458,129897939463458.png
129897.972789583,129897972789583.png
129898.006115625,129898006115625.png
129898.039441666,129898039441666.png
129898.072767666,129898072767666.png
129898.106093666,129898106093666.png
129898.139419708,129898139419708.png
129898.172745875,129898172745875.png
129898.206071875,129898206071875.png
129898.239398041,129898239398041.png
129898.272723791,129898272723791.png
129898.306050041,129898306050041.png
129898.339376000,129898339376000.png
129898.372702166,129898372702166.png
129898.406028208,129898406028208.png
129898.439354291,129898439354291.png
129898.472680208,129898472680208.png
129898.506006250,129898506006250.png
129898.539332291,129898539332291.png
129898.572658208,129898572658208.png
129898.605984583,129898605984583.png
129898.639310333,129898639310333.png
129898.672636375,129898672636375.png
129898.705962500,129898705962500.png
129898.739288625,129898739288625.png
129898.772614666,129898772614666.png
129898.805940833,129898805940833.png
129898.839266833,129898839266833.png
129898.872592666,129898872592666.png
129898.905918875,129898905918875.png
129898.939245000,129898939245000.png
129898.972571000,129898972571000.png
129899.005896958,129899005896958.png
129899.039223125,129899039223125.png
129899.072549125,129899072549125.png
129899.105875166,129899105875166.png
129899.139201333,129899139201333.png
129899.172527375,129899172527375.png
129899.205853250,129899205853250.png
129899.239179291,129899239179291.png
129899.272505458,129899272505458.png
129899.305831541,129899305831541.png
129899.339157541,129899339157541.png
129899.372483541,129899372483541.png
129899.405809541,129899405809541.png
129899.439135666,129899439135666.png
129899.472461750,129899472461750.png
129899.505787833,129899505787833.png
129899.539114000,129899539114000.png
129899.572439916,129899572439916.png
129899.605765958,129899605765958.png
129899.639092125,129899639092125.png
129899.672418125,129899672418125.png
129899.705744125,129899705744125.png
129899.739070083,129899739070083.png
129899.772396208,129899772396208.png
129899.805722208,129899805722208.png
129899.839048250,129899839048250.png
129899.872374458,129899872374458.png
129899.905700458,129899905700458.png
129899.939026583,129899939026583.png
129899.972352500,129899972352500.png
129900.005678666,129900005678666.png
129900.039004708,129900039004708.png
129900.072330541,129900072330541.png
129900.105656666,129900105656666.png
129900.138982750,129900138982750.png
129900.172308875,129900172308875.png
129900.205634916,129900205634916.png
129900.238961000,129900238961000.png
129900.272287000,129900272287000.png
129900.305613000,129900305613000.png
129900.338938958,129900338938958.png
129900.372265041,129900372265041.png
129900.405591291,129900405591291.png
129900.438917208,129900438917208.png
129900.472243166,129900472243166.png
129900.505569291,129900505569291.png
129900.538895250,129900538895250.png
129900.572221500,129900572221500.png
129900.605547416,129900605547416.png
129900.638873583,129900638873583.png
129900.672199583,129900672199583.png
129900.705525541,129900705525541.png
129900.738851708,129900738851708.png
129900.772177708,129900772177708.png
129900.805503791,129900805503791.png
129900.838829875,129900838829875.png
129900.872155708,129900872155708.png
129900.905481916,129900905481916.png
129900.938807916,129900938807916.png
129900.972134083,129900972134083.png
129901.005460000,129901005460000.png
129901.038786041,129901038786041.png
129901.072112083,129901072112083.png
129901.105438208,129901105438208.png
129901.138764291,129901138764291.png
129901.172090375,129901172090375.png
129901.205416250,129901205416250.png
129901.238742333,129901238742333.png
129901.272068458,129901272068458.png
129901.305394583,129901305394583.png
129901.338720583,129901338720583.png
129901.372046791,129901372046791.png
129901.405372541,129901405372541.png
129901.438698750,129901438698750.png
129901.472024750,129901472024750.png
129901.505350916,129901505350916.png
129901.538676916,129901538676916.png
129901.572002791,129901572002791.png
129901.605328916,129901605328916.png
129901.638654958,129901638654958.png
129901.671981041,129901671981041.png
129901.705307250,129901705307250.png
129901.738633208,129901738633208.png
129901.771959125,129901771959125.png
129901.805285208,129901805285208.png
129901.838611375,129901838611375.png
129901.871937458,129901871937458.png
129901.905263375,129901905263375.png
129901.938589291,129901938589291.png
129901.971915500,129901971915500.png
129902.005241583,129902005241583.png
129902.038567666,129902038567666.png
129902.071893791,129902071893791.png
129902.105219833,129902105219833.png
129902.138545791,129902138545791.png
129902.171871833,129902171871833.png
129902.205197875,129902205197875.png
129902.238524000,129902238524000.png
129902.271850083,129902271850083.png
129902.305175916,129902305175916.png
129902.338502041,129902338502041.png
129902.371828041,129902371828041.png
129902.405154166,129902405154166.png
129902.438480166,129902438480166.png
129902.471806333,129902471806333.png
129902.505132333,129902505132333.png
129902.538458333,129902538458333.png
129902.571784458,129902571784458.png
129902.605110541,129902605110541.png
129902.638436666,129902638436666.png
129902.671762458,129902671762458.png
129902.705088583,129902705088583.png
129902.738414666,129902738414666.png
129902.771740625,129902771740625.png
129902.805066833,129902805066833.png
129902.838392916,129902838392916.png
129902.871718750,129902871718750.png
129902.905044916,129902905044916.png
129902.938370916,129902938370916.png
129902.971697083,129902971697083.png
129903.005023125,129903005023125.png
129903.038349000,129903038349000.png
129903.071675291,129903071675291.png
129903.105001416,129903105001416.png
129903.138327500,129903138327500.png
129903.171653416,129903171653416.png
129903.204979583,129903204979583.png
129903.238305416,129903238305416.png
129903.271631458,129903271631458.png
129903.304957500,129903304957500.png
129903.338283750,129903338283750.png
129903.371609583,129903371609583.png
129903.404935708,129903404935708.png
129903.438261666,129903438261666.png
129903.471587833,129903471587833.png
129903.504913916,129903504913916.png
129903.538239875,129903538239875.png
129903.571565958,129903571565958.png
129903.604892000,129903604892000.png
129903.638217916,129903638217916.png
129903.671544000,129903671544000.png
129903.704870208,129903704870208.png
129903.738196208,129903738196208.png
129903.771522208,129903771522208.png
129903.804848208,129903804848208.png
129903.838174250,129903838174250.png
129903.871500416,129903871500416.png
129903.904826583,129903904826583.png
129903.938152708,129903938152708.png
129903.971478500,129903971478500.png
129904.004804500,129904004804500.png
129904.038130625,129904038130625.png
129904.071456708,129904071456708.png
129904.104782833,129904104782833.png
129904.138108666,129904138108666.png
129904.171434791,129904171434791.png
129904.204760791,129904204760791.png
129904.238086916,129904238086916.png
129904.271413083,129904271413083.png
129904.304739041,129904304739041.png
129904.338064958,129904338064958.png
129904.371391041,129904371391041.png
129904.404717166,129904404717166.png
129904.438043291,129904438043291.png
129904.471369291,129904471369291.png
129904.504695250,129904504695250.png
129904.538021250,129904538021250.png
129904.571347500,129904571347500.png
129904.604673416,129904604673416.png
129904.637999666,129904637999666.png
129904.671325750,129904671325750.png
129904.704651708,129904704651708.png
129904.737977625,129904737977625.png
129904.771303708,129904771303708.png
129904.804629708,129904804629708.png
129904.837955833,129904837955833.png
129904.871281875,129904871281875.png
129904.904607791,129904904607791.png
129904.937933875,129904937933875.png
129904.971260125,129904971260125.png
129905.004586083,129905004586083.png
129905.037912166,129905037912166.png
129905.071238041,129905071238041.png
129905.104564125,129905104564125.png
129905.137890250,129905137890250.png
129905.171216291,129905171216291.png
129905.204542375,129905204542375.png
129905.237868375,129905237868375.png
129905.271194541,129905271194541.png
129905.304520583,129905304520583.png
129905.337846541,129905337846541.png
129905.371172666,129905371172666.png
129905.404498833,129905404498833.png
129905.437824583,129905437824583.png
129905.471150708,129905471150708.png
129905.504476791,129905504476791.png
129905.537802916,129905537802916.png
129905.571128958,129905571128958.png
129905.604454833,129905604454833.png
129905.637781041,129905637781041.png
129905.671107000,129905671107000.png
129905.704433041,129905704433041.png
129905.737759208,129905737759208.png
129905.771085416,129905771085416.png
129905.804411166,129905804411166.png
129905.837737250,129905837737250.png
129905.871063416,129905871063416.png
129905.904389416,129905904389416.png
129905.937715666,129905937715666.png
129905.971041500,129905971041500.png
129906.004367666,129906004367666.png
129906.037693791,129906037693791.png
129906.071019833,129906071019833.png
129906.104345791,129906104345791.png
129906.137671875,129906137671875.png
129906.170997791,129906170997791.png
129906.204323875,129906204323875.png
129906.237649833,129906237649833.png
129906.270976041,129906270976041.png
129906.304302250,129906304302250.png
129906.337628083,129906337628083.png
129906.370954250,129906370954250.png
129906.404280166,129906404280166.png
129906.437606208,129906437606208.png
129906.470932416,129906470932416.png
129906.504258458,129906504258458.png
129906.537584375,129906537584375.png
129906.570910416,129906570910416.png
129906.604236541,129906604236541.png
129906.637562625,129906637562625.png
129906.670888708,129906670888708.png
129906.704214541,129906704214541.png
129906.737540750,129906737540750.png
129906.770866750,129906770866750.png
129906.804192791,129906804192791.png
129906.837518916,129906837518916.png
129906.870844875,129906870844875.png
129906.904170833,129906904170833.png
129906.937497000,129906937497000.png
129906.970823000,129906970823000.png
129907.004149166,129907004149166.png
129907.037475208,129907037475208.png
129907.070801166,129907070801166.png
129907.104127166,129907104127166.png
129907.137453291,129907137453291.png
129907.170779333,129907170779333.png
129907.204105416,129907204105416.png
129907.237431583,129907237431583.png
129907.270757416,129907270757416.png
129907.304083500,129907304083500.png
129907.337409583,129907337409583.png
129907.370735666,129907370735666.png
129907.404061833,129907404061833.png
129907.437387625,129907437387625.png
129907.470713750,129907470713750.png
129907.504039875,129907504039875.png
129907.537365916,129907537365916.png
129907.570692041,129907570692041.png
129907.604018083,129907604018083.png
129907.637344083,129907637344083.png
129907.670670000,129907670670000.png
129907.703996208,129907703996208.png
129907.737322208,129907737322208.png
129907.770648416,129907770648416.png
129907.803974208,129907803974208.png
129907.837300291,129907837300291.png
