archive_path	original_path	sha256	bytes
ak2/v1_ups.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/ak2/v1_ups.py	dfa4a072f76b6a023148f0cb080d061f110208399f7d312f145f9a936ab979fe	763
box_taiwan/drain_resume.sh	root@211.21.106.81:/root/drain_resume.sh	afeb566b5067ef877c4da8ba179e9be9353a6e26b9c43431ffaa21604a021b69	1516
box_taiwan/ig7_c_finish.sh	root@211.21.106.81:/root/ig7_c_finish.sh	687ed5d1cc4c70f0be6e42ee6d8685155185f758df4c0ed02e84afc571f0737d	1409
box_taiwan/ig7_coarse_timeout.sh	root@211.21.106.81:/root/ig7_coarse_timeout.sh	0c9452bf73b88fd8e514d351a1e75dfa9dfbe59f8d4b62a9a2699f5faa560dfd	722
box_taiwan/ig7_d_finish.sh	root@211.21.106.81:/root/ig7_d_finish.sh	ae9131defda95f7a07d06a7fd6d498bac886bda011ed1b6759eb597d05be80a5	1409
box_taiwan/ig7_e_finish.sh	root@211.21.106.81:/root/ig7_e_finish.sh	93b5108d720e5d182486e2b5d27c2823bc374fbf3b2fdea02913afa741d06af5	1434
box_taiwan/ig7_multi.sh	root@211.21.106.81:/root/ig7_multi.sh	3c4e69068e336ed5a583500a2f6f109b885dd0a942606ebfc828ca019cd65295	2139
box_taiwan/ig7_official.sh	root@211.21.106.81:/root/ig7_official.sh	e9e30abc61e93185619e460f447c194414baf3671907036006565d2401bbc892	6140
box_taiwan/ig7_render.sh	root@211.21.106.81:/root/ig7_render.sh	4e94e129f5bd7e648c4ecb9e42615c789a34334161b4a480ac0206065d6bafcc	12931
box_taiwan/infinigen_pr506_decorate.diff	root@211.21.106.81:/root/infinigen_pr506_decorate.diff	1ed2d116bd38440ba49cab80600ad93741f7e40dcfd1e532980368f417059d46	1343
box_taiwan/infinigen_to_blend.py	root@211.21.106.81:/root/infinigen_to_blend.py	6bc634be9b9c86cc29a70ff464862f6bbe31ca9f167dbfc91990773f3e5d5e5b	43041
box_taiwan/mkcmp.py	root@211.21.106.81:/root/mkcmp.py	41000a6ca9fa95978508fa695063e34283eeceb86ff65b31e31889a5074ba11e	2220
box_taiwan/wmgsheet.py	root@211.21.106.81:/root/wmgsheet.py	1a4f3ef3da089704e63b6f934e92f7d569c864455cee1dc7f3d7ec16e64df19b	1048
box_toolchain/_bk_domain_sampler.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/_bk_domain_sampler.py	96b2b5301a467706f2cfe0b692d4ace00f6a2214b0a18ef613ba60f99ff1c14a	4983
box_toolchain/_bk_train.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/_bk_train.py	1c00ae543bf02e6b18d602eabbad88e9016c9c11af439a07e6b7f87fd3531aa1	17430
box_toolchain/aa2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/aa2.py	38ee1816e0ccc334907c6e7d78915a7af163909a5284dfb20d6a17df2353902b	1717
box_toolchain/aa_test.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/aa_test.py	304b29ef3553df2226b7a4ab5f4eafab6c7f8503ad47fda50b73fd17b1dc223f	2291
box_toolchain/accept.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/accept.py	9476df18b8c536d531ce752ec23de7241eec2f629d4b11edbdea83aa0b7ffc77	5980
box_toolchain/adapt_filter.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/adapt_filter.py	0af031ba9404c0bacf4097205e007d09ba4c61b8cfa0d9ca23d4bd0080fdf0f0	2766
box_toolchain/adaptrun.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/adaptrun.sh	a33917bf4e72ee01c650e9c8fc7b93d7379b43670fdbef0ae39881a303bcd48d	3227
box_toolchain/ak2_batch.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_batch.sh	6a95be018e53e3835bf1a274c127efd2c0829c50310eab949a24163ec34d47ef	2646
box_toolchain/ak2_fetch.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_fetch.sh	2df5b3c7abb29c384b2febd6a267f0af394b40321f8c6dd2040fdf8b0ab07f5c	1327
box_toolchain/ak2_hr_census.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_hr_census.sh	a2cb01ca6064076070734d1950453189bfe003044b1f43ad52da935f7c30205d	1142
box_toolchain/ak2_pilot.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_pilot.sh	ea3761cf3f7e933d8e34905a78f9cca5a28ac6b43731a66ac63a60ad175c26a5	1279
box_toolchain/ak2_project.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_project.py	5a7bfb5578dd8f4eacad40cc8fd2bc5a7c079d4cf8f07323f6e748adbee5b5c9	2895
box_toolchain/ak2_project.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_project.sh	c5fed06591b259be47c2b2c40189db6fd6490d23c38ab1d2f661559de0dd2635	1017
box_toolchain/ak2_project2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_project2.py	b08ea6e73a927c15e5dc5085c237df62f576ea0ebc474a830a607ba66f17f2da	3824
box_toolchain/ak2_run_all.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_run_all.sh	e10079e32d3185e4f51ebb5f113f59d36154b1cc086c39a2b39d73fdf598eff0	610
box_toolchain/ak2_sizes.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak2_sizes.sh	41591a42f5c424c0ce08b9ddbd48cbbd0b7209fb44cef2fe776aab5953b917db	555
box_toolchain/ak_photo_probe.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak_photo_probe.py	5dcd1054ec90014fbc39c17ab710b90b0f627eb12d963facc52b0df81bb4b508	6642
box_toolchain/ak_pose_interp.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak_pose_interp.py	6f832aff96cbbb1e34a92487e493167f70e34c61e6895fa71a4d95090f6e0c4c	5201
box_toolchain/ak_pose_interp_check.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak_pose_interp_check.py	4a5929a12ab495e272b6751a57121bfef95856023f1333a7c9e8166262df39fa	6206
box_toolchain/ak_v2_probe.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/ak_v2_probe.py	dbbf0f1ae79208698d217d6ca8bf3b2ec5173a89c133bab2028453ac02d01dac	8911
box_toolchain/align_C.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/align_C.py	39b76b7b2300bfdbafc48f01d7ea8971797f77728279562599865ea9f6729d04	1966
box_toolchain/allgeom.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/allgeom.sh	65fff4a3f51e2249a336d39973112bf1a7c03d1cb06c472b17937037a8ecd482	651
box_toolchain/allholes.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/allholes.sh	e57016a8aaf4f1740629ea6a6fcbe7db403b949d630721decb80fbcd2a180d2c	274
box_toolchain/apde_page.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/apde_page.sh	99a5ee1476f368b072541ca5fc31819528d054b77800daebe3b8943b3714ae35	883
box_toolchain/apply_gc_patch.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/apply_gc_patch.py	49ecf2a5d5fc972cf61e402b9c2a50f0de582107a793da05f166ca667a55aacf	12853
box_toolchain/arkit2blend.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/arkit2blend.py	2bc55ca6536c7da6f6ba89b34962b4911e81d868c5baa52613ba43e9c040ff15	8158
box_toolchain/arkit2blend_v2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/arkit2blend_v2.py	ce2a6883ed6421457f705c9ac646f85fd18510b4b01aeff3c19759c57ab0e4a4	17240
box_toolchain/arkit_all.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/arkit_all.sh	5a2cb2350d70b3d9c177b6f3f38d9b4bf9f1c342e874a5b53a8f2bf78fcb19d8	216
box_toolchain/arkit_stream.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/arkit_stream.sh	6dba4f19f9d5b00cf717e7c494a7e48c85a2750610263c86803cc3e652d04aca	1209
box_toolchain/arm2048.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/arm2048.sh	5e36eab4ad33857c4395402497c8950e4e39d460bf98f5ca77fd1c232083830d	1413
box_toolchain/aspect_probe.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/aspect_probe.py	ca52b86bb362d00ca907c999ce237f4f0c1c7631052064e1366431a47a218082	2679
box_toolchain/av32_build.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_build.sh	44ee7f773a3b3b6a9e961c7b5f6f3f8bbb456d86069685e1355d60e0efd2a626	708
box_toolchain/av32_build2.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_build2.sh	a1aa298a6d63137246b71b300b44c731de4beb9dfe6b4879605a9d72e7012d38	307
box_toolchain/av32_build3.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_build3.sh	e76ae7156754f280de5cd9167a0be2a2cf4631ac0a996fbadd4d0ca0c684d933	846
box_toolchain/av32_resume.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_resume.sh	c40342346d56ceecf4330307c86465ef94093186ed1dbcd75c042e702908fb51	598
box_toolchain/av32_resume2.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_resume2.sh	c99bf727945c3256dd4b48d5c8194fb50a7dc8f740ea0846f611bf4dc8d05b83	291
box_toolchain/av32_resume3.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_resume3.sh	888f3b6f000b1436646218e841e69b2a98fcbf106b6e1130408feb7575ee2290	640
box_toolchain/av32_resume4.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_resume4.sh	b9f1aacce0278b3af2978c5a478ccc36cbe79484ea33a33d67ad00953d7a7ac1	676
box_toolchain/av32_resume5.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_resume5.sh	353f51eae8c6166d45afd86f154f265991335282ea99c93b25de0ad04c91281c	437
box_toolchain/av32_resume6.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/av32_resume6.sh	58b934660b8b08b70dea8f7216e4240f8844afbe130d5e90dac6926512082b6e	494
box_toolchain/bake_texrecon_vcol.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/bake_texrecon_vcol.py	56415206f3d733abfc8b4731cabb411606735c6fc433db37fdf6077c9f3e31b9	3433
box_toolchain/blender_colortest.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/blender_colortest.py	9c5726c5d09120ce19c229d40cf569824322dc42f06a8372664893361dbbf27a	2123
box_toolchain/blender_render.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/blender_render.py	e0ead225070d9ab56a8f522572b1e9a9656041715d00b4d9358571ff7b377e95	3214
box_toolchain/blender_render_hi.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/blender_render_hi.py	a40bf099baec9ddd13823ddf40326e201c15f0481c27f24bcf5232c6b52033aa	3231
box_toolchain/blendload.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/blendload.py	086bfdcddf96e331b34bb9665680f2c3f20d74bfddea88220c105ea791c9965e	944
box_toolchain/branch2.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/branch2.sh	f54ea72caa3e8e2f945e7ad1b33b81464214e19fd76bd36055a36e8fcf65e385	2319
box_toolchain/branchdiag.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/branchdiag.py	e14793801922424810ceb780b4f2aa18cb86dc4adc574a9ab4e1fe310c30b7cd	4089
box_toolchain/budget.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/budget.py	c81c41ccf8a06d1d07bad27dbf586b7a268022e58d5165dcdf6e2c89f20f42fb	1163
box_toolchain/build_apde.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_apde.sh	e325800b2ae62690cbc8236e9067079e58918ca13bc486bd0d905467f9063864	662
box_toolchain/build_colmap.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_colmap.sh	c9253b9b4b75cb3a5b1e62dc11de969995fae92bce223e54aa4340e53f22b923	631
box_toolchain/build_full_lists_v2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_full_lists_v2.py	79d36d896c84cfddeb25132ccd848ad06f3b10d8d36d57e1a2c9891d5fa04947	2419
box_toolchain/build_lists_v3.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_lists_v3.py	c280afbe6e4365c057770445c868f969980823f8c64c16261e16dfd847706329	3233
box_toolchain/build_page_cli.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_page_cli.py	ee40c6c6220ab62a16276cd983994c28619f19b4716ef9756a7c82980ce68b03	12783
box_toolchain/build_page_texmesh.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_page_texmesh.py	7cfd03d465e1e0abeb74905a8e546f09d06b495b5a37376dc2038325d8c90532	19403
box_toolchain/build_texrecon.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_texrecon.sh	20a6b1435ccd52e731e853065d7d75cfe56d0b2ce93436b24e139371e4153fee	2494
box_toolchain/build_val_domains.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_val_domains.py	a1e90533a47f85bcc90d543044957ae2622c43d757cb9a44d85feaafd9d6be95	3440
box_toolchain/build_ws.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/build_ws.py	3d79fbd22dc6e610f16e41061e6768400183e164abc4d70a08feaae19752759f	5043
box_toolchain/cmp_arms.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/cmp_arms.py	04a553b777b0ef1cf6c57c045f11d0f9ac96069309fd1f6d6a991acebc10504b	883
box_toolchain/colmap2mvsnet_np2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/colmap2mvsnet_np2.py	90845129263028116341043283ff54d4c8f61887bd3b713abb496c052c44207b	20764
box_toolchain/cov2048.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/cov2048.sh	8b3c719736915120cef1638a074b645fbe726c96b3a27c1052cafc285cbf8acd	179
box_toolchain/cover.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/cover.py	f567d2ee0bfe3e3ad0409567b5672ab9ace389bd9ebd8f6cf05f1e2377bf73ef	1202
box_toolchain/cover2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/cover2.py	47b35e95e3acc77412297360da85e000d18c804f5322b906eb425a26d1f96b6d	1142
box_toolchain/cover_gm.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/cover_gm.py	08f89b9c89ed737a349f67088a27f5af536f8b9a3c17eee326dfc5d76f508cc8	3456
box_toolchain/crop.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/crop.py	b474779c9d9ba78229cbbc82e7656174718074337e44a969e49fe64470f5e166	1641
box_toolchain/deps.sh	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/ef47df10-9073-4739-8f7b-206cc475c4fd/scratchpad/box_toolchain/deps.sh	b131ed94d68b86b08763032d1bff4cfce0a815af6de87b7211c2eb1cadcf023a	1169
