#t[s:double],filename[string]
131872.903889083,131872903889083.png
131872.937215291,131872937215291.png
131872.970541166,131872970541166.png
131873.003867250,131873003867250.png
131873.037193291,131873037193291.png
131873.070519583,131873070519583.png
131873.103845750,131873103845750.png
131873.137171708,131873137171707.png
131873.170497750,131873170497749.png
131873.203823833,131873203823833.png
131873.237150000,131873237150000.png
131873.270475958,131873270475958.png
131873.303802166,131873303802165.png
131873.337128208,131873337128207.png
131873.370454083,131873370454083.png
131873.403780416,131873403780416.png
131873.437106500,131873437106500.png
131873.470432583,131873470432583.png
131873.503758625,131873503758625.png
131873.537084666,131873537084666.png
131873.570410666,131873570410666.png
131873.603737000,131873603737000.png
131873.637062916,131873637062916.png
131873.670389041,131873670389041.png
131873.703715000,131873703715000.png
131873.737041083,131873737041082.png
131873.770367208,131873770367208.png
131873.803693250,131873803693250.png
131873.837019416,131873837019416.png
131873.870345750,131873870345750.png
131873.903671625,131873903671625.png
131873.936997666,131873936997666.png
131873.970323875,131873970323875.png
131874.003649958,131874003649958.png
131874.036976041,131874036976041.png
131874.070301916,131874070301916.png
131874.103628166,131874103628165.png
131874.136954166,131874136954166.png
131874.170280375,131874170280375.png
131874.203606458,131874203606458.png
131874.236932625,131874236932625.png
131874.270258541,131874270258540.png
131874.303584583,131874303584582.png
131874.336910875,131874336910874.png
131874.370236833,131874370236833.png
131874.403563083,131874403563083.png
131874.436889208,131874436889208.png
131874.470215000,131874470215000.png
131874.503541041,131874503541040.png
131874.536867250,131874536867249.png
131874.570193291,131874570193291.png
131874.603519541,131874603519541.png
131874.636845458,131874636845458.png
131874.670171583,131874670171583.png
131874.703497625,131874703497625.png
131874.736823708,131874736823708.png
131874.770149833,131874770149833.png
131874.803476083,131874803476083.png
131874.836801958,131874836801958.png
131874.870128125,131874870128125.png
131874.903454250,131874903454249.png
131874.936780416,131874936780416.png
131874.970106375,131874970106375.png
131875.003432375,131875003432375.png
131875.036758541,131875036758541.png
131875.070084791,131875070084790.png
131875.103410625,131875103410624.png
131875.136736833,131875136736833.png
131875.170062750,131875170062750.png
131875.203389000,131875203389000.png
131875.236715041,131875236715041.png
131875.270041166,131875270041165.png
131875.303367333,131875303367332.png
131875.336693416,131875336693416.png
131875.370019250,131875370019250.png
131875.403345500,131875403345500.png
131875.436671583,131875436671583.png
131875.469997750,131875469997750.png
131875.503323750,131875503323749.png
131875.536649833,131875536649833.png
131875.569975791,131875569975791.png
131875.603302041,131875603302041.png
131875.636628125,131875636628125.png
131875.669954125,131875669954125.png
131875.703280375,131875703280374.png
131875.736606291,131875736606291.png
131875.769932541,131875769932541.png
131875.803258583,131875803258583.png
131875.836584708,131875836584708.png
131875.869910833,131875869910832.png
131875.903236916,131875903236916.png
131875.936562791,131875936562791.png
131875.969888916,131875969888916.png
131876.003215041,131876003215041.png
131876.036541125,131876036541125.png
131876.069867291,131876069867291.png
131876.103193250,131876103193249.png
131876.136519416,131876136519416.png
131876.169845541,131876169845541.png
131876.203171708,131876203171708.png
131876.236497833,131876236497832.png
131876.269823750,131876269823749.png
131876.303149791,131876303149791.png
131876.336475833,131876336475833.png
131876.369801958,131876369801958.png
131876.403128166,131876403128166.png
131876.436454250,131876436454250.png
131876.469780208,131876469780207.png
131876.503106333,131876503106333.png
131876.536432291,131876536432291.png
131876.569758375,131876569758375.png
131876.603084625,131876603084625.png
131876.636410541,131876636410540.png
131876.669736666,131876669736666.png
131876.703062833,131876703062833.png
131876.736388916,131876736388916.png
131876.769715000,131876769715000.png
131876.803041166,131876803041165.png
131876.836367166,131876836367165.png
131876.869693291,131876869693291.png
131876.903019333,131876903019333.png
131876.936345541,131876936345541.png
131876.969671583,131876969671583.png
131877.002997583,131877002997583.png
131877.036323583,131877036323582.png
131877.069649833,131877069649833.png
131877.102975875,131877102975875.png
131877.136302000,131877136302000.png
131877.169628041,131877169628041.png
131877.202953958,131877202953958.png
131877.236280166,131877236280165.png
131877.269606375,131877269606374.png
131877.302932250,131877302932250.png
131877.336258583,131877336258583.png
131877.369584583,131877369584583.png
131877.402910583,131877402910583.png
131877.436236750,131877436236750.png
131877.469562875,131877469562874.png
131877.502888833,131877502888833.png
131877.536215041,131877536215041.png
131877.569541041,131877569541041.png
131877.602867208,131877602867208.png
131877.636193125,131877636193125.png
131877.669519416,131877669519416.png
131877.702845458,131877702845458.png
131877.736171583,131877736171583.png
131877.769497500,131877769497500.png
131877.802823666,131877802823665.png
131877.836149833,131877836149832.png
131877.869476000,131877869476000.png
131877.902802041,131877902802041.png
131877.936128083,131877936128083.png
131877.969454166,131877969454166.png
131878.002780291,131878002780290.png
131878.036106375,131878036106374.png
131878.069432458,131878069432458.png
131878.102758250,131878102758250.png
131878.136084500,131878136084500.png
131878.169410625,131878169410625.png
131878.202736875,131878202736875.png
131878.236062875,131878236062874.png
131878.269389000,131878269389000.png
131878.302714916,131878302714916.png
131878.336041041,131878336041041.png
131878.369367166,131878369367165.png
131878.402693291,131878402693290.png
131878.436019416,131878436019416.png
131878.469345541,131878469345541.png
131878.502671416,131878502671416.png
131878.535997500,131878535997500.png
131878.569323750,131878569323750.png
131878.602649875,131878602649875.png
131878.635975916,131878635975916.png
131878.669301875,131878669301875.png
131878.702627875,131878702627875.png
131878.735954166,131878735954166.png
131878.769280291,131878769280290.png
131878.802606375,131878802606374.png
131878.835932500,131878835932499.png
131878.869258375,131878869258375.png
131878.902584458,131878902584458.png
131878.935910666,131878935910666.png
131878.969236833,131878969236833.png
131879.002562791,131879002562791.png
131879.035888791,131879035888791.png
131879.069215000,131879069215000.png
131879.102541041,131879102541041.png
131879.135867125,131879135867125.png
131879.169193166,131879169193165.png
131879.202519458,131879202519457.png
131879.235845375,131879235845374.png
131879.269171458,131879269171458.png
131879.302497791,131879302497791.png
131879.335823791,131879335823791.png
131879.369150041,131879369150040.png
131879.402475875,131879402475874.png
131879.435801958,131879435801958.png
131879.469128083,131879469128083.png
131879.502454125,131879502454125.png
131879.535780291,131879535780290.png
131879.569106291,131879569106290.png
131879.602432291,131879602432291.png
131879.635758416,131879635758416.png
131879.669084500,131879669084500.png
131879.702410583,131879702410583.png
131879.735736708,131879735736708.png
131879.769062750,131879769062750.png
131879.802388791,131879802388791.png
131879.835714958,131879835714958.png
131879.869041000,131879869041000.png
131879.902367041,131879902367041.png
131879.935693208,131879935693208.png
131879.969019125,131879969019125.png
131880.002345333,131880002345333.png
131880.035671416,131880035671416.png
131880.068997500,131880068997500.png
131880.102323666,131880102323666.png
131880.135649583,131880135649583.png
131880.168975833,131880168975832.png
131880.202301916,131880202301916.png
131880.235627875,131880235627875.png
131880.268954083,131880268954083.png
131880.302280041,131880302280041.png
131880.335606125,131880335606125.png
131880.368932208,131880368932207.png
131880.402258375,131880402258374.png
131880.435584500,131880435584500.png
131880.468910708,131880468910708.png
131880.502236625,131880502236625.png
131880.535562666,131880535562665.png
131880.568888833,131880568888832.png
131880.602215041,131880602215041.png
131880.635541041,131880635541041.png
131880.668867083,131880668867083.png
131880.702193208,131880702193208.png
131880.735519208,131880735519208.png
131880.768845333,131880768845332.png
131880.802171500,131880802171500.png
131880.835497458,131880835497458.png
131880.868823541,131880868823541.png
131880.902149625,131880902149625.png
131880.935475916,131880935475915.png
131880.968801958,131880968801957.png
131881.002128041,131881002128041.png
131881.035454041,131881035454041.png
131881.068780125,131881068780125.png
131881.102106291,131881102106290.png
131881.135432375,131881135432375.png
131881.168758375,131881168758374.png
131881.202084500,131881202084500.png
131881.235410375,131881235410375.png
131881.268736666,131881268736666.png
131881.302062583,131881302062583.png
131881.335388875,131881335388875.png
131881.368714958,131881368714958.png
131881.402041083,131881402041083.png
131881.435367125,131881435367125.png
131881.468693250,131881468693250.png
131881.502019291,131881502019290.png
131881.535345375,131881535345375.png
131881.568671541,131881568671541.png
131881.601997458,131881601997458.png
131881.635323541,131881635323541.png
131881.668649625,131881668649625.png
131881.701975791,131881701975790.png
131881.735301958,131881735301957.png
131881.768627833,131881768627833.png
131881.801953958,131881801953958.png
131881.835280000,131881835280000.png
131881.868606208,131881868606208.png
131881.901932333,131881901932333.png
131881.935258500,131881935258499.png
131881.968584291,131881968584291.png
131882.001910458,131882001910458.png
131882.035236500,131882035236500.png
131882.068562750,131882068562750.png
131882.101888875,131882101888875.png
131882.135214958,131882135214957.png
131882.168540916,131882168540916.png
131882.201867041,131882201867041.png
131882.235193125,131882235193125.png
131882.268519333,131882268519333.png
131882.301845416,131882301845415.png
131882.335171291,131882335171291.png
131882.368497375,131882368497374.png
131882.401823583,131882401823583.png
131882.435149666,131882435149666.png
131882.468475791,131882468475791.png
131882.501801916,131882501801915.png
131882.535127875,131882535127874.png
131882.568454041,131882568454041.png
131882.601780041,131882601780041.png
131882.635106291,131882635106291.png
131882.668432416,131882668432415.png
131882.701758291,131882701758290.png
131882.735084291,131882735084291.png
131882.768410541,131882768410541.png
131882.801736541,131882801736541.png
131882.835062666,131882835062666.png
131882.868388833,131882868388833.png
131882.901714833,131882901714832.png
131882.935041000,131882935040999.png
131882.968367000,131882968367000.png
131883.001693208,131883001693208.png
131883.035019416,131883035019416.png
131883.068345291,131883068345290.png
131883.101671500,131883101671499.png
131883.134997458,131883134997458.png
131883.168323583,131883168323583.png
131883.201649833,131883201649833.png
131883.234975666,131883234975666.png
131883.268301791,131883268301790.png
131883.301627833,131883301627832.png
131883.334953958,131883334953958.png
131883.368280208,131883368280208.png
131883.401606250,131883401606250.png
131883.434932166,131883434932166.png
131883.468258250,131883468258250.png
131883.501584333,131883501584332.png
131883.534910583,131883534910583.png
131883.568236625,131883568236625.png
131883.601562750,131883601562750.png
131883.634888791,131883634888791.png
131883.668214750,131883668214750.png
131883.701540958,131883701540957.png
131883.734867041,131883734867041.png
131883.768193166,131883768193166.png
131883.801519250,131883801519250.png
131883.834845375,131883834845375.png
131883.868171416,131883868171415.png
131883.901497625,131883901497624.png
131883.934823666,131883934823666.png
131883.968149791,131883968149791.png
131884.001475708,131884001475708.png
131884.034801791,131884034801790.png
131884.068127833,131884068127832.png
131884.101453958,131884101453957.png
131884.134780166,131884134780166.png
131884.168106125,131884168106125.png
131884.201432291,131884201432291.png
131884.234758375,131884234758375.png
131884.268084583,131884268084582.png
131884.301410666,131884301410666.png
131884.334736750,131884334736750.png
131884.368062791,131884368062791.png
131884.401388791,131884401388791.png
131884.434714875,131884434714875.png
131884.468041041,131884468041041.png
131884.501367125,131884501367124.png
131884.534693041,131884534693041.png
131884.568019208,131884568019208.png
131884.601345375,131884601345375.png
131884.634671500,131884634671500.png
131884.667997541,131884667997541.png
131884.701323708,131884701323708.png
131884.734649583,131884734649583.png
131884.767975791,131884767975791.png
131884.801301791,131884801301791.png
131884.834628041,131884834628040.png
131884.867954166,131884867954166.png
131884.901280041,131884901280041.png
131884.934606083,131884934606083.png
131884.967932291,131884967932291.png
131885.001258458,131885001258458.png
131885.034584500,131885034584500.png
131885.067910666,131885067910666.png
131885.101236583,131885101236583.png
131885.134562791,131885134562791.png
131885.167888750,131885167888750.png
131885.201214875,131885201214875.png
131885.234541041,131885234541040.png
131885.267866958,131885267866957.png
131885.301193166,131885301193166.png
131885.334519250,131885334519250.png
131885.367845291,131885367845291.png
131885.401171583,131885401171583.png
131885.434497583,131885434497582.png
131885.467823500,131885467823499.png
131885.501149625,131885501149625.png
131885.534475791,131885534475791.png
131885.567801833,131885567801833.png
131885.601128083,131885601128083.png
131885.634453958,131885634453957.png
131885.667780125,131885667780124.png
131885.701106291,131885701106291.png
131885.734432333,131885734432333.png
131885.767758458,131885767758458.png
131885.801084583,131885801084583.png
131885.834410500,131885834410500.png
131885.867736666,131885867736666.png
131885.901062708,131885901062708.png
131885.934388750,131885934388750.png
131885.967715041,131885967715041.png
131886.001041000,131886001041000.png
131886.034367000,131886034366999.png
131886.067693166,131886067693166.png
131886.101019250,131886101019250.png
131886.134345416,131886134345416.png
131886.167671583,131886167671583.png
131886.200997458,131886200997458.png
131886.234323583,131886234323582.png
131886.267649708,131886267649708.png
131886.300975708,131886300975708.png
131886.334301875,131886334301875.png
131886.367627916,131886367627916.png
131886.400953958,131886400953957.png
131886.434280083,131886434280082.png
131886.467606291,131886467606291.png
131886.500932333,131886500932333.png
131886.534258458,131886534258458.png
131886.567584458,131886567584458.png
131886.600910625,131886600910625.png
131886.634236541,131886634236541.png
131886.667562791,131886667562791.png
131886.700888833,131886700888833.png
131886.734214958,131886734214958.png
131886.767540916,131886767540915.png
131886.800867125,131886800867125.png
131886.834193166,131886834193166.png
131886.867519250,131886867519250.png
131886.900845250,131886900845250.png
131886.934171333,131886934171333.png
131886.967497500,131886967497500.png
131887.000823625,131887000823625.png
131887.034149791,131887034149791.png
131887.067475916,131887067475916.png
131887.100801791,131887100801791.png
131887.134127958,131887134127958.png
131887.167453916,131887167453915.png
131887.200780166,131887200780166.png
131887.234106250,131887234106249.png
131887.267432333,131887267432333.png
131887.300758291,131887300758291.png
131887.334084416,131887334084416.png
131887.367410541,131887367410540.png
131887.400736750,131887400736749.png
131887.434062791,131887434062791.png
131887.467388791,131887467388791.png
131887.500714791,131887500714791.png
131887.534041000,131887534041000.png
131887.567367208,131887567367207.png
131887.600693125,131887600693124.png
131887.634019250,131887634019249.png
131887.667345208,131887667345208.png
131887.700671375,131887700671375.png
131887.733997458,131887733997458.png
131887.767323583,131887767323582.png
131887.800649708,131887800649707.png
131887.833975625,131887833975624.png
131887.867301791,131887867301791.png
131887.900627875,131887900627875.png
131887.933954166,131887933954165.png
131887.967280125,131887967280125.png
131888.000606125,131888000606124.png
131888.033932375,131888033932375.png
131888.067258375,131888067258375.png
131888.100584500,131888100584500.png
131888.133910541,131888133910540.png
131888.167236666,131888167236665.png
131888.200562666,131888200562666.png
131888.233888833,131888233888833.png
131888.267214875,131888267214875.png
131888.300541000,131888300541000.png
131888.333867208,131888333867208.png
131888.367193125,131888367193125.png
131888.400519250,131888400519249.png
131888.433845416,131888433845416.png
131888.467171416,131888467171416.png
131888.500497666,131888500497666.png
131888.533823666,131888533823665.png
131888.567149541,131888567149540.png
131888.600475833,131888600475833.png
131888.633801958,131888633801958.png
131888.667127916,131888667127916.png
131888.700454083,131888700454083.png
131888.733780208,131888733780207.png
131888.767106250,131888767106249.png
131888.800432291,131888800432291.png
131888.833758500,131888833758500.png
131888.867084625,131888867084625.png
131888.900410750,131888900410750.png
131888.933736625,131888933736625.png
131888.967062708,131888967062707.png
131889.000388833,131889000388833.png
131889.033715041,131889033715041.png
131889.067041208,131889067041208.png
131889.100367166,131889100367165.png
131889.133693041,131889133693040.png
131889.167019333,131889167019332.png
131889.200345375,131889200345375.png
131889.233671541,131889233671541.png
131889.266997583,131889266997583.png
131889.300323500,131889300323500.png
131889.333649708,131889333649707.png
131889.366975791,131889366975791.png
131889.400301958,131889400301958.png
131889.433628000,131889433628000.png
131889.466954166,131889466954166.png
131889.500280083,131889500280083.png
131889.533606250,131889533606250.png
131889.566932291,131889566932291.png
131889.600258375,131889600258375.png
131889.633584541,131889633584541.png
131889.666910541,131889666910541.png
131889.700236583,131889700236583.png
131889.733562833,131889733562832.png
131889.766889000,131889766888999.png
131889.800214958,131889800214958.png
131889.833541208,131889833541208.png
131889.866867000,131889866867000.png
131889.900193291,131889900193290.png
131889.933519375,131889933519374.png
131889.966845375,131889966845374.png
131890.000171541,131890000171541.png
131890.033497375,131890033497375.png
131890.066823708,131890066823708.png
131890.100149625,131890100149625.png
131890.133475833,131890133475832.png
131890.166801833,131890166801833.png
131890.200128041,131890200128041.png
131890.233454041,131890233454041.png
131890.266780166,131890266780166.png
131890.300106333,131890300106332.png
131890.333432416,131890333432416.png
131890.366758458,131890366758458.png
131890.400084375,131890400084375.png
131890.433410625,131890433410625.png
