#t[s:double],q.x[double],q.y[double],q.z[double],q.w[double],p.x[m:double],p.y[m:double],p.z[m:double]
131859.585318667,0.129723103,0.285865667,0.931255122,0.184978199,1.552183,1.035611,1.398721
131859.587818667,0.129831146,0.285971064,0.931180012,0.185118223,1.552485,1.035508,1.398821
131859.590318667,0.129886707,0.286063557,0.931103174,0.185320297,1.552731,1.035436,1.398880
131859.592818667,0.129996805,0.286171108,0.931023051,0.185477985,1.552971,1.035363,1.398920
131859.595318667,0.130172606,0.286298055,0.930929601,0.185632295,1.553223,1.035291,1.398992
131859.597818667,0.130237223,0.286474758,0.930837013,0.185777023,1.553485,1.035221,1.399047
131859.600318667,0.130345626,0.286174731,0.930856117,0.186067513,1.553680,1.035137,1.399038
131859.602818667,0.130503781,0.286316437,0.930764940,0.186194189,1.553954,1.035055,1.399110
131859.605318667,0.130619247,0.287007094,0.930536805,0.186187702,1.554275,1.035019,1.399273
131859.607818667,0.130744214,0.287215326,0.930405743,0.186438531,1.554489,1.034962,1.399332
131859.610318667,0.131180489,0.287344770,0.930287972,0.186516538,1.554700,1.034928,1.399325
131859.612818667,0.131278454,0.287651898,0.930144805,0.186690816,1.554962,1.034873,1.399410
131859.615318667,0.131425589,0.287894786,0.930022110,0.186825063,1.555277,1.034805,1.399521
131859.617818667,0.131153213,0.288157785,0.929945857,0.186986369,1.555604,1.034738,1.399680
131859.620318667,0.130699933,0.287959486,0.929981392,0.187434811,1.555742,1.034671,1.399647
131859.622818667,0.131111617,0.288200700,0.929825655,0.187549305,1.555981,1.034612,1.399678
131859.625318667,0.131354305,0.288530473,0.929644251,0.187771988,1.556251,1.034559,1.399767
131859.627818667,0.131730744,0.288984520,0.929439982,0.187818193,1.556618,1.034477,1.399963
131859.630318667,0.131806563,0.289189591,0.929336174,0.187964315,1.556990,1.034387,1.400161
131859.632818667,0.131986142,0.289397313,0.929204621,0.188166534,1.557260,1.034320,1.400249
131859.635318667,0.131992873,0.289677885,0.929074622,0.188375220,1.557527,1.034244,1.400352
131859.637818667,0.131923449,0.290087659,0.928913915,0.188582058,1.557796,1.034184,1.400475
131859.640318667,0.132147724,0.290289166,0.928786045,0.188746967,1.558049,1.034115,1.400533
131859.642818667,0.132182563,0.290399318,0.928696349,0.188994168,1.558302,1.034045,1.400613
131859.645318667,0.132259149,0.290239361,0.928666208,0.189335206,1.558494,1.033947,1.400615
131859.647818667,0.132648320,0.290306539,0.928531832,0.189619495,1.558678,1.033856,1.400595
131859.650318667,0.132351031,0.290585745,0.928447013,0.189811790,1.559093,1.033731,1.400846
131859.652818667,0.132310726,0.290725316,0.928354464,0.190081343,1.559333,1.033652,1.400928
131859.655318667,0.132341144,0.290802995,0.928255801,0.190421847,1.559599,1.033563,1.401017
131859.657818667,0.132258861,0.290783878,0.928207768,0.190739593,1.559813,1.033460,1.401038
131859.660318667,0.132355064,0.291383328,0.927975146,0.190893579,1.560140,1.033375,1.401225
131859.662818667,0.132935301,0.291505040,0.927816705,0.191073026,1.560365,1.033274,1.401260
131859.665318667,0.132628946,0.291633588,0.927752041,0.191404033,1.560667,1.033166,1.401410
131859.667818667,0.132520189,0.291649099,0.927686217,0.191776051,1.560858,1.033036,1.401414
131859.670318667,0.132475132,0.292109313,0.927492222,0.192041506,1.561083,1.032979,1.401491
131859.672818667,0.132950042,0.292292041,0.927347709,0.192136483,1.561474,1.032828,1.401688
131859.675318667,0.133116020,0.292325620,0.927262789,0.192377811,1.561778,1.032695,1.401794
131859.677818667,0.133234026,0.292461693,0.927140469,0.192680304,1.562038,1.032577,1.401878
131859.680318667,0.132913175,0.292075177,0.927181148,0.193292637,1.562231,1.032428,1.401872
131859.682818667,0.133062699,0.292597720,0.926961713,0.193450424,1.562498,1.032331,1.402004
131859.685318667,0.132611603,0.292014611,0.927070761,0.194116422,1.562633,1.032176,1.401933
131859.687818667,0.132712863,0.292040256,0.926971865,0.194479814,1.562877,1.032036,1.402009
131859.690318667,0.133373157,0.292738444,0.926634653,0.194586434,1.563316,1.031884,1.402296
131859.692818667,0.133846096,0.292829469,0.926459021,0.194961339,1.563604,1.031756,1.402419
131859.695318667,0.133920359,0.292987938,0.926346178,0.195206437,1.563879,1.031608,1.402504
131859.697818667,0.134362633,0.292998080,0.926209324,0.195538297,1.564099,1.031447,1.402531
131859.700318667,0.134399399,0.292945024,0.926115248,0.196038708,1.564300,1.031327,1.402551
131859.702818667,0.134677652,0.293265003,0.925937568,0.196209910,1.564605,1.031183,1.402669
131859.705318667,0.134299575,0.293265852,0.925916185,0.196566362,1.564942,1.031002,1.402839
131859.707818667,0.134395085,0.293356544,0.925806382,0.196881578,1.565231,1.030853,1.402940
131859.710318667,0.134503642,0.293540034,0.925663618,0.197207271,1.565499,1.030688,1.403017
131859.712818667,0.134741434,0.293452467,0.925553327,0.197689213,1.565694,1.030537,1.403036
131859.715318667,0.134892957,0.293593548,0.925441304,0.197899931,1.566032,1.030377,1.403170
131859.717818667,0.135047219,0.293415608,0.925390409,0.198297016,1.566251,1.030211,1.403181
131859.720318667,0.134782937,0.293623653,0.925288487,0.198644243,1.566593,1.030057,1.403338
131859.722818667,0.134854504,0.293698652,0.925189275,0.198947407,1.566882,1.029897,1.403437
131859.725318667,0.135238923,0.294121833,0.924946662,0.199186543,1.567134,1.029749,1.403503
131859.727818667,0.135657029,0.294092785,0.924852622,0.199385571,1.567414,1.029563,1.403545
131859.730318667,0.135211823,0.294532807,0.924722053,0.199642879,1.567825,1.029386,1.403818
131859.732818667,0.135333989,0.294750940,0.924584735,0.199874578,1.568102,1.029239,1.403907
131859.735318667,0.135429683,0.294398546,0.924608386,0.200220929,1.568351,1.029045,1.403894
131859.737818667,0.134997646,0.294433167,0.924577086,0.200604017,1.568557,1.028896,1.403917
131859.740318667,0.134995567,0.294310399,0.924540635,0.200953943,1.568888,1.028681,1.404021
131859.742818667,0.135515599,0.294425530,0.924380580,0.201171370,1.569140,1.028511,1.404045
131859.745318667,0.135724140,0.294844320,0.924176995,0.201352799,1.569594,1.028331,1.404340
131859.747818667,0.135807950,0.294622149,0.924155028,0.201720791,1.569834,1.028142,1.404347
131859.750318667,0.135058000,0.294621307,0.924193685,0.202050077,1.570029,1.027970,1.404324
131859.752818667,0.135123241,0.294709701,0.924095332,0.202325640,1.570350,1.027771,1.404424
131859.755318667,0.135671521,0.295258553,0.923853715,0.202260504,1.570810,1.027560,1.404668
131859.757818667,0.135390371,0.294834471,0.923941060,0.202668815,1.571019,1.027364,1.404628
131859.760318667,0.136103073,0.295267996,0.923706809,0.202629058,1.571487,1.027159,1.404875
131859.762818667,0.135847213,0.295205562,0.923709731,0.202879976,1.571724,1.026984,1.404881
131859.765318667,0.136299978,0.295118003,0.923612417,0.203145602,1.572068,1.026767,1.405000
131859.767818667,0.135951553,0.295131731,0.923581190,0.203502109,1.572286,1.026587,1.405002
131859.770318667,0.136712049,0.295060351,0.923444686,0.203713445,1.572629,1.026360,1.405084
131859.772818667,0.136187227,0.295049114,0.923467405,0.203977663,1.572972,1.026137,1.405201
131859.775318667,0.136241985,0.294964681,0.923436559,0.204201210,1.573294,1.025919,1.405277
131859.777818667,0.136350894,0.294994406,0.923370933,0.204382321,1.573642,1.025695,1.405392
131859.780318667,0.136450897,0.295080795,0.923274836,0.204626190,1.573946,1.025495,1.405471
131859.782818667,0.136430241,0.295105050,0.923218110,0.204861354,1.574248,1.025292,1.405535
131859.785318667,0.136421383,0.295027390,0.923198641,0.205067760,1.574601,1.025045,1.405631
131859.787818667,0.136409191,0.295112483,0.923135310,0.205237844,1.574899,1.024862,1.405709
131859.790318667,0.136527692,0.295143779,0.923046695,0.205512235,1.575190,1.024641,1.405764
131859.792818667,0.136576072,0.295193889,0.922959475,0.205799117,1.575509,1.024430,1.405861
131859.795318667,0.136587221,0.295203451,0.922896967,0.206056999,1.575829,1.024217,1.405934
131859.797818667,0.136405199,0.295149278,0.922859174,0.206426086,1.576158,1.023975,1.406042
131859.800318667,0.136533453,0.295173604,0.922759012,0.206754208,1.576475,1.023775,1.406108
131859.802818667,0.136465228,0.295167322,0.922697545,0.207083961,1.576779,1.023573,1.406199
131859.805318667,0.136579894,0.295244663,0.922584888,0.207396407,1.577077,1.023364,1.406279
131859.807818667,0.136689119,0.295242727,0.922493070,0.207735824,1.577383,1.023144,1.406362
131859.810318667,0.136655612,0.294981842,0.922493454,0.208127573,1.577659,1.022904,1.406376
131859.812818667,0.136950779,0.294989945,0.922369928,0.208468187,1.578016,1.022674,1.406502
131859.815318667,0.137134159,0.295316626,0.922193530,0.208667359,1.578388,1.022461,1.406639
131859.817818667,0.137272165,0.295524398,0.922020966,0.209042520,1.578714,1.022259,1.406759
131859.820318667,0.137447361,0.295353744,0.921941505,0.209518755,1.578978,1.022056,1.406772
131859.822818667,0.138112539,0.295353809,0.921724782,0.210036310,1.579187,1.021860,1.406752
131859.825318667,0.137717394,0.295700109,0.921577741,0.210450742,1.579445,1.021684,1.406808
131859.827818667,0.137344294,0.295771934,0.921500233,0.210933530,1.579884,1.021450,1.407035
131859.830318667,0.137123379,0.295084428,0.921596951,0.211615145,1.580079,1.021203,1.406958
131859.832818667,0.137448673,0.295464405,0.921329390,0.212039267,1.580427,1.021009,1.407112
131859.835318667,0.138192408,0.296133317,0.920970048,0.212183568,1.580935,1.020778,1.407419
131859.837818667,0.138339357,0.295930009,0.920898140,0.212685917,1.581116,1.020564,1.407330
131859.840318667,0.138176908,0.296275222,0.920717300,0.213089678,1.581508,1.020348,1.407498
131859.842818667,0.137926260,0.295748320,0.920757113,0.213809787,1.581692,1.020139,1.407443
131859.845318667,0.138210187,0.295816700,0.920585205,0.214274597,1.582021,1.019914,1.407534
131859.847818667,0.139122713,0.296768052,0.920118882,0.214371533,1.582539,1.019732,1.407863
131859.850318667,0.139852655,0.296943835,0.919857981,0.214773084,1.582851,1.019511,1.407906
131859.852818667,0.139979109,0.297105005,0.919668477,0.215277561,1.583216,1.019281,1.408063
131859.855318667,0.139760556,0.297216965,0.919591834,0.215593972,1.583661,1.019024,1.408253
131859.857818667,0.139721081,0.297329939,0.919447436,0.216076883,1.583935,1.018822,1.408295
131859.860318667,0.140031322,0.297583853,0.919219777,0.216494806,1.584321,1.018583,1.408450
131859.862818667,0.140474156,0.297590564,0.919059373,0.216878195,1.584608,1.018354,1.408478
131859.865318667,0.140568099,0.297610654,0.918932543,0.217325600,1.584946,1.018118,1.408554
131859.867818667,0.140260880,0.297587750,0.918906931,0.217666726,1.585345,1.017867,1.408703
131859.870318667,0.140528487,0.297779788,0.918724628,0.218002690,1.585666,1.017633,1.408762
131859.872818667,0.140967565,0.297575661,0.918608378,0.218485332,1.585982,1.017370,1.408795
131859.875318667,0.141019602,0.297531749,0.918528328,0.218846544,1.586335,1.017129,1.408875
131859.877818667,0.141356815,0.297660370,0.918359354,0.219163729,1.586627,1.016893,1.408920
131859.880318667,0.140830420,0.297630815,0.918369706,0.219499320,1.587064,1.016621,1.409086
131859.882818667,0.140795631,0.297571610,0.918315142,0.219830650,1.587438,1.016378,1.409175
131859.885318667,0.141274157,0.297554325,0.918173355,0.220139289,1.587720,1.016137,1.409170
131859.887818667,0.141366100,0.297427069,0.918112826,0.220504991,1.588082,1.015883,1.409235
131859.890318667,0.141046742,0.297697065,0.918014304,0.220754438,1.588503,1.015620,1.409424
131859.892818667,0.141104073,0.297502489,0.917964579,0.221187981,1.588838,1.015375,1.409474
131859.895318667,0.141618806,0.297474713,0.917827140,0.221465650,1.589153,1.015123,1.409489
131859.897818667,0.141363408,0.297410270,0.917807823,0.221794972,1.589464,1.014880,1.409495
131859.900318667,0.141304584,0.297415986,0.917753780,0.222046999,1.589954,1.014608,1.409697
131859.902818667,0.141441210,0.297429543,0.917689615,0.222205588,1.590334,1.014343,1.409780
131859.905318667,0.141212134,0.297331935,0.917679428,0.222525857,1.590655,1.014088,1.409804
131859.907818667,0.141574623,0.297301435,0.917550134,0.222869519,1.590993,1.013828,1.409828
131859.910318667,0.141596579,0.297216976,0.917499138,0.223177730,1.591359,1.013574,1.409904
131859.912818667,0.141474450,0.297374522,0.917421087,0.223363620,1.591826,1.013305,1.410086
131859.915318667,0.141643073,0.297443562,0.917310060,0.223621101,1.592209,1.013055,1.410155
131859.917818667,0.141348010,0.297465199,0.917288511,0.223868218,1.592587,1.012803,1.410227
131859.920318667,0.141897856,0.297463124,0.917125537,0.224191146,1.592930,1.012553,1.410244
131859.922818667,0.141754929,0.297447948,0.917088318,0.224452867,1.593398,1.012290,1.410454
131859.925318667,0.141388332,0.296380407,0.917319406,0.225150256,1.593574,1.012021,1.410257
131859.927818667,0.141477605,0.297441216,0.916962350,0.225152902,1.594061,1.011780,1.410497
131859.930318667,0.142138872,0.297273387,0.916816962,0.225549887,1.594327,1.011546,1.410424
131859.932818667,0.142372850,0.297288891,0.916718625,0.225779376,1.594833,1.011274,1.410629
131859.935318667,0.141741945,0.296849290,0.916821436,0.226335789,1.595186,1.011004,1.410645
131859.937818667,0.141906338,0.296620463,0.916773947,0.226723751,1.595545,1.010748,1.410673
131859.940318667,0.142455583,0.296511621,0.916620848,0.227140811,1.595860,1.010496,1.410654
131859.942818667,0.142787089,0.297344365,0.916261119,0.227295681,1.596405,1.010242,1.410920
131859.945318667,0.142499318,0.297485681,0.916196804,0.227551791,1.596914,1.009955,1.411120
131859.947818667,0.142998136,0.297614467,0.915973040,0.227973244,1.597310,1.009713,1.411208
131859.950318667,0.143234279,0.297724959,0.915819495,0.228295818,1.597761,1.009437,1.411321
131859.952818667,0.143515697,0.297547696,0.915723234,0.228735574,1.598089,1.009174,1.411294
131859.955318667,0.143638166,0.298259238,0.915419353,0.228946591,1.598665,1.008907,1.411590
131859.957818667,0.143770626,0.297730346,0.915430978,0.229505939,1.598997,1.008604,1.411557
131859.960318667,0.144016340,0.297775988,0.915251761,0.230007373,1.599383,1.008332,1.411607
131859.962818667,0.144357036,0.298296094,0.914951195,0.230315385,1.599882,1.008071,1.411792
131859.965318667,0.144545558,0.298456656,0.914783593,0.230653279,1.600332,1.007777,1.411928
131859.967818667,0.144581123,0.297865844,0.914810215,0.231290173,1.600655,1.007485,1.411860
131859.970318667,0.144899227,0.297883444,0.914638192,0.231745219,1.601055,1.007210,1.411928
131859.972818667,0.145916664,0.298468101,0.914225996,0.231982188,1.601470,1.006950,1.411993
131859.975318667,0.145515496,0.298494506,0.914162517,0.232452230,1.601990,1.006655,1.412176
131859.977818667,0.145611266,0.297938569,0.914183907,0.233018577,1.602270,1.006372,1.412070
131859.980318667,0.145949843,0.298672407,0.913821260,0.233291592,1.602805,1.006118,1.412300
131859.982818667,0.147153003,0.298632355,0.913537925,0.233694023,1.603221,1.005840,1.412322
131859.985318667,0.146256370,0.298240545,0.913638922,0.234361244,1.603632,1.005526,1.412351
131859.987818667,0.146996652,0.298965298,0.913269516,0.234415665,1.604239,1.005225,1.412612
131859.990318667,0.147284112,0.299092413,0.913079685,0.234813920,1.604675,1.004943,1.412698
131859.992818667,0.148339624,0.298992980,0.912830638,0.235240771,1.605126,1.004643,1.412754
131859.995318667,0.147627104,0.299059058,0.912799621,0.235725440,1.605551,1.004381,1.412797
131859.997818667,0.148148606,0.299217638,0.912567684,0.236096011,1.606003,1.004089,1.412897
131860.000318667,0.148840613,0.298769671,0.912496281,0.236504832,1.606525,1.003745,1.412974
131860.002818667,0.149627486,0.298863651,0.912235177,0.236895295,1.606857,1.003512,1.412912
131860.005318667,0.149359621,0.299422600,0.912052412,0.237061716,1.607450,1.003218,1.413152
131860.007818667,0.149816473,0.299539733,0.911863044,0.237354476,1.607936,1.002912,1.413238
131860.010318667,0.149967656,0.299690895,0.911708956,0.237660482,1.608498,1.002598,1.413394
131860.012818667,0.150694743,0.299521266,0.911543842,0.238044881,1.608926,1.002294,1.413402
131860.015318667,0.150322079,0.299622635,0.911490440,0.238358752,1.609439,1.001998,1.413538
131860.017818667,0.150347189,0.299629544,0.911400108,0.238678090,1.609886,1.001699,1.413572
131860.020318667,0.150913788,0.299146486,0.911327362,0.239203177,1.610247,1.001398,1.413476
131860.022818667,0.151025014,0.299237247,0.911209266,0.239471742,1.610719,1.001090,1.413537
131860.025318667,0.151336953,0.299988270,0.910920737,0.239433117,1.611399,1.000787,1.413825
131860.027818667,0.151400826,0.299843868,0.910873047,0.239753529,1.611903,1.000462,1.413918
131860.030318667,0.151445276,0.298771764,0.911047227,0.240400447,1.612148,1.000133,1.413655
131860.032818667,0.152090563,0.299888756,0.910604823,0.240281548,1.612834,0.999832,1.413953
131860.035318667,0.151749081,0.300000138,0.910550182,0.240562987,1.613330,0.999545,1.414050
131860.037818667,0.151833002,0.299762432,0.910520439,0.240917521,1.613861,0.999178,1.414137
131860.040318667,0.152684007,0.299935679,0.910281813,0.241063589,1.614394,0.998850,1.414210
131860.042818667,0.151974634,0.299206053,0.910521209,0.241517174,1.614859,0.998496,1.414212
131860.045318667,0.152447614,0.299904587,0.910248518,0.241381591,1.615517,0.998169,1.414428
131860.047818667,0.152616665,0.298556354,0.910473897,0.242094307,1.615764,0.997802,1.414126
131860.050318667,0.152379631,0.299127285,0.910320049,0.242115276,1.616428,0.997464,1.414366
131860.052818667,0.152610381,0.299481799,0.910119836,0.242286214,1.616995,0.997143,1.414506
131860.055318667,0.152366335,0.298854644,0.910279668,0.242615124,1.617376,0.996800,1.414370
131860.057818667,0.153057867,0.298659922,0.910158098,0.242871600,1.617844,0.996442,1.414335
131860.060318667,0.152459527,0.298711952,0.910194056,0.243052157,1.618473,0.996079,1.414525
131860.062818667,0.152997719,0.299409307,0.909922279,0.242870833,1.619205,0.995700,1.414810
131860.065318667,0.153627932,0.298121088,0.910075624,0.243485074,1.619547,0.995302,1.414577
131860.067818667,0.153291696,0.298584632,0.909983013,0.243475597,1.620241,0.994949,1.414818
131860.070318667,0.153362865,0.299140049,0.909767507,0.243553219,1.620825,0.994622,1.414950
131860.072818667,0.152743558,0.298157415,0.910072559,0.244008893,1.621186,0.994240,1.414745
131860.075318667,0.153453325,0.298325703,0.909872962,0.244100199,1.621802,0.993880,1.414866
131860.077818667,0.152931865,0.298209662,0.909939336,0.244323635,1.622286,0.993523,1.414854
131860.080318667,0.153597325,0.298001358,0.909829073,0.244567348,1.622824,0.993124,1.414857
131860.082818667,0.154474092,0.298998860,0.909426570,0.244298111,1.623742,0.992733,1.415308
131860.085318667,0.154653695,0.299052985,0.909334974,0.244458838,1.624314,0.992370,1.415365
131860.087818667,0.154775947,0.298928484,0.909307044,0.244634556,1.624890,0.991982,1.415419
131860.090318667,0.155977646,0.298194699,0.909244277,0.245000694,1.625388,0.991588,1.415311
131860.092818667,0.154992490,0.298692932,0.909226770,0.245087620,1.626006,0.991258,1.415438
131860.095318667,0.155624726,0.298660049,0.909061187,0.245338701,1.626645,0.990886,1.415575
131860.097818667,0.156672054,0.298082348,0.908975582,0.245693556,1.627124,0.990457,1.415466
131860.100318667,0.156642035,0.299192933,0.908678977,0.245459844,1.627959,0.990091,1.415826
131860.102818667,0.156973604,0.299307861,0.908553196,0.245572125,1.628597,0.989699,1.415899
131860.105318667,0.157138505,0.299337122,0.908476425,0.245716609,1.629159,0.989325,1.415924
131860.107818667,0.157496761,0.299370267,0.908330675,0.245983795,1.629745,0.988956,1.415973
131860.110318667,0.157776848,0.299426243,0.908225077,0.246122173,1.630419,0.988543,1.416091
131860.112818667,0.157806017,0.299200556,0.908196003,0.246489957,1.630989,0.988157,1.416098
131860.115318667,0.158338561,0.299529291,0.907973579,0.246568487,1.631666,0.987752,1.416249
131860.117818667,0.158409466,0.299602343,0.907874658,0.246796696,1.632231,0.987383,1.416257
131860.120318667,0.158657035,0.299248901,0.907874635,0.247067093,1.632768,0.986969,1.416216
131860.122818667,0.159240425,0.299809142,0.907551674,0.247199738,1.633466,0.986595,1.416385
131860.125318667,0.159218331,0.299798146,0.907486937,0.247463873,1.634096,0.986174,1.416466
131860.127818667,0.160075027,0.299207912,0.907419378,0.247871909,1.634568,0.985756,1.416336
131860.130318667,0.160046152,0.299942072,0.907226595,0.247708787,1.635362,0.985338,1.416588
131860.132818667,0.160022213,0.299925634,0.907132378,0.248090890,1.635953,0.984930,1.416640
131860.135318667,0.160569923,0.299158276,0.907165748,0.248540801,1.636434,0.984487,1.416494
131860.137818667,0.160481293,0.300144924,0.906891641,0.248406742,1.637280,0.984060,1.416845
131860.140318667,0.160940174,0.300339219,0.906688722,0.248615981,1.637824,0.983665,1.416836
131860.142818667,0.161373878,0.300201475,0.906569805,0.248935221,1.638414,0.983211,1.416843
131860.145318667,0.161165155,0.300335148,0.906537258,0.249029088,1.639076,0.982779,1.416952
131860.147818667,0.161242096,0.300138337,0.906505743,0.249329125,1.639712,0.982302,1.416991
131860.150318667,0.161664031,0.300334196,0.906330707,0.249458447,1.640361,0.981844,1.417061
131860.152818667,0.161523152,0.299917669,0.906392141,0.249825400,1.640915,0.981391,1.417042
131860.155318667,0.161895213,0.300400317,0.906180578,0.249773259,1.641632,0.980928,1.417212
131860.157818667,0.161983530,0.300214718,0.906134124,0.250106505,1.642246,0.980472,1.417232
131860.160318667,0.161975942,0.300130257,0.906115472,0.250279686,1.642841,0.980015,1.417257
131860.162818667,0.162272782,0.300004309,0.906024223,0.250570997,1.643352,0.979561,1.417184
131860.165318667,0.163102782,0.300070234,0.905830753,0.250649340,1.644059,0.979037,1.417299
131860.167818667,0.162430906,0.299644877,0.905995936,0.250998672,1.644666,0.978572,1.417323
131860.170318667,0.162539337,0.299542714,0.905984667,0.251091667,1.645289,0.978082,1.417358
131860.172818667,0.163632004,0.299814842,0.905691811,0.251115245,1.645957,0.977574,1.417420
131860.175318667,0.162992953,0.299735087,0.905765957,0.251357396,1.646599,0.977108,1.417510
131860.177818667,0.162577030,0.298677321,0.906039385,0.251901340,1.647025,0.976617,1.417322
131860.180318667,0.163306622,0.299739199,0.905639968,0.251604724,1.647885,0.976107,1.417656
131860.182818667,0.163310238,0.299669093,0.905627927,0.251729173,1.648505,0.975599,1.417702
131860.185318667,0.162974253,0.298581537,0.905925044,0.252168131,1.648989,0.975073,1.417532
131860.187818667,0.163342132,0.299430998,0.905621778,0.252012208,1.649770,0.974590,1.417797
