archived_path	original_path	size_bytes	sha256
autofocus/4437f552/dl2.log	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/dl2.log	146	14cbe478e89b241387a6c020ce56eaeab575c076eda857dcd90dc5a31ab352cf
autofocus/4437f552/fulltest.log	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/fulltest.log	505507	5b5d76735f2961301f0dd4f7a26ab29e89ffe1c6b79cac4ebc53e78586e410a1
autofocus/4437f552/p1.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p1.py	7425	50de63163234fd100b212da3d0d61a1f7db9d2808d6df4a2c70853993e9c08af
autofocus/4437f552/p2.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p2.py	11619	e0b64266c497d0b9d2c4f7a86f3bd050ddb8f931206ed0e882f12805aec9a232
autofocus/4437f552/p3.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p3.py	974	3c1caa182f53a7f65e532424138892f7f3868c36caf6e4f193312b9ac63678e2
autofocus/4437f552/p4.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p4.py	4686	5a28d9fbadf7788e09aaf82562c676a59aff1090a0bab90c341201bf04796456
autofocus/4437f552/p5.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p5.py	6900	52b86767ff184f764c334ccea21c83ac0b78bf390f5ef2c9350c220aa601a008
autofocus/4437f552/p6.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p6.py	3961	743a07592b3e6a735d3461520a39ca8408c61c94972eacf5eb3eaf6655eaec5a
autofocus/4437f552/p7.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p7.py	5869	46bad9a2e3d3d20d86f672e4699d8ebd383c8538296bdaa7bfd45548ec7b2946
autofocus/4437f552/p8.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/p8.py	2355	c9e253b426570e39fc6ea21a330010a7fe545503e63f1656ba4f3906ec16b00a
autofocus/4437f552/platforms_section.md	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/platforms_section.md	6214	e45fcaf4edb36470fc80f87ab7d1fa428ae20fe8933fe95fd7660fdfa90a3b3b
autofocus/4437f552/podinstall.log	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/podinstall.log	878	57d4ccabced34ae9d79602b76c9dfb92a08a0a26c020f22ec81d979533dc9dca
autofocus/4437f552/prodbuild.log	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/prodbuild.log	2191	1528825d9d49f9d4eeb38179357429d20086cc5aaee2b8fe3549ad9d8ba309fa
autofocus/4437f552/prodbuild2.log	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/prodbuild2.log	867	ad6b500688ca3f0cc3b7c0d3ca1f69637f0b06f10ef193446f9f9cca48eda065
autofocus/4437f552/published_section.md	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/published_section.md	4949	18795dbc522f2495f558384a228539bf9af5c424fa5035bb204c83d098333f72
autofocus/4437f552/repos_section.md	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/repos_section.md	6729	a12823400f6066ce4f4296556e4376edfadea0b23d00d7b8e1dc59b46eff082c
autofocus/4437f552/strip.py	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/strip.py	800	f9eefd12398da7ce9f4ec290a7671fe3e5f974127f8741dcc31e11a71d9ba3e2
autofocus/4437f552/verdict_section.md	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/verdict_section.md	6883	916c2846c15cc33c01cb3a7a1e3c3aa5afef4b68e138d46ea10b1d16cd41a51a
bench_app_backups/373814b7/arloopbench_Podfile.before	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/arloopbench_Podfile.before	6821	3986dce5c040ccdcd4dbb90b27e9cc6ec41ca417b69b3e842c1b93273bf2cb1d
bench_app_backups/373814b7/arloopbench_Runner-Bridging-Header.h.before	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/arloopbench_Runner-Bridging-Header.h.before	498	4e7b4c54e8b659cb5103395bbde6a4ee8a277af792a5650e601776bd3e11b354
bench_app_backups/373814b7/arloopbench_main.dart.before	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/arloopbench_main.dart.before	3096	89963404da28cf41080b77e51fb1586bbee2c6fdb1fe6ce0dfac85f0ffbf83e2
bench_app_backups/373814b7/arloopbench_project.pbxproj.before	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/arloopbench_project.pbxproj.before	39391	1c8096917e09c9fab4f1d3b27c000e53fe1c28d3834f00b810ea820be4191b60
bench_app_backups/373814b7/arloopbench_sync_from_integration.sh.before	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/arloopbench_sync_from_integration.sh.before	6278	ce6faf8713c1f0c1df56e9f22b8d7d26f2a2195a13eaf7be2df83c57e587c53c
bench_app_backups/4437f552/Podfile.ORIGINAL.bak	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Podfile.ORIGINAL.bak	6821	3986dce5c040ccdcd4dbb90b27e9cc6ec41ca417b69b3e842c1b93273bf2cb1d
bench_app_backups/4437f552/bench_pbxproj.bak	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/bench_pbxproj.bak	35810	00a43a47aed8afc013153fc21495fda17372bb58e029e563377e4a0212d6bf21
bench_replay/373814b7/c1.txt	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/c1.txt	729	07b0c4144fb537c1078638e1349184fc6b7546ae7fe8eaa8af642fba184296d2
bench_replay/373814b7/c2.txt	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/c2.txt	734	c608b95f19701097f25da52ad9c164998cf25905416a0252f9394bacb71752c6
bench_replay/373814b7/c3.txt	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/c3.txt	940	64333b309bdc6405fc909b96189a576779c3c6d812e4ddf5a313996fe6a5566b
bench_replay/373814b7/c4.txt	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/c4.txt	659	be52a623c046c0e1ee939ac8e6bdcf8b5204b29ae56604c02210519ae398ab1f
bench_replay/373814b7/c5.txt	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/c5.txt	381	a96f5402c3314d9c548d0e6b818ab063eee87cb5407ec4fe4d025232fe6b7897
bench_replay/373814b7/cmtest/stub/CoreMotionStub.h	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/cmtest/stub/CoreMotionStub.h	410	9538e6b960d214ffcd5be55f3552567a87c7c303a5cadc5f506c19f47955338b
bench_replay/373814b7/cmtest/stub/module.modulemap	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/cmtest/stub/module.modulemap	61	dc86ce29722ac6815f4184c2f5c0a3caffddb8786a4924bcc295c6df06de3d93
bench_replay/373814b7/cmtest/t.swift	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/373814b7-9e8a-4c30-8bed-61f68566515c/scratchpad/cmtest/t.swift	69	2eb8395e5fa7c424230992db077b4f6675fad6d66ae39082604bdcaada8fc42d
okvis2_trial/4437f552/A1_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A1_f.tum	172969	42b8cf5bd1e0f25ab1ec5f3933c1bcd48023528d20c7e6a3b1450d11719b4d8c
okvis2_trial/4437f552/A1_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A1_s.tum	172750	af208ead64369e9149e12e56d63d8e198a1cea1cec6a14afb1525b27839d3f52
okvis2_trial/4437f552/A2_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A2_f.tum	174458	91aec7a44d92ed448b1dcaa9e3207ce97f36c80d889cd589ae8c1c77129fb370
okvis2_trial/4437f552/A2_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A2_s.tum	174441	5474651b02cd3263175c1bb40a35f21b4e750987e1794b0a0a4b7498f4bd4689
okvis2_trial/4437f552/A3_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A3_f.tum	172522	7d9c6b6411cbbca74ce78b4774402740cbc53c3a06c176e5e45652b455aebc20
okvis2_trial/4437f552/A3_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A3_s.tum	172589	29ec069f3ede31115fbbe019c08de2c8127ffd64dd01f47a541e233eeb7ae744
okvis2_trial/4437f552/A4_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A4_f.tum	184466	18f998883ea90c7c2358eb345be81c1c94d541023679c29c1decbcdbcd1150d9
okvis2_trial/4437f552/A4_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A4_s.tum	184542	32afcb730216ea840ece77abfec9b481977fb95235f9dec896bc3de5267ff9f5
okvis2_trial/4437f552/A5_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A5_f.tum	172444	700bde5c30f3e518f9391cc9f2fd38c140550896fcd64b6e8f5777e98f60ce40
okvis2_trial/4437f552/A5_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/A5_s.tum	172592	cb53d77e3a2b58f3c43f4bf6096cfed7fe7bb75319044410d8e893aa685621ba
okvis2_trial/4437f552/AS1_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/AS1_f.tum	172457	c2161c070e035fa8c462059732c1cd19c61ab7e0130f9424a777c6d508e3d1ae
okvis2_trial/4437f552/AS1_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/AS1_s.tum	172603	56a4fab63ead631e37bc4581d85e207df01fde1a185be03fbde99b4c3022e7de
okvis2_trial/4437f552/AS2_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/AS2_f.tum	188824	e3f9858a2cecb4ed4bd8fd4e1e5ca568631fb9da3996d82c902d1c08507b806c
okvis2_trial/4437f552/AS2_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/AS2_s.tum	187473	20dfb7ae1cffcb2ac426f0a91c15504abe27df6a18ca6d8941a9e309355d8356
okvis2_trial/4437f552/BV1_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/BV1_f.tum	172643	d1525f67397ca56c77fe7f2b9b0e9a2a056719aec5b462379d2767fbffb0a082
okvis2_trial/4437f552/BV2_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/BV2_f.tum	172628	3e948b06046e66b9db947187f09373483f48b4eb27aac68930c2aeb1bdfdefd5
okvis2_trial/4437f552/BV3_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/BV3_f.tum	172627	b04c3807adb9ba5f541d4a47f0b86445b895d3bd506d439e7d5ef19bfb9877c0
okvis2_trial/4437f552/Bslam1_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bslam1_cam.tum	172625	5b1440e2bdb894feb757421c67dfa71628cd3dca82f8bf221e6812db19755588
okvis2_trial/4437f552/Bslam1f_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bslam1f_cam.tum	172576	2bd4fc3db2f6326f466b0b9c881fc0416a7602ff3cf5bab0f78a976c43d96c40
okvis2_trial/4437f552/Bslam2_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bslam2_cam.tum	172785	7e8d2810500ad013fcf5b8fd3e0601e8f91a8acd4522e612aab1c2a8ffabbc7f
okvis2_trial/4437f552/Bslam2f_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bslam2f_cam.tum	172767	cb8c1bbe67fed93803bc3187824e5239e820dd0005af860e1a69a3e0aebca37a
okvis2_trial/4437f552/Bslam3_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bslam3_cam.tum	172673	2c3eb014b6807d344bc5e7b37262107c848455ede151340bce9e8b0ef32cedac
okvis2_trial/4437f552/Bslam3f_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bslam3f_cam.tum	172685	bc82d8c7fe844e912826ec81a885bdfa5d7963f5403d8fc5a999e1afbb3be595
okvis2_trial/4437f552/Bvio1_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bvio1_cam.tum	172657	39dbeb2d3823b90fd93efed2b44524224f2c0a435fff09e90526bb06de742874
okvis2_trial/4437f552/Bvio2_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bvio2_cam.tum	172668	b38acf8b90fbf7e3163babddcac1f98ee2a43eb782f7673b3ad2303f3bded7a0
okvis2_trial/4437f552/Bvio3_cam.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/Bvio3_cam.tum	172712	bc854b4977847a87e8fc92fde57b824fe546cad136155d56b1c2e624e5c1f67c
okvis2_trial/4437f552/CS1_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CS1_f.tum	172499	6f162f747787f990d6e066a5f47410281544691f070eafa7989f81cf1e1e5695
okvis2_trial/4437f552/CS1_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CS1_s.tum	172598	27634e3370f035292c97c5c3cc4e420a195cc5d6fbb163ed2f7c7b2ff6eb247b
okvis2_trial/4437f552/CS2_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CS2_f.tum	172782	2a8ce034147762a6f7e72bf1a7cb7874cba842dcc8956f85070c39b69817af67
okvis2_trial/4437f552/CS2_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CS2_s.tum	172769	23e6ea25f5dfe1318179a78118bae8c5fa2220e6c39f6291b472f11f29eb0267
okvis2_trial/4437f552/CS3_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CS3_f.tum	172765	fb3c76d40f1ffe1b98c9c262a3ea17584dcf41bd1257192d4b61f29cda7d2d51
okvis2_trial/4437f552/CS3_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CS3_s.tum	172747	40bd3d34c24fa5039cbaf14ee037fcf2499fd7d4ce1e7556f712c4487d348b8f
okvis2_trial/4437f552/CV1_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CV1_f.tum	172675	593cf0e28a8e3acdbad488ba713a5abd9510a0ffdfa02904a69b285f294cb47c
okvis2_trial/4437f552/CV1_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CV1_s.tum	172693	eaecdfb1dea3e339b3e39dd4d932abfe955b8364b15f893bd50706b020027315
okvis2_trial/4437f552/CV2_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CV2_f.tum	172618	d33a3d2faccf7a0669f4144e732cf990e4a24e36fdd0b088bd2deebb4f2f021d
okvis2_trial/4437f552/CV2_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CV2_s.tum	172721	3d3f6ffbb3b1b809b7936cd60a0822061797a665947054bc3979b58c70aae1ee
okvis2_trial/4437f552/CV3_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CV3_f.tum	172660	fbbe4dbe3b8771f82384498050ec9aa9f089c1045ce1b83604a4011ac089d4b9
okvis2_trial/4437f552/CV3_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/CV3_s.tum	172666	2abf7f19f573c9e00cbdf78931ef87cf73f6a8cb0f75a6661fd785349131a1fc
okvis2_trial/4437f552/DV1_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/DV1_f.tum	172669	de3e4cd5bd654a8f600e9627c6b705aeb4e17b8e50e7eee322a91a36c3f3909f
okvis2_trial/4437f552/DV1_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/DV1_s.tum	172654	0e6bb5e6864c84c6ad824d30de69571de9fcd4a40f7d031ba3e359db620eb1a3
okvis2_trial/4437f552/DV2_f.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/DV2_f.tum	172600	6608ca8142deb1b7408f461192285c7f86447a557abd55803117aa8cb51b8314
okvis2_trial/4437f552/DV2_s.tum	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/DV2_s.tum	172636	17bf8758854238d59e69babec47031f34482a6ce920d126577689bbf32da4ac8
okvis2_trial/4437f552/ds640_slam/okvis2-slam-final_trajectory.csv	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/ds640_slam/okvis2-slam-final_trajectory.csv	750456	42b52f7d49382221fe8bfbf87723e1e7335d907041401a0ea9cbe630439c6d3b
okvis2_trial/4437f552/ds640_slam/okvis2-slam_trajectory.csv	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/ds640_slam/okvis2-slam_trajectory.csv	745419	ba9caa744ce236215813168f33ae20016b7ea8fe943840e03033955bfdd9e4dc
okvis2_trial/4437f552/ds640_slam2/okvis2-slam-final_trajectory.csv	/private/tmp/claude-501/-Users-kaidongwang-Documents-progecttwo/4437f552-36d8-4d91-9d8d-ae4aaadf54b6/scratchpad/ds640_slam2/okvis2-slam-final_trajectory.csv	749840	97e2811de16a4ebac69046d256789af36f774cf4f8009c81ba3294ba73a3eba2
