,all_done,seed,configs,num_running,num_done,coarse_job_obj,coarse_output_folder,coarse_submitted,coarse_crash_recorded,any_fatal_crash
131,notdone,65fa9b51,['forest'],0,0,,,,,
132,notdone,5f6ce54f,['plain'],0,0,,,,,
133,notdone,29b270cb,['river'],0,0,,,,,
134,notdone,ec366e0,['desert'],0,0,,,,,
135,notdone,6e7bd5b7,['forest'],0,0,,,,,
136,notdone,17979859,['coast'],0,0,,,,,
137,notdone,7bd5b3a4,['coast'],0,0,,,,,
138,notdone,458602e8,['forest'],0,0,,,,,
139,notdone,1abe0ece,['plain'],0,0,,,,,
140,notdone,3d3dbe51,['coast'],0,0,,,,,
141,notdone,6874cb83,['mountain'],0,0,,,,,
142,notdone,602a694b,['desert'],0,0,,,,,
143,notdone,2126493b,['coast'],0,0,,,,,
144,notdone,6a9db78d,['coast'],0,0,,,,,
145,notdone,45187d1b,['mountain'],0,0,,,,,
146,notdone,155c0590,['coast'],0,0,,,,,
147,notdone,5f5d9b4,['forest'],0,0,,,,,
148,notdone,2021031c,['canyon'],0,0,,,,,
149,notdone,4c0fba0c,['plain'],0,0,,,,,
150,notdone,6e68ed63,['plain'],0,0,,,,,
151,notdone,7c20e87f,['forest'],0,0,,,,,
152,notdone,78b60931,['coast'],0,0,,,,,
153,notdone,69f2da7f,['plain'],0,0,,,,,
154,notdone,f2db0da,['coast'],0,0,,,,,
155,notdone,5069f6fb,['river'],0,0,,,,,
156,notdone,42706b9c,['desert'],0,0,,,,,
157,notdone,5e4ef8d4,['plain'],0,0,,,,,
158,notdone,31b62070,['coast'],0,0,,,,,
159,notdone,337f3707,['forest'],0,0,,,,,
160,notdone,2eab5ff3,['coast'],0,0,,,,,
161,notdone,1f753023,['coast'],0,0,,,,,
162,notdone,1e99e8c,['coast'],0,0,,,,,
163,notdone,13a16056,['river'],0,0,,,,,
164,notdone,397762a7,['forest'],0,0,,,,,
165,notdone,52844e7c,['river'],0,0,,,,,
166,notdone,3c5a7aec,['river'],0,0,,,,,
167,notdone,21cc758d,['coast'],0,0,,,,,
168,notdone,64e33d0f,['coast'],0,0,,,,,
169,notdone,158875ca,['mountain'],0,0,,,,,
170,notdone,d62eeae,['river'],0,0,,,,,
171,notdone,6b713585,['canyon'],0,0,,,,,
172,notdone,3300fc59,['forest'],0,0,,,,,
173,notdone,50f9260d,['river'],0,0,,,,,
174,notdone,7b8b08a6,['plain'],0,0,,,,,
175,notdone,3abaaa6f,['plain'],0,0,,,,,
176,notdone,471ecb9b,['river'],0,0,,,,,
177,notdone,942cae9,['desert'],0,0,,,,,
178,notdone,24c60b8b,['canyon'],0,0,,,,,
179,notdone,63ea5018,['plain'],0,0,,,,,
180,notdone,790f382b,['river'],0,0,,,,,
181,notdone,5a43bd6d,['forest'],0,0,,,,,
182,notdone,121a9324,['desert'],0,0,,,,,
183,notdone,2f0fb7ce,['desert'],0,0,,,,,
184,notdone,d5b7e65,['river'],0,0,,,,,
185,notdone,2bbaca25,['forest'],0,0,,,,,
186,notdone,236d619f,['coast'],0,0,,,,,
187,notdone,2182bbb9,['forest'],0,0,,,,,
188,notdone,3e84d203,['forest'],0,0,,,,,
189,notdone,7a66f602,['coast'],0,0,,,,,
190,notdone,41604656,['river'],0,0,,,,,
191,notdone,5723fe0e,['canyon'],0,0,,,,,
192,notdone,332c17f1,['desert'],0,0,,,,,
193,notdone,22dd690e,['river'],0,0,,,,,
194,notdone,637178c5,['mountain'],0,0,,,,,
195,notdone,7a642bab,['forest'],0,0,,,,,
196,notdone,6c21330c,['desert'],0,0,,,,,
197,notdone,142d9b9b,['forest'],0,0,,,,,
198,notdone,eb73798,['river'],0,0,,,,,
199,notdone,e380d9a,['forest'],0,0,,,,,
200,notdone,21fc67d9,['canyon'],0,0,,,,,
201,notdone,552993f7,['forest'],0,0,,,,,
202,notdone,5296798,['forest'],0,0,,,,,
203,notdone,2239c912,['plain'],0,0,,,,,
204,notdone,5321475,['desert'],0,0,,,,,
205,notdone,2b2fdc7c,['coast'],0,0,,,,,
206,notdone,2346f515,['river'],0,0,,,,,
207,notdone,478d7648,['coast'],0,0,,,,,
208,notdone,6fac5ebd,['forest'],0,0,,,,,
209,notdone,22102f3a,['forest'],0,0,,,,,
210,notdone,61aa8e2,['forest'],0,0,,,,,
211,notdone,54209f83,['river'],0,0,,,,,
212,notdone,8987ea2,['mountain'],0,0,,,,,
213,notdone,24c20006,['canyon'],0,0,,,,,
214,notdone,654e295c,['canyon'],0,0,,,,,
215,notdone,3ff845a8,['forest'],0,0,,,,,
216,notdone,7b21f3b,['forest'],0,0,,,,,
217,notdone,120f1475,['desert'],0,0,,,,,
218,notdone,7ad3b189,['forest'],0,0,,,,,
219,notdone,39e3d290,['desert'],0,0,,,,,
220,notdone,7e8b1e5d,['coast'],0,0,,,,,
221,notdone,42ec06eb,['coast'],0,0,,,,,
222,notdone,381d7744,['forest'],0,0,,,,,
223,notdone,fc36332,['coast'],0,0,,,,,
224,notdone,366d3a68,['mountain'],0,0,,,,,
225,notdone,7aa1ab29,['coast'],0,0,,,,,
226,notdone,cc43d7f,['plain'],0,0,,,,,
227,notdone,d8aaf51,['forest'],0,0,,,,,
228,notdone,698d9b0a,['canyon'],0,0,,,,,
229,notdone,3e835f63,['coast'],0,0,,,,,
230,notdone,78129ac6,['river'],0,0,,,,,
231,notdone,4b163f7a,['river'],0,0,,,,,
232,notdone,6c2c9238,['forest'],0,0,,,,,
233,notdone,7547b5d,['coast'],0,0,,,,,
234,notdone,208916e3,['desert'],0,0,,,,,
235,notdone,4339ef9d,['plain'],0,0,,,,,
236,notdone,767c10e,['river'],0,0,,,,,
237,notdone,6b2580eb,['forest'],0,0,,,,,
238,notdone,6da94d05,['plain'],0,0,,,,,
239,notdone,1aa460ec,['river'],0,0,,,,,
240,notdone,30aea46f,['coast'],0,0,,,,,
241,notdone,5cf2d9f5,['desert'],0,0,,,,,
242,notdone,763121ee,['forest'],0,0,,,,,
243,notdone,3acddd44,['plain'],0,0,,,,,
244,notdone,4bfd3589,['coast'],0,0,,,,,
245,notdone,4447c82,['canyon'],0,0,,,,,
246,notdone,9ba6514,['mountain'],0,0,,,,,
247,notdone,5500b88b,['plain'],0,0,,,,,
248,notdone,716e788e,['desert'],0,0,,,,,
249,notdone,6b5d79ba,['canyon'],0,0,,,,,
250,notdone,65ecd895,['river'],0,0,,,,,
251,notdone,25b5bd66,['forest'],0,0,,,,,
252,notdone,10804eb5,['forest'],0,0,,,,,
253,notdone,624e4aa7,['coast'],0,0,,,,,
254,notdone,44a8f87d,['canyon'],0,0,,,,,
255,notdone,d189788,['river'],0,0,,,,,
256,notdone,2d4a81cd,['river'],0,0,,,,,
257,notdone,482f81d8,['mountain'],0,0,,,,,
258,notdone,8b3506d,['coast'],0,0,,,,,
259,notdone,497c0eaa,['forest'],0,0,,,,,
260,notdone,4521f68b,['coast'],0,0,,,,,
261,notdone,615fac99,['forest'],0,0,,,,,
262,notdone,ba28ce,['river'],0,0,,,,,
263,notdone,1424a4af,['coast'],0,0,,,,,
264,notdone,351580a0,['plain'],0,0,,,,,
265,notdone,36f35f0b,['coast'],0,0,,,,,
266,notdone,5941e7ec,['forest'],0,0,,,,,
267,notdone,7db9ef86,['river'],0,0,,,,,
268,notdone,33046f59,['coast'],0,0,,,,,
269,notdone,3efc7dc4,['forest'],0,0,,,,,
270,notdone,3257613f,['forest'],0,0,,,,,
271,notdone,67595e39,['coast'],0,0,,,,,
272,notdone,6980edd6,['plain'],0,0,,,,,
273,notdone,5ef77276,['desert'],0,0,,,,,
274,notdone,243ed8e3,['river'],0,0,,,,,
275,notdone,6319f9c,['coast'],0,0,,,,,
276,notdone,5cd67d15,['river'],0,0,,,,,
277,notdone,4ec72ef0,['canyon'],0,0,,,,,
278,notdone,d826521,['plain'],0,0,,,,,
279,notdone,15cf86f2,['forest'],0,0,,,,,
280,notdone,4ad9cbb6,['coast'],0,0,,,,,
281,notdone,5bca5761,['river'],0,0,,,,,
282,notdone,7b762d18,['river'],0,0,,,,,
283,notdone,d67d558,['desert'],0,0,,,,,
284,notdone,19080928,['plain'],0,0,,,,,
285,notdone,1510851f,['forest'],0,0,,,,,
286,notdone,412d26a7,['river'],0,0,,,,,
287,notdone,674ca564,['forest'],0,0,,,,,
288,notdone,73d78b5,['canyon'],0,0,,,,,
289,notdone,60f80f36,['forest'],0,0,,,,,
290,notdone,73676fa7,['coast'],0,0,,,,,
291,notdone,7ca9e5e8,['coast'],0,0,,,,,
292,notdone,41ef1cd0,['forest'],0,0,,,,,
293,notdone,988141,['desert'],0,0,,,,,
294,notdone,1b57c999,['forest'],0,0,,,,,
295,notdone,35cfbf5c,['coast'],0,0,,,,,
296,notdone,47ec1981,['plain'],0,0,,,,,
297,notdone,79003923,['coast'],0,0,,,,,
298,notdone,6935549b,['desert'],0,0,,,,,
299,notdone,31bf7520,['coast'],0,0,,,,,
